banner.arg,banner.vd,value,se,x,Z_Score
0,1,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,1,-1.17859205857603,0.515666509192271,0.111111111111111,-2.28557030089496
0.222222222222222,1,-0.967380408639041,0.890153613813051,0.222222222222222,-1.08675670539064
0.333333333333333,1,0.0683452356965047,0.961485754535255,0.333333333333333,0.0710829415559465
0.444444444444444,1,0.173750633715997,1.27777265713477,0.444444444444444,0.135979301752793
0.555555555555556,1,-0.547552524556128,1.51530925047429,0.555555555555556,-0.361347048059493
0.666666666666667,1,-1.60667952222468,1.49540013338104,0.666666666666667,-1.07441445694675
0.777777777777778,1,-2.65856563991643,2.32179179580689,0.777777777777778,-1.14504911453204
0.888888888888889,1,-3.54931436021777,4.11334408476836,0.888888888888889,-0.862878059085992
1,1,-4.25762508706805,6.15471676220404,1,-0.691766209813914
0,2,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,2,-0.282794848034648,0.0927259551994628,0.222222222222222,-3.04979169452962
0.222222222222222,2,-1.97656520490809,0.455464600972901,0.444444444444444,-4.33966811182697
0.333333333333333,2,-1.96513484018652,0.785495714676944,0.666666666666667,-2.50177665322431
0.444444444444444,2,-2.26246079255929,1.15866824893869,0.888888888888889,-1.95263898413687
0.555555555555556,2,-2.5330111286639,1.28178204705297,1.11111111111111,-1.97616368124964
0.666666666666667,2,-2.67914614645334,1.52123459452101,1.33333333333333,-1.76116567168716
0.777777777777778,2,-3.03292717499043,2.10003686537845,1.55555555555556,-1.44422568241147
0.888888888888889,2,-3.61510418443767,3.00891984984223,1.77777777777778,-1.20146243996071
1,2,-4.21585616395789,4.02847969174966,2,-1.04651294943648
0,3,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,3,-0.261115875332139,0.0744572531939037,0.333333333333333,-3.50692328995986
0.222222222222222,3,-1.85476323673539,0.310672464027134,0.666666666666667,-5.97015652012661
0.333333333333333,3,-2.05821445636663,0.65170971182293,1,-3.15817674499509
0.444444444444444,3,-2.46875327952315,0.918177495301192,1.33333333333333,-2.68875385440952
0.555555555555556,3,-3.08523447594326,1.18447928215238,1.66666666666667,-2.60471797390741
0.666666666666667,3,-3.00148234504989,1.32687628201823,2,-2.26206646823509
0.777777777777778,3,-2.88458242882243,1.7543160343827,2.33333333333333,-1.64427752599174
0.888888888888889,3,-2.99526465263291,2.66789661257121,2.66666666666667,-1.12270641917649
1,3,-3.29235297766481,3.66513207057925,3,-0.898290406529463
0,4,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,4,-0.343444855998672,0.0731679090722729,0.444444444444444,-4.69392743831764
0.222222222222222,4,-1.83596541898201,0.325759989636331,0.888888888888889,-5.63594510495787
0.333333333333333,4,-2.13394449259442,0.57830803201581,1.33333333333333,-3.6899789981407
0.444444444444444,4,-2.30705150296404,0.933717119351719,1.77777777777778,-2.47082489455247
0.555555555555556,4,-3.00790277763032,0.988542763336968,2.22222222222222,-3.04276445004433
0.666666666666667,4,-2.9121262387156,1.11706902435751,2.66666666666667,-2.60693491200377
0.777777777777778,4,-2.62398914516724,1.46419524104061,3.11111111111111,-1.79210331492565
0.888888888888889,4,-2.43093900701087,2.37739870360747,3.55555555555556,-1.02252054033771
1,4,-2.52778887757543,3.51215441271711,4,-0.719726008749101
0,5,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,5,-0.414479003959524,0.085019133485068,0.555555555555556,-4.87512618594636
0.222222222222222,5,-1.86286810823023,0.36728696892883,1.11111111111111,-5.07196896656359
0.333333333333333,5,-2.30106581144431,0.482731091060827,1.66666666666667,-4.76676529449885
0.444444444444444,5,-2.11541721245579,0.90976094010099,2.22222222222222,-2.32524514871012
0.555555555555556,5,-2.71997775983628,0.731649415527242,2.77777777777778,-3.71759711975743
0.666666666666667,5,-2.74813451942725,0.966649500678283,3.33333333333333,-2.84294826356289
0.777777777777778,5,-2.40790257923225,1.27874318160155,3.88888888888889,-1.88302281011305
0.888888888888889,5,-2.03176913947145,2.21831198208689,4.44444444444444,-0.915907751424603
1,5,-1.90532739858804,3.32572462668328,5,-0.572905941550611
0,6,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,6,-0.46522674566612,0.0971900361681567,0.666666666666667,-4.78677407693513
0.222222222222222,6,-1.89040970931778,0.408091608698456,1.33333333333333,-4.63231703133261
0.333333333333333,6,-2.43500708550726,0.486070465798015,2,-5.00957629982628
0.444444444444444,6,-1.99112735111333,0.929672729379959,2.66666666666667,-2.14175084219293
0.555555555555556,6,-2.48924621381453,0.621397353991687,3.33333333333333,-4.00588479790635
0.666666666666667,6,-2.59942689202721,0.888989396684959,4,-2.92402463035045
0.777777777777778,6,-2.24494859034688,1.16990889359453,4.66666666666667,-1.91890890191398
0.888888888888889,6,-1.76607182248299,2.16580914710368,5.33333333333333,-0.815432802490815
1,6,-1.460444145076,3.27551121072179,6,-0.445867545894974
0,7,-0.763640967616638,0.0766033105195445,0,-9.96877239948792
0.111111111111111,7,-0.501050348773867,0.106251413371342,0.777777777777778,-4.71570525864657
0.222222222222222,7,-1.91261757132353,0.438653497218991,1.55555555555556,-4.36020135129273
0.333333333333333,7,-2.53025617348404,0.510987122871188,2.33333333333333,-4.95170242112319
0.444444444444444,7,-1.92675822844222,0.944068152092275,3.11111111111111,-2.04091010185237
0.555555555555556,7,-2.33279407317058,0.602767392615804,3.88888888888889,-3.87013979480054
0.666666666666667,7,-2.48001085676978,0.85975720723939,4.66666666666667,-2.88454791176789
0.777777777777778,7,-2.12197174557094,1.10775314577167,5.44444444444444,-1.91556372795742
0.888888888888889,7,-1.58581884965301,2.16391751528703,6.22222222222222,-0.73284625613036
