FD.arg,FD.vd,value,se,x,Z_Score
0,1,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,1,-4.10010090118397,1.74320052178403,0.111111111111111,-2.35205350729693
0.222222222222222,1,-3.06992106890725,3.12524660800821,0.222222222222222,-0.982297224494481
0.333333333333333,1,-0.0563427472540954,2.0819043618742,0.333333333333333,-0.0270630814200196
0.444444444444444,1,2.46711237367664,3.37140993759703,0.444444444444444,0.731774663817676
0.555555555555556,1,3.85356401275778,3.18513728526477,0.555555555555556,1.2098580587359
0.666666666666667,1,5.30636822583502,3.43993315075235,0.666666666666667,1.54257887967226
0.777777777777778,1,6.56557918520353,7.2745518783251,0.777777777777778,0.902540705602226
0.888888888888889,1,7.43831620950898,11.6716356196597,0.888888888888889,0.637298528835143
1,1,8.15711482623054,15.1674591522736,1,0.537803645576839
0,2,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,2,0.237588117659256,0.174234037100262,0.222222222222222,1.36361483446852
0.222222222222222,2,-0.817656889776175,0.722169546707505,0.444444444444444,-1.13222288796864
0.333333333333333,2,-1.12980963402684,0.82877878383303,0.666666666666667,-1.36322219640031
0.444444444444444,2,2.19790001171347,1.97049478621382,0.888888888888889,1.11540513940491
0.555555555555556,2,1.60563245607013,3.31990764645978,1.11111111111111,0.483637687265884
0.666666666666667,2,0.741814856824072,3.75186563535311,1.33333333333333,0.197718929439821
0.777777777777778,2,1.31379393438801,3.46306133295011,1.55555555555556,0.379373568087752
0.888888888888889,2,2.53134242413025,4.38444628286164,1.77777777777778,0.577345977307331
1,2,3.84934775167219,6.9575211838378,2,0.553264251730078
0,3,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,3,0.573806447138626,0.182814440906306,0.333333333333333,3.13873698540426
0.222222222222222,3,-0.565162186050472,0.364380528295675,0.666666666666667,-1.55102191847056
0.333333333333333,3,-1.56949746045953,0.685759830124884,1,-2.28869845026313
0.444444444444444,3,0.529053880711377,1.55765834348003,1.33333333333333,0.33964693408273
0.555555555555556,3,-1.31558612925187,1.64256905405751,1.66666666666667,-0.80093200709101
0.666666666666667,3,-2.36299219602894,3.57046945283338,2,-0.661815547575617
0.777777777777778,3,-1.47984924745197,3.47848834348824,2.33333333333333,-0.425428836127124
0.888888888888889,3,0.0338067416246459,4.01218284857806,2.66666666666667,0.00842602216811409
1,3,1.57887666456327,6.46790575374465,3,0.244109411094799
0,4,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,4,0.435338322724904,0.119309522226368,0.444444444444444,3.64881456736479
0.222222222222222,4,-0.0726054675374385,0.436288199927236,0.888888888888889,-0.166416299018739
0.333333333333333,4,-1.38591807620625,0.740920701334254,1.33333333333333,-1.87053496239271
0.444444444444444,4,0.625762574063049,1.66341633893738,1.77777777777778,0.376191191234058
0.555555555555556,4,-1.87782621559695,1.43853389948821,2.22222222222222,-1.30537501845805
0.666666666666667,4,-3.42683360850779,3.27251890692653,2.66666666666667,-1.04715471658686
0.777777777777778,4,-2.44369179157847,2.98658210414367,3.11111111111111,-0.818223543289844
0.888888888888889,4,-0.824871550907567,3.50013603746431,3.55555555555556,-0.235668426049277
1,4,0.771323956379697,6.44013596699082,4,0.119768272026111
0,5,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,5,0.304720922840904,0.107635095090663,0.555555555555556,2.83105545253833
0.222222222222222,5,0.408655359135256,0.564438909682433,1.11111111111111,0.72400281434385
0.333333333333333,5,-0.861273852071112,0.729301135633021,1.66666666666667,-1.1809577827183
0.444444444444444,5,1.2655513975723,1.46560636651801,2.22222222222222,0.863500204750746
0.555555555555556,5,-1.03376494937199,1.08556210359498,2.77777777777778,-0.952285406747843
0.666666666666667,5,-3.3438447340207,2.71984713306782,3.33333333333333,-1.22942377656683
0.777777777777778,5,-2.6353430995302,2.51452359941994,3.88888888888889,-1.04804866422336
0.888888888888889,5,-1.07279204035582,3.12238480161874,4.44444444444444,-0.34358098329189
1,5,0.492773329123467,6.48175259736166,5,0.0760247050040209
0,6,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,6,0.221835433961398,0.125708546104513,0.666666666666667,1.7646806111095
0.222222222222222,6,0.755731015506454,0.690460985117102,1.33333333333333,1.09453109125099
0.333333333333333,6,-0.405160589570101,0.799867682017248,2,-0.506534516494397
0.444444444444444,6,1.7353147934102,1.49625141240199,2.66666666666667,1.15977487407978
0.555555555555556,6,-0.28321564736317,0.98563867061688,3.33333333333333,-0.287342264265986
0.666666666666667,6,-3.0336099548698,2.50658677116525,4,-1.21025531203117
0.777777777777778,6,-2.56913059704939,2.22453594905058,4.66666666666667,-1.1549063067045
0.888888888888889,6,-1.10697044134585,2.92061935480964,5.33333333333333,-0.379019073308168
1,6,0.407213414429319,6.54397746696851,6,0.0622272030251901
0,7,-0.0230773350812621,0.0996806070672504,0,-0.231512786290444
0.111111111111111,7,0.175787005750287,0.143176493215201,0.777777777777778,1.22776443117706
0.222222222222222,7,0.998052868530291,0.783895141438381,1.55555555555556,1.27319690577358
0.333333333333333,7,-0.0440835982874369,0.883318046070745,2.33333333333333,-0.049906824029616
0.444444444444444,7,1.95997205106997,1.5734488080698,3.11111111111111,1.24565352302394
0.555555555555556,7,0.178821396146105,0.925352989673063,3.88888888888889,0.193246683310857
0.666666666666667,7,-2.71482634707704,2.42343490142851,4.66666666666667,-1.12023902332873
0.777777777777778,7,-2.43164035954628,2.09587199413615,5.44444444444444,-1.16020461476157
