"PlantID","flw_date","mean_FL","sd_FL","var_FL","mean_FD","sd_FD","var_FD","mean_B","sd_B","var_B","mean_flw_vol","sd_flw_vol","var_flw_vol"
33,3,8.89666666666667,0.644230807500956,0.415033333333334,3.27333333333333,0.193476958145753,0.0374333333333334,5.66,0.632692658405327,0.4003,25.0920289066667,4.17194000856193,17.4050834350397
33,4,8.386,0.635554875679512,0.40393,3.084,0.100647901120689,0.01013,5.542,0.641615149447081,0.41167,20.863979972,1.5939883576199,2.54079888422778
33,5,8.305,0.876053651325077,0.767469999999999,2.84833333333333,0.239450760421985,0.0573366666666666,5.08333333333333,0.59405948074807,0.352906666666667,17.7819081183333,3.69916170565268,13.6837973245673
33,6,8.364,0.637440193273063,0.40633,2.592,0.270222130847938,0.07302,4.61,0.470159547387905,0.22105,15.0081300924,4.00374256226509,16.029954504893
33,7,7.42333333333333,0.227449628123093,0.0517333333333334,2.46,0.272213151776324,0.0741,4.04333333333333,0.0832666399786454,0.00693333333333335,11.903384852,2.81703000407075,7.93565804383487
33,9,7.57333333333333,0.100166528008778,0.0100333333333334,2.30666666666667,0.0568624070307734,0.00323333333333335,4.07,0.121243556529822,0.0147,10.55388668,0.551361495468959,0.303999498685767
34,2,10.27,0.254558441227157,0.0647999999999998,3.28,0.0565685424949235,0.00319999999999997,6.165,0.827314933988261,0.68445,28.94253457,1.71482104579068,2.94061121908666
34,3,9.84,NA,NA,2.84,NA,NA,5.58,NA,NA,20.77782281,NA,NA
34,4,9.27,0.421722657679191,0.17785,2.734,0.295347253246073,0.08723,5.402,0.477409677321271,0.22792,18.380318294,4.46697698616769,19.9538833949518
34,5,8.12714285714286,0.739813361276889,0.547323809523809,2.57714285714286,0.214842134734188,0.0461571428571429,4.52,0.286589136802729,0.0821333333333334,14.3172563312857,3.21136689290382,10.3128773208387
34,6,8.22,0.806101730552663,0.649799999999999,2.435,0.0212132034355966,0.000450000000000007,4.51,0,0,12.77101299,1.47365027139387,2.17164512237922
34,7,9.8,NA,NA,2.61,NA,NA,3.7,NA,NA,17.47734061,NA,NA
34,8,7.69,NA,NA,2.41,NA,NA,3.36,NA,NA,3.89769121333333,6.75099921370812,45.5759903834876
34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
35,4,8.86,NA,NA,3.11,NA,NA,4.99,NA,NA,22.4348288,NA,NA
35,5,8.184,0.398346582764306,0.15868,2.768,0.163309522073883,0.02667,4.592,0.368537650722419,0.13582,16.4714724,2.15822607095353,4.65793977334353
35,6,7.51142857142857,0.486464406763351,0.236647619047619,2.74857142857143,0.30185142986954,0.0911142857142857,3.94,0.480242994049193,0.230633333333333,15.033651352,3.27736638677434,10.7411304331583
35,7,7.72333333333333,0.474798202748634,0.225433333333333,2.33666666666667,0.182300118851671,0.0332333333333333,3.65333333333333,0.284312035153866,0.0808333333333334,11.153822248,2.34687086437913,5.50780285407165
35,8,7.3,NA,NA,2.01,NA,NA,3.29,NA,NA,7.721172137,NA,NA
36,3,9.39,NA,NA,2.87,NA,NA,8.51,NA,NA,20.24872329,NA,NA
36,4,8.63,0.579827560572968,0.336199999999999,2.515,0.530330085889911,0.28125,5.615,0.700035713374682,0.49005,14.8109339005,7.00839607447153,49.117615536668
36,5,7.7025,0.726286215390783,0.527491666666667,2.5475,0.267129806149245,0.0713583333333333,4.9225,0.730268215566491,0.533291666666666,8.80049059933333,7.22413170799929,52.1880789345208
36,6,8.355,0.599026988818813,0.358833333333334,2.635,0.1491084616423,0.0222333333333334,4.2825,0.373128664136113,0.139225,12.183046122,7.0433825645386,49.6092379504463
36,7,7.445,0.205060966544099,0.04205,2.51,0.014142135623731,2e-04,3.905,0.148492424049175,0.02205,12.277781395,0.199851816953114,0.0399407487394609
36,8,6.46,NA,NA,2.14,NA,NA,3.67,NA,NA,7.745123095,NA,NA
37,5,10.16,0.760723339986358,0.5787,3.06,0.245560583156173,0.0603,5.57666666666667,0.117189305541646,0.0137333333333333,25.2062135733333,5.66730867595401,32.1183876285435
37,6,8.59857142857143,0.731628971802615,0.535280952380952,2.55714285714286,0.242192367462608,0.0586571428571429,4.95857142857143,0.59884412472219,0.358614285714286,14.7097826714286,2.28527733546552,5.22249249999238
37,7,8.13333333333333,1.28235460514373,1.64443333333333,2.69666666666667,0.259293913027925,0.0672333333333333,3.76,0.535630469633683,0.2869,15.75098228,4.82063175529491,23.2384905201577
37,8,9.15666666666667,0.595007002759912,0.354033333333333,2.69,0.0435889894354068,0.00190000000000001,3.57,0.14,0.0196,17.3575928,1.40280325935756,1.96785698446421
37,9,8.38,0.240416305603426,0.0577999999999999,2.54,0.014142135623731,2e-04,3.53,0.127279220613579,0.0162,14.15197545,0.248462459524412,0.0617335937929201
38,6,9.606,0.59002542318107,0.34813,2.874,0.378787539393787,0.14348,4.502,0.577555192167813,0.33357,21.24663176,6.45044391106764,41.6082266498296
38,7,8.8625,0.823058321141339,0.677425,2.7875,0.177834192437787,0.031625,3.7325,0.217006144306254,0.0470916666666666,18.233388985,3.99800272490241,15.9840257883271
38,8,7.88333333333333,0.558957362715022,0.312433333333333,2.56666666666667,0.263881286440197,0.0696333333333334,3.23,0.185202591774521,0.0343,10.3205098275,7.44199957609761,55.383357690637
38,9,8.4225,0.166808273176123,0.0278250000000001,2.4425,0.184096894777361,0.0338916666666666,3.8125,0.765392056399856,0.585825,10.5576206,6.11447430052141,37.3867959717367
39,7,8.8,0.254558441227158,0.0648000000000004,2.835,0.0919238815542511,0.00844999999999999,4.455,0.134350288425444,0.0180499999999999,18.543522695,1.73668482282031,3.01607417381441
39,8,8.53875,0.27787137312073,0.0772124999999999,2.32625,0.284250266993215,0.0807982142857143,4.0625,0.361889880646428,0.130964285714286,12.274978378125,3.15609639299635,9.96094444188457
39,9,7.93571428571429,0.730293483079625,0.533328571428571,2.40857142857143,0.204648362761475,0.0418809523809524,3.94142857142857,0.512621646422537,0.262780952380953,12.2188354428571,2.97077942085968,8.82553036740339
39,10,7.6675,0.953812525255007,0.909758333333333,2.59,0.374254815154951,0.140066666666667,3.4,0.105830052442584,0.0112,13.3850769425,2.68577852484365,7.21340628451136
39,11,8.15666666666667,1.52249356867826,2.31798666666667,2.515,0.209165006633519,0.04375,3.98,0.240083318870762,0.0576400000000001,13.8893313711667,4.40419019472765,19.3968912713352
39,12,8.32666666666667,0.771059876620054,0.594533333333333,2.34666666666667,0.323934149686836,0.104933333333333,3.73666666666667,0.308922859842604,0.0954333333333334,12.340836425,4.61708684303803,21.3174909161549
39,13,8.05666666666667,0.460637239774062,0.212186666666667,2.78,0.255264568634192,0.06516,4.045,0.3224748052174,0.10399,16.4623859966667,3.27737180663814,10.7411659589466
39,14,7.44,0.326190128606002,0.1064,2.13,0.136565002837477,0.01865,3.44,0.393128477727066,0.15455,8.8962890598,1.51763988326295,2.30323081527038
39,15,7.3975,0.341211078366456,0.116425,2.295,0.222186108176606,0.0493666666666667,3.85,0.30408332191468,0.0924666666666667,10.30383799825,2.21099826925342,4.88851334664161
39,16,7.365,0.205060966544099,0.04205,2.345,0.0494974746830582,0.00244999999999999,3.5,0.14142135623731,0.02,10.61154306,0.74288679443652,0.551880789348168
39,17,7.125,0.205060966544098,0.0420499999999998,2.455,0.318198051533946,0.10125,3.09,0.0707106781186548,0.00500000000000001,11.294819121,2.58800841356549,6.69778754868578
40,9,8.83,NA,NA,2.39,NA,NA,3.72,NA,NA,13.20458527,NA,NA
40,10,8.4,NA,NA,2.27,NA,NA,3.42,NA,NA,11.33180938,NA,NA
40,11,8.05,0.438406204335659,0.1922,2.415,0.233345237791561,0.05445,3.395,0.233345237791561,0.05445,12.28401431,1.70274011229198,2.89932389000809
40,12,7.8375,0.605715829962093,0.366891666666667,2.225,0.20952326839757,0.0439,3.3575,0.220963797939843,0.048825,10.266154953,2.37261716806745,5.62931222620839
40,13,7.47,0.875168555193798,0.76592,2.22166666666667,0.231639087087362,0.0536566666666666,2.67,0.367749915023783,0.13524,9.79015703233333,2.74387867064748,7.52887015923418
