"PlantID","flw_date","mean_FL","sd_FL","var_FL","mean_FD","sd_FD","var_FD","mean_B","sd_B","var_B","mean_flw_vol","sd_flw_vol","var_flw_vol"
6,1,10.544,0.598272513157674,0.35793,4.714,0.510910951145109,0.26103,8.472,1.80257316078987,3.24927,61.783995122,13.3696288303446,178.746975061181
6,2,10.16,NA,NA,3.28,NA,NA,7.6,NA,NA,28.61604797,NA,NA
7,1,10.435,0.134350288425444,0.0180499999999999,4.61,0.862670273047588,0.7442,8.96,0.777817459305202,0.605,59.21447536,22.4894197780358,505.774001952709
7,2,10.65,1.00039992003198,1.0008,3.02,0.299733214709348,0.08984,8.325,0.845830952377601,0.71543,25.4717529766667,4.54675424793557,20.6729741911202
7,3,8.49857142857143,0.934191782084539,0.872714285714286,2.73428571428571,0.285298506997913,0.0813952380952381,5.16142857142857,0.761083187994334,0.579247619047619,16.7255791085714,3.76974693758349,14.2109919734201
7,4,7.79333333333333,0.840079361330424,0.705733333333333,2.71666666666667,0.0642910050732864,0.00413333333333334,4.69666666666667,0.892767233568377,0.797033333333333,15.03470604,1.31683013479516,1.73404160390463
8,1,10.2442857142857,1.0029599051949,1.00592857142857,4.26285714285714,0.452611470090123,0.204857142857143,8.02428571428571,0.870782352119004,0.758261904761905,49.3199924,12.0838947121153,146.020511413487
8,2,8.4175,1.087638880021,1.18295833333333,3.23,0.15121728296285,0.0228666666666667,7.7425,0.644379546540701,0.415225,23.168805605,4.70655367874928,22.1516475309484
8,3,8.15,0.342442209236342,0.117266666666666,2.655,0.351140997321589,0.1233,5.305,0.923273162901063,0.852433333333333,15.295959005,4.50503072497141,20.2953018329364
8,4,7.63,NA,NA,2.82,NA,NA,4.29,NA,NA,15.88513882,NA,NA
8,5,5.12,NA,NA,2.19,NA,NA,3.88,NA,NA,6.428748714,NA,NA
9,1,9.65666666666667,0.423162695268223,0.179066666666667,3.785,0.465392307628736,0.21659,8.255,0.344136600785211,0.11843,36.7192116666667,9.66311134654147,93.3757208956584
9,2,9.53,NA,NA,2.82,NA,NA,7.52,NA,NA,19.84080903,NA,NA
9,3,8.73,0.113137084989848,0.0128,2.95,0.0848528137423855,0.00719999999999996,5.465,1.01116269709676,1.02245,19.890435945,0.886329224489019,0.785579494183305
10,1,9.2525,1.03625527742926,1.073825,3.2075,0.212818388929779,0.0452916666666667,7.4125,1.03154818921205,1.06409166666667,19.905529034,11.4709732290358,131.583226821256
10,2,9.78,0.14142135623731,0.0200000000000002,3.605,0.318198051533946,0.10125,7.17,2.00818325856979,4.0328,33.447058885,6.35711959579425,40.4129695552312
10,3,7.76666666666667,0.719884249955042,0.518233333333334,3.33,0.240208242989286,0.0577,5.19,0.0888819441731558,0.00789999999999999,22.7216077933333,4.70557727640335,22.1424575042035
11,1,9.55,0.391279950930277,0.1531,3.55,0.26,0.0676,7.83666666666667,0.96624703535552,0.933633333333332,31.72278526,5.64155616155486,31.8271559239776
11,2,8.375,2.42537625946986,5.88245,2.67,0.0707106781186548,0.00500000000000001,5.73,0.127279220613579,0.0162000000000001,15.75595873,5.35606709024169,28.6874546751701
11,3,7.32,NA,NA,2.55,NA,NA,4.76,NA,NA,12.46119527,NA,NA
12,1,10.45625,0.892299397223664,0.796198214285715,3.56,0.346080089822325,0.119771428571429,7.6575,0.7262968696457,0.527507142857143,35.22829538625,8.85308546226128,78.377122202102
12,2,10.108,0.778440749190328,0.60597,3.226,0.204034310840113,0.04163,7.006,1.04481098769108,1.09163,27.472264322,2.42767145823108,5.89358870910981
12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
12,4,9.805,0.855599205235723,0.732050000000001,3.115,0.247487373415292,0.06125,5.905,0.0636396103067892,0.00404999999999999,25.15890005,6.13816359209111,37.6770522832728
13,1,9.858,1.03003398002202,1.06097,3.478,0.352519503006571,0.12427,8.264,1.25153106233925,1.56633,31.904612494,10.0854716534963,101.716738473478
13,2,9.09142857142857,1.0763275302532,1.15848095238095,3.13285714285714,0.135365466511254,0.0183238095238096,6.50714285714286,0.300816349606328,0.0904904761904763,23.3198316814286,2.6459099538715,7.00083948399628
13,3,8.995,0.0353553390593266,0.00124999999999995,3.415,0.176776695296637,0.03125,5.51,0.339411254969543,0.1152,27.494388555,2.73516045448553,7.48110271178151
13,4,8.50666666666667,0.577436865235788,0.333433333333334,2.91,0.225388553391693,0.0508,4.79666666666667,1.26500329380335,1.60023333333333,19.0303901666667,3.83216285394315,14.6854721391417
14,1,8.77,0.494974746830583,0.244999999999999,3.63,0.480832611206852,0.2312,7.675,0.332340187157677,0.11045,30.74547553,9.73740018225551,94.8169623093897
14,2,7.405,0.997020561473032,0.994049999999999,2.775,0.190918830920368,0.03645,6.245,0.700035713374682,0.49005,15.102226705,4.06893148467905,16.5562034270124
14,3,6.66,0.311126983722081,0.0967999999999998,2.705,0.0212132034355966,0.000450000000000007,3.56,0.127279220613578,0.0162,12.753554785,0.39591088990864,0.156745432748251
15,1,11.165,1.29400540957138,1.67445,3.965,0.459619407771256,0.21125,8.455,0.261629509039023,0.0684500000000004,46.879058355,16.0153073146846,256.49006838379
15,2,9.97,0.614198664928539,0.37724,3.215,0.118785521003193,0.01411,7.16666666666667,0.764137858417358,0.583906666666667,27.0449663866667,3.1045653321087,9.63832590133122
15,3,8.16166666666667,1.33833354088832,1.79113666666667,3.34333333333333,0.237795430289706,0.0565466666666666,5.38333333333333,0.419602986961088,0.176066666666667,23.6966951083333,3.23155613472641,10.4429550518879
15,4,7.942,0.494843409575191,0.24487,2.876,0.132022725316515,0.01743,4.824,0.354231562681814,0.12548,17.290490566,2.39238440185145,5.72350312622213
15,5,8.42,0.407798970082074,0.1663,2.72,0.11,0.0121,4.37666666666667,0.318171861316072,0.101233333333333,16.3233299733333,1.45734039186967,2.12384101777484
15,6,8.52714285714286,0.520823523717145,0.271257142857143,2.70428571428571,0.150649387968349,0.0226952380952381,4.22428571428571,0.266699402752559,0.0711285714285714,16.3616985357143,2.03186811845572,4.12848805079678
15,7,8.215,0.604786463693316,0.365766666666667,2.5525,0.241988291727789,0.0585583333333333,3.9375,0.626544757645719,0.392558333333333,14.020995235,2.22837305908553,4.96564649045819
15,8,8.47666666666667,0.415250928154692,0.172433333333333,2.36,0.127671453348037,0.0163,3.82,0.407798970082074,0.1663,12.3545663066667,1.04448196141138,1.09094256771377
15,9,8.61,NA,NA,2.87,NA,NA,4.48,NA,NA,18.56672072,NA,NA
15,10,7.64,1.21622366364086,1.4792,2.73,0.169705627484772,0.0288000000000001,4.525,0.700035713374682,0.490049999999999,14.78817099,0.524315280045647,0.274906512889345
15,11,7.03,NA,NA,3.18,NA,NA,4.58,NA,NA,18.61134779,NA,NA
16,1,11.105,2.72236110756821,7.41125,4.68,0.254558441227157,0.0648000000000001,7.82,2.43244732728172,5.9168,64.6196773,22.5602718492265,508.965865911
16,2,8.07333333333333,0.718424201522564,0.516133333333334,3.14333333333333,0.32654759734736,0.106633333333333,6.36666666666667,1.63261548851324,2.66543333333333,21.2068345033333,5.52901186875186,30.5699722447989
17,1,10.78,1.27316534668518,1.62095,3.536,0.514664939548052,0.26488,8.708,1.01794891816829,1.03622,36.688433324,14.4225257130167,208.009247942628
17,2,9.46333333333333,0.107857931249089,0.0116333333333333,3.09,0.36592348927064,0.1339,5.85,0.687677249878168,0.4729,23.8352735233333,5.36499941496141,28.7832187225362
17,3,8.02,0.254558441227157,0.0647999999999998,3.245,0.275771644662754,0.07605,4.88,0.862670273047588,0.744200000000001,22.12935001,3.05353977284284,9.32410514433309
17,8,9.8,NA,NA,2.28,NA,NA,4.01,NA,NA,13.33718052,NA,NA
17,10,8.29666666666667,0.905336033378399,0.819633333333334,2.28666666666667,0.125033328890074,0.0156333333333333,3.74,0.247588368062799,0.0612999999999999,11.4698071196667,2.46710235874751,6.08659404853754
17,11,8.1125,0.797177311936728,0.635491666666667,2.55,0.25073226092122,0.0628666666666666,3.89,0.517171796085853,0.267466666666667,13.97389461625,3.17593349563148,10.086553568674
17,12,8.27666666666667,0.117189305541646,0.0137333333333334,2.75,0.127671453348037,0.0163,3.84,0.389743505398102,0.1519,16.3960818666667,1.28902405015242,1.66158300187134
18,1,13,0.381837661840735,0.1458,3.145,0.289913780286485,0.0840500000000001,9.025,0.275771644662754,0.0760500000000002,33.897180535,7.19923161599125,51.828935860688
18,2,9.352,0.993664933466005,0.98737,2.95,0.19,0.0361,7.18,1.54353490404331,2.3825,21.244378558,2.44665372983702,5.98611447372538
18,3,8.78666666666667,0.702376916856849,0.493333333333334,2.95333333333333,0.202072594216369,0.0408333333333333,5.4,0.896046873773912,0.8029,20.16740943,3.44487825187117,11.867186170215
18,4,7.89833333333333,0.352557323944159,0.124296666666667,2.52666666666667,0.390828180491974,0.152746666666667,4.44666666666667,0.485413912724663,0.235626666666667,13.5767147185,4.50340794960773,20.2806831605901
18,5,7.874,0.384356605250905,0.14773,2.58,0.132853302555864,0.01765,4.164,0.654163588103159,0.42793,13.73106313,1.31262104620709,1.7229740109458
18,6,8.1975,0.781367848254402,0.610535714285715,2.51375,0.187916204729661,0.0353124999999999,3.56625,0.552059455907734,0.304769642857143,13.7262672295,3.07321629969571,9.44465842471538
18,7,7.47,0.791959594928933,0.627199999999999,2.32,0.0707106781186548,0.00500000000000001,3.395,0.586898628384834,0.34445,10.49691168,0.474834196097776,0.225467513783821
18,8,7.85666666666667,0.31182259913825,0.0972333333333336,2.24666666666667,0.0763762615825973,0.00583333333333333,3.02333333333333,0.0757187779440035,0.0057333333333333,10.4086813436667,1.13119874775825,1.27961060692983
18,9,8.12,0.088881944173156,0.00790000000000002,2.28666666666667,0.148436293854749,0.0220333333333333,3.23,0.367151195013716,0.1348,11.1573791386667,1.58770952472343,2.5208215348975
18,10,7.4525,0.188745860881769,0.035625,2.16,0.0812403840463597,0.00660000000000001,2.1825,0.105316981853197,0.0110916666666667,9.12383670125,0.88794120617869,0.788439585630066
18,11,7.22,NA,NA,2.09,NA,NA,2.37,NA,NA,8.256538866,NA,NA
19,1,10.9066666666667,0.366651514838454,0.134433333333333,3.34333333333333,0.40153870714208,0.161233333333333,8.56333333333333,1.38774397254441,1.92583333333333,32.12196895,6.90604553041892,47.6934648682191
19,2,8.64666666666667,0.228983259941274,0.0524333333333332,3.07666666666667,0.0550757054728611,0.00303333333333334,6.35666666666667,0.323470761172217,0.104633333333334,21.4373210033333,1.10615018215716,1.22356822548632
19,3,10.045,0.799030662740798,0.638449999999999,3.295,0.148492424049175,0.02205,5.545,0.388908729652602,0.15125,28.682851265,4.84684279119625,23.491885042571
19,4,8.97,0.410060971076254,0.16815,2.72,0.381772183376421,0.14575,4.936,0.847661489039109,0.71853,14.6550743433333,8.27894659661332,68.5409567495752
19,5,9,1.28719332917269,1.65686666666667,2.2375,0.166608323121425,0.0277583333333333,4.2775,0.269242765300512,0.0724916666666666,11.98287995025,3.30023147001178,10.8915277556561
19,6,8.4675,0.164595463687997,0.0270916666666666,2.475,0.390341730624163,0.152366666666667,4.195,0.223532249723987,0.0499666666666668,13.8902236035,4.52360600832495,20.4630113185535
19,7,7.68428571428571,0.720019840996462,0.518428571428571,2.53571428571429,0.196286961942385,0.0385285714285714,4.21714285714286,0.503379058156451,0.253390476190476,11.47364009,5.42349954402426,29.4143473040314
19,8,8.04333333333333,0.191398362932741,0.0366333333333332,2.23,0.202977831301845,0.0412000000000001,3.74333333333333,0.418608807042247,0.175233333333333,10.5570064513333,2.16169163055865,4.67291070562732
19,9,7.455,0.120208152801713,0.01445,2.365,0.205060966544098,0.0420499999999999,3.545,0.37476659402887,0.14045,10.972665688,2.06972378279865,4.28375653708236
19,12,9.21,0.648613906727261,0.4207,2.74,0.345976877840124,0.1197,4.19,0.872295821381715,0.7609,18.5022155,5.57901756064171,31.1254369419486
20,1,11.43,NA,NA,3.07,NA,NA,9.98,NA,NA,28.20273594,NA,NA
20,2,9.54333333333333,0.225462487641144,0.0508333333333332,3.14666666666667,0.196044212700435,0.0384333333333334,7.00333333333333,0.392725519075771,0.154233333333333,24.75456672,2.49454139359643,6.22273676436603
20,3,8.49,1.24807852317072,1.5577,2.95,0.115325625946708,0.0133,5.235,0.233345237791561,0.05445,19.5037096233333,4.44546185149105,19.7621310730622
20,4,6.92,NA,NA,2.47,NA,NA,5.17,NA,NA,11.05269691,NA,NA
21,1,11.565,0.021213203435596,0.000449999999999981,3.47,0.0989949493661167,0.00980000000000002,8.765,1.01116269709676,1.02245,36.46924962,2.01321295153078,4.05302638821128
21,2,10.19,NA,NA,3.3,NA,NA,6.54,NA,NA,29.05161791,NA,NA
21,3,9.28666666666667,0.564387573687916,0.318533333333333,3.00666666666667,0.0416333199893227,0.00173333333333334,4.95333333333333,0.146401275039985,0.0214333333333334,22.0042688266667,1.89320884953331,3.58423974795125
21,4,8.07,NA,NA,2.94,NA,NA,5.19,NA,NA,18.26150033,NA,NA
22,1,12.225,0.021213203435596,0.000449999999999981,3.285,0.247487373415292,0.06125,8.775,0.134350288425444,0.0180499999999999,34.63978984,5.26407931451869,27.7105310295436
22,2,8.2025,0.743701328939694,0.553091666666667,2.715,0.213931453196267,0.0457666666666666,5.585,0.723532998556389,0.5235,16.0007901075,3.56414055484685,12.703097894704
22,3,9.262,0.31586389473949,0.0997699999999998,3.096,0.179944435868409,0.03238,5.034,0.826274772699736,0.68273,23.268876648,2.42047073869748,5.85867859689071
22,4,8.55,0.538144961882949,0.2896,2.31333333333333,0.43924177093411,0.192933333333333,4.85666666666667,0.407226390762354,0.165833333333333,12.4587944016667,5.70791405639553,32.5802828751977
23,1,13.36,NA,NA,3.3,NA,NA,9.17,NA,NA,38.08926548,NA,NA
23,2,9.912,0.261763251813542,0.06852,3.21,0.141598022585063,0.02005,8.114,1.05888148534196,1.12123,26.762415414,2.22090177821827,4.93240470849305
23,3,10.715,0.176776695296637,0.03125,3.795,0.0212132034355966,0.000450000000000007,5.555,0.615182899632296,0.37845,40.4046016,1.11819271294954,1.25035494329344
23,4,9.89333333333333,0.557165445207556,0.310433333333334,2.90666666666667,0.507181755718139,0.257233333333333,5.13,0.971236325515062,0.9433,22.4988304066667,8.85925444177152,78.4863892640483
24,1,11.385,1.97282791951047,3.89205,3.59,0.268700576850888,0.0722,7.965,2.07182286887658,4.29245,39.01987669,12.4255024046814,154.393110008744
24,2,9.388,0.129499034745438,0.01677,2.934,0.409426428067364,0.16763,5.652,0.671766328420828,0.45127,21.522231722,5.99573668064307,35.9488583436088
24,3,8.728,0.776382637621425,0.60277,2.876,0.180776104615627,0.03268,4.966,0.394753087385013,0.15583,18.968415672,2.84519521623486,8.09513581848572
25,1,11.1,0.482804308182933,0.2331,3.23333333333333,0.0776745346515402,0.00603333333333332,8.50333333333333,0.486038407261539,0.236233333333334,30.4071171233333,2.26699900194118,5.13928447480229
25,2,8.072,0.646583327963225,0.41807,3.188,0.214172827408147,0.04587,5.532,0.943806124158982,0.89077,15.3995052528571,10.8882110445154,118.553139749908
25,3,8.75,NA,NA,2.63,NA,NA,5.21,NA,NA,15.84483824,NA,NA
25,4,7.81,NA,NA,2.49,NA,NA,4.74,NA,NA,12.67704371,NA,NA
25,5,7.53,NA,NA,2.39,NA,NA,4.33,NA,NA,11.26053534,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
26,1,11.305,0.0777817459305198,0.00604999999999994,3.37,0.353553390593274,0.125,9.355,0.21920310216783,0.0480500000000002,33.773045975,6.82013721733453,46.5142716632716
26,2,10.565,1.51071837216604,2.28227,3.23333333333333,0.379982455735349,0.144386666666667,6.97833333333333,0.980436977406843,0.961256666666667,29.998693975,11.4216803563731,130.454782163159
26,3,10.3866666666667,0.591805148113239,0.350233333333333,3.10666666666667,0.172143351115671,0.0296333333333333,5.78,0.554346462061408,0.3073,26.3985887866667,4.3711959257945,19.1073538216825
26,4,9.74666666666667,0.860077515886407,0.739733333333333,2.77333333333333,0.180092568789868,0.0324333333333334,6.06333333333333,0.435469095727049,0.189633333333333,11.896591024,11.2626420450055,126.847105833925
26,5,9.2425,0.140564338768172,0.0197583333333333,2.85,0.117473401244707,0.0138,5.825,0.595343038368077,0.354433333333333,19.6893538975,1.77045964250053,3.13452734572309
26,6,8.41,NA,NA,2.82,NA,NA,5.87,NA,NA,17.50904554,NA,NA
26,8,7.03,NA,NA,2.92,NA,NA,3.34,NA,NA,3.92309926,7.84619852,61.5628312152502
26,9,7.13,NA,NA,2.78,NA,NA,3.22,NA,NA,14.42604829,NA,NA
27,2,11.53,0.405265345175232,0.16424,3.29333333333333,0.456274771017056,0.208186666666667,8.66,0.314579083856509,0.0989600000000003,33.28225413,9.57662628398636,91.7117709831383
27,3,9.36428571428571,0.718392589109821,0.516087912087912,2.85714285714286,0.232823094658999,0.0542065934065934,6.03714285714286,0.748202240979398,0.559806593406593,20.2533928157143,4.31300411930895,18.602004533176
28,2,8.705,1.06773123959169,1.14005,2.975,0.0353553390593273,0.00124999999999999,7.79,1.23036579926459,1.5138,20.201061835,2.95361219912981,8.72382502284843
28,3,9.292,0.739709402400699,0.54717,3.104,0.353737190580804,0.12513,5.186,0.988979271774692,0.97808,23.978446898,6.96164778666609,48.4645399055929
28,4,8.0375,0.483347700935879,0.233625,2.375,0.274529901225106,0.0753666666666667,4.255,0.197737199332852,0.0391,12.09900954525,3.55543750449773,12.6411358483891
28,5,6.95,0.183847763108502,0.0337999999999999,2.46,0.0989949493661164,0.00979999999999995,5.32,1.31521861300698,1.7298,11.03154851,1.17770545009142,1.38699012717504
28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
28,8,8.765,0.120208152801713,0.01445,2.635,0.190918830920368,0.03645,3.165,0.0212132034355966,0.000450000000000007,15.95839651,2.08968452759071,4.36678142485202
29,2,8.725,1.62967276878928,2.65583333333333,3.12,0.382535401411861,0.146333333333333,4.7675,1.03025482284724,1.061425,22.73281293,8.71001059944414,75.8642846424293
29,3,7.365,1.56270598642227,2.44205,2.635,0.346482322781408,0.12005,4.045,1.29400540957138,1.67445,13.129808225,0.65559439865943,0.429804015553619
29,4,8.18,0.43840620433566,0.1922,2.48,0.0424264068711926,0.00179999999999998,4.955,0.162634559672906,0.0264500000000001,13.16103838,0.255361516540686,0.0652095041299592
30,2,8.97,0.916569691840179,0.840100000000001,3.32666666666667,0.388372673257701,0.150833333333333,5.92666666666667,0.602854321816916,0.363433333333334,26.56825393,8.56177033625655,73.3039112908026
30,3,8.825,0.583009433885937,0.3399,2.99,0.0547722557505165,0.00299999999999999,5.4175,0.526711495982383,0.277425,20.6506771,1.39449811344111,1.94462498839082
30,4,8.31,NA,NA,2.58,NA,NA,4.85,NA,NA,14.48133818,NA,NA
30,5,7.92,NA,NA,2.06,NA,NA,4.3,NA,NA,4.399444937,6.22175469681905,38.7102315073899
31,2,9.54,NA,NA,2.95,NA,NA,6.14,NA,NA,21.73505115,NA,NA
31,3,8.46,1.12663214937263,1.2693,2.68666666666667,0.165025250593154,0.0272333333333334,5.55333333333333,0.471734388542253,0.222533333333333,16.1583235433333,3.99380680006885,15.9504927562762
31,4,8.56,NA,NA,3.03,NA,NA,5.34,NA,NA,10.28720243,14.5483011953835,211.653067671596
31,5,7.43,NA,NA,1.96,NA,NA,4.7,NA,NA,3.736278326,5.28389548142984,27.9195514586747
32,3,9.185,0.912167747730647,0.832050000000001,2.93,0.480832611206852,0.2312,5.675,0.572756492761104,0.32805,21.257880405,8.85318336856461,78.3788557574291
32,4,8.56,NA,NA,3.03,NA,NA,5.34,NA,NA,6.85813495333333,11.8786381843373,141.102045114397
32,5,8.485,0.721225808375343,0.520166666666667,2.485,0.459093309324659,0.210766666666667,4.5525,0.409176001251295,0.167425,9.562696447,8.71475202285966,75.9469028199365
32,6,8.84333333333333,0.604075050524906,0.364906666666667,2.57,0.393344632606065,0.15472,4.355,0.551098902194515,0.30371,15.8416916745,5.77504983984283,33.3512006526687
32,7,8.51333333333333,0.395516539898566,0.156433333333334,2.69,0.062449979983984,0.0039,3.99333333333333,0.213853532431273,0.0457333333333333,16.1493605,1.38062825310605,1.90613437327467
32,8,8.846,0.556084525949068,0.30923,2.48,0.206760731281353,0.04275,3.254,0.239958329715807,0.05758,14.438553386,3.23908702524104,10.4916847570848
32,9,8.31,NA,NA,2.5,NA,NA,3.12,NA,NA,13.59719422,NA,NA
32,11,8.96333333333333,0.185831464863551,0.0345333333333332,2.40333333333333,0.0923760430703399,0.0085333333333333,3.98,0.17578395831247,0.0309000000000001,13.5813219466667,1.33850591236508,1.79159807743628
32,12,8.2,0.268700576850889,0.0722000000000003,2.32,0.127279220613579,0.0162,3.615,0.106066017177982,0.01125,11.551300755,0.888622117221967,0.789649267216051
