banner.arg,banner.vd,value,se,x,z_LDH
0.777777777777778,8,-1.25299227763811,0.698234045023819,6.22222222222222,-1.79451616054523
0.888888888888889,8,-1.61696683529589,1.00746720045136,7.11111111111111,-1.60498211214366
1,8,-1.95424646819368,1.31434080798279,8,-1.48686433254173
0,9,0.0744290270304354,0.064557823435352,0,1.15290483894595
0.111111111111111,9,-0.136949829189806,0.117410402832026,1,-1.16641989028634
0.222222222222222,9,-0.220339425098922,0.171774353028968,2,-1.28272597866669
0.333333333333333,9,-0.276921977134601,0.18699546127666,3,-1.48090213122817
0.444444444444444,9,-0.379635848671095,0.19803453257209,4,-1.91701842976753
0.555555555555556,9,-0.576599690050309,0.23603663323866,5,-2.44283983438834
0.666666666666667,9,-0.899327726402779,0.420383874437942,6,-2.13930119847054
0.777777777777778,9,-1.27950371577345,0.708585721692912,7,-1.80571478736057
0.888888888888889,9,-1.64671275822703,1.01893022192495,8,-1.6161192619413
1,9,-1.98737809376961,1.32690493121724,9,-1.49775469742695
0,10,0.0744290270304354,0.064557823435352,0,1.15290483894595
0.111111111111111,10,-0.14049182618418,0.119377986285549,1.11111111111111,-1.17686543855856
0.222222222222222,10,-0.227704605678191,0.174649026130193,2.22222222222222,-1.30378399882085
0.333333333333333,10,-0.287436089796299,0.189842544000959,3.33333333333333,-1.5140762641426
0.444444444444444,10,-0.393887114268915,0.201689051964429,4.44444444444444,-1.95294246481154
0.555555555555556,10,-0.594189982943577,0.242353804330714,5.55555555555556,-2.45174605195283
0.666666666666667,10,-0.918596208721649,0.428202204344268,6.66666666666667,-2.14523932712666
0.777777777777778,10,-1.30071905079394,0.716939917063267,7.77777777777778,-1.81426507275806
0.888888888888889,10,-1.67042881225302,1.02796252716647,8.88888888888889,-1.62498998563448
1,10,-2.01381097154305,1.33674719217218,10,-1.50650099236091
