FD.arg,FD.vd,value,se,x,z_LDH
0.777777777777778,8,-1.53431726931953,0.542197557716612,6.22222222222222,-2.82981221048115
0.888888888888889,8,-2.01477729761556,0.842728674837177,7.11111111111111,-2.39077814458471
1,8,-2.54462450888273,1.23542594025844,8,-2.05971432682596
0,9,0.0336339780763873,0.168653106618402,0,0.199426970251359
0.111111111111111,9,-0.151797581504634,0.182622228683118,1,-0.831210869559748
0.222222222222222,9,-0.307086490333381,0.236189977906147,2,-1.30016731893428
0.333333333333333,9,-0.444711852597198,0.257598492885082,3,-1.72637598774924
0.444444444444444,9,-0.595927153958449,0.297169846713673,4,-2.00534193003987
0.555555555555556,9,-0.810656670804916,0.329770166608316,5,-2.45824744895063
0.666666666666667,9,-1.12088341590972,0.36702508243971,6,-3.05396952289724
0.777777777777778,9,-1.51511990490612,0.517719323855626,7,-2.92652762817993
0.888888888888889,9,-1.96954589681138,0.779585430796097,8,-2.5264016219494
1,9,-2.47146863906066,1.12619653299045,9,-2.1945269468181
0,10,0.0336339780763873,0.168653106618402,0,0.199426970251359
0.111111111111111,10,-0.156969988480223,0.18574065288051,1.11111111111111,-0.84510302965934
0.222222222222222,10,-0.320775747422365,0.245825102673243,2.22222222222222,-1.30489418669642
0.333333333333333,10,-0.467949673641272,0.273665146451462,3.33333333333333,-1.7099352245218
0.444444444444444,10,-0.625006129452935,0.312324237442143,4.44444444444444,-2.00114513869169
0.555555555555556,10,-0.835212443807566,0.34520128145625,5.55555555555556,-2.41949404209676
0.666666666666667,10,-1.12946046705369,0.383598785131816,6.66666666666667,-2.94437967697311
0.777777777777778,10,-1.50192452905025,0.517455311357138,7.77777777777778,-2.90252026810031
0.888888888888889,10,-1.9336981370343,0.751354394113653,8.88888888888889,-2.57361659449057
1,10,-2.41226544017639,1.06475757524552,10,-2.26555367743701
