FL.arg,FL.vd,value,se,x,z_LDH
0.666666666666667,8,-0.406006753821102,0.16204790138172,5.33333333333333,-2.50547369240353
0.777777777777778,8,-0.592587814921066,0.275032503764928,6.22222222222222,-2.15461011629212
0.888888888888889,8,-0.774836906220257,0.424341960036573,7.11111111111111,-1.8259728690358
1,8,-0.943519718007726,0.587933700456669,8,-1.60480631961539
0,9,-0.0218149028137998,0.0561806818049562,0,-0.388299004443113
0.111111111111111,9,-0.161069425039734,0.0793796526918753,1,-2.02910216381206
0.222222222222222,9,-0.211204030971034,0.128456918680118,2,-1.64416236307965
0.333333333333333,9,-0.213034147466179,0.127633916969943,3,-1.669102951031
0.444444444444444,9,-0.216482391577857,0.11327885883011,4,-1.91105731302013
0.555555555555556,9,-0.271391507949636,0.1139175414118,5,-2.38235046671683
0.666666666666667,9,-0.41584990279338,0.164590023232198,6,-2.52658025454382
0.777777777777778,9,-0.603337044348467,0.278955106195857,7,-2.16284638978739
0.888888888888889,9,-0.78679820316455,0.428784275818963,8,-1.83495115734315
1,9,-0.956818629485844,0.592864541770836,9,-1.6138907997903
0,10,-0.0218149028137998,0.0561806818049562,0,-0.388299004443113
0.111111111111111,10,-0.162880984603754,0.0806601452875465,1.11111111111111,-2.01934901087889
0.222222222222222,10,-0.21469462825028,0.130364460250354,2.22222222222222,-1.64688004566564
0.333333333333333,10,-0.217448092421217,0.129536404363954,3.33333333333333,-1.67866395156578
0.444444444444444,10,-0.222655316675987,0.115587809752844,4.44444444444444,-1.92628718505939
0.555555555555556,10,-0.279126952768712,0.11605662774082,5.55555555555556,-2.40509273965865
0.666666666666667,10,-0.423946321020003,0.167429302789225,6.66666666666667,-2.53209153927915
0.777777777777778,10,-0.61198051773238,0.282192277408727,7.77777777777778,-2.16866500866708
0.888888888888889,10,-0.796357011219737,0.432262265266122,8.88888888888889,-1.84230055503332
1,10,-0.96744590556969,0.596654187132588,10,-1.62145163217417
