FL.arg,FL.vd,value,se,x,z_LDH
0.888888888888889,6,-1.19666080871096,0.685095287501435,5.33333333333333,-1.74670710854722
1,6,-1.33404404115474,0.875422828408159,6,-1.52388537043354
0,7,-0.199110430671209,0.0808383131930927,0,-2.46307008157886
0.111111111111111,7,-0.0423738465761395,0.0985865523418751,0.777777777777778,-0.429813656828133
0.222222222222222,7,-0.118303205518211,0.188263731216436,1.55555555555556,-0.62839084699859
0.333333333333333,7,-0.278192302895359,0.272528136923419,2.33333333333333,-1.02078378414751
0.444444444444444,7,-0.470174886068603,0.349954616072432,3.11111111111111,-1.34353103081026
0.555555555555556,7,-0.656781415671401,0.416499738454066,3.88888888888889,-1.57690715031226
0.666666666666667,7,-0.824997596654877,0.49094520495107,4.66666666666667,-1.68042703816019
0.777777777777778,7,-0.976097912374537,0.573525043875989,5.44444444444444,-1.70192727030346
0.888888888888889,7,-1.11232606150636,0.691378927940216,6.22222222222222,-1.60885155239001
1,7,-1.23884158948645,0.882863641068221,7,-1.4032083006471
0,8,-0.199110430671209,0.0808383131930927,0,-2.46307008157886
0.111111111111111,8,-0.0380292635559881,0.10080453483273,0.888888888888889,-0.377257467822176
0.222222222222222,8,-0.104685187774758,0.191253251379897,1.77777777777778,-0.547364225284807
0.333333333333333,8,-0.256116592285073,0.274013023136616,2.66666666666667,-0.934687663211468
0.444444444444444,8,-0.439731799442445,0.349146205086111,3.55555555555556,-1.25944888713309
0.555555555555556,8,-0.618330198133004,0.417763789908055,4.44444444444444,-1.48009524298191
0.666666666666667,8,-0.778421981243929,0.49580852662958,5.33333333333333,-1.57000523273673
0.777777777777778,8,-0.92123137666901,0.583207151542369,6.22222222222222,-1.57959547346546
0.888888888888889,8,-1.04935148655419,0.703687648827642,7.11111111111111,-1.49121771328861
1,8,-1.16780185986054,0.89487973577005,8,-1.30498190223923
0,9,-0.199110430671209,0.0808383131930927,0,-2.46307008157886
0.111111111111111,9,-0.0346054127132455,0.102615429745862,1,-0.337234008559428
0.222222222222222,9,-0.0941881149442363,0.193860971194799,2,-0.485853931112274
0.333333333333333,9,-0.239087242529894,0.276273542280451,3,-0.865400430878726
0.444444444444444,9,-0.416135643700863,0.350279879438624,4,-1.18800898403808
0.555555555555556,9,-0.588429309879201,0.420372474406939,5,-1.39978077943699
0.666666666666667,9,-0.742190053565916,0.501442674663313,6,-1.48010947425695
0.777777777777778,9,-0.878580560055859,0.593415049191534,7,-1.48054984660877
0.888888888888889,9,-1.00039079371335,0.716028965401486,8,-1.39713732551646
1,9,-1.11270567398852,0.907242882741366,9,-1.22646944402178
0,10,-0.199110430671209,0.0808383131930927,0,-2.46307008157886
0.111111111111111,10,-0.0318382828851118,0.104111703855582,1.11111111111111,-0.305808873604412
0.222222222222222,10,-0.085847399243641,0.196093309966135,2.22222222222222,-0.437788516387769
0.333333333333333,10,-0.225540529668405,0.278660012418091,3.33333333333333,-0.809375294687105
0.444444444444444,10,-0.397290610143048,0.352210744924567,4.44444444444444,-1.12799116968489
0.555555555555556,10,-0.564496679752338,0.423204203752427,5.55555555555556,-1.3338635929112
0.666666666666667,10,-0.713189485162095,0.506731197964295,6.66666666666667,-1.40743156929593
0.777777777777778,10,-0.844466455990172,0.602709384838807,7.77777777777778,-1.40111715070775
0.888888888888889,10,-0.961248963587554,0.727469212886065,8.88888888888889,-1.3213603360258
1,10,-1.06870926438167,0.919012278947396,10,-1.16288899382904
