FD.arg,FD.vd,value,se,x
0,5,2.3505704417916,1.89165893168887,0
0.0208333333333333,5,0.365710747944508,0.835512686289994,0.104166666666667
0.0416666666666667,5,0.340519401321661,1.86377614864783,0.208333333333333
0.0625,5,-2.26642865284362,0.916803784726161,0.3125
0.0833333333333333,5,-8.73105375061354,1.50327173785459,0.416666666666667
0.104166666666667,5,-4.10962807639623,0.936933787253018,0.520833333333333
0.125,5,5.19407146215171,0.86380800407254,0.625
0.145833333333333,5,1.48479311850197,0.695704999166074,0.729166666666667
0.166666666666667,5,-5.87635191956119,1.15662877487923,0.833333333333333
0.1875,5,-1.33280393381206,1.50524134207204,0.9375
0.208333333333333,5,7.40812633227603,2.33019068824409,1.04166666666667
0.229166666666667,5,6.4419393473595,2.88282836980376,1.14583333333333
0.25,5,-0.930178060443635,2.28850878263197,1.25
0.270833333333333,5,-4.75975807468441,1.52283907420827,1.35416666666667
0.291666666666667,5,-6.40675714732617,2.66482938277014,1.45833333333333
0.3125,5,-12.8538850419485,4.64440897951666,1.5625
0.333333333333333,5,-24.0582350337534,6.95226474962045,1.66666666666667
0.354166666666667,5,-33.5357774642631,9.24651162079128,1.77083333333333
0.375,5,-37.5346140553571,11.2049910905605,1.875
0.395833333333333,5,-36.8252682901957,13.3878186853761,1.97916666666667
0.416666666666667,5,-31.6436257854605,15.4999272922613,2.08333333333333
0.4375,5,-20.8568832405086,16.4417604288775,2.1875
0.458333333333333,5,-5.14691241300581,15.7446326424596,2.29166666666667
0.479166666666667,5,11.3729465585859,14.3382282066751,2.39583333333333
0.5,5,23.5532083580241,13.4217871104485,2.5
0.520833333333333,5,28.9716690648763,13.2424481713809,2.60416666666667
0.541666666666667,5,29.2792667491777,13.9230217430142,2.70833333333333
0.5625,5,27.7463242411744,15.4580994146701,2.8125
0.583333333333333,5,26.2645036884539,17.0407424645467,2.91666666666667
0.604166666666667,5,24.6150758040562,17.4497206597158,3.02083333333333
0.625,5,21.8155206722074,15.9944481588235,3.125
0.645833333333333,5,17.578334003365,12.8788751773452,3.22916666666667
0.666666666666667,5,12.5579591024047,9.00751214005819,3.33333333333333
0.6875,5,7.70389402013464,6.49116794283479,3.4375
0.708333333333333,5,3.71197944612287,8.04105423477327,3.54166666666667
0.729166666666667,5,1.01122433636485,10.872002112224,3.64583333333333
0.75,5,-0.0169625245071146,11.8921698056214,3.75
0.770833333333333,5,0.950960297885707,10.8904949449507,3.85416666666667
0.791666666666667,5,3.90243491994443,10.8863735607437,3.95833333333333
0.8125,5,8.31211052787278,14.9515181937887,4.0625
0.833333333333333,5,13.2627540850038,21.2196843940306,4.16666666666667
0.854166666666667,5,17.7550976686646,27.5764627481787,4.27083333333333
0.875,5,21.0128849586806,33.5189266676909,4.375
0.895833333333333,5,22.5847591908021,39.3605935710055,4.47916666666667
0.916666666666667,5,22.2988179642839,45.5556274281954,4.58333333333333
0.9375,5,20.2140422488296,52.3767092669842,4.6875
0.958333333333333,5,16.5726790306946,59.8612612092422,4.79166666666667
0.979166666666667,5,11.7283334009372,67.8827373964256,4.89583333333333
1,5,6.06401297136583,76.245654802647,5
0,5.44,2.3505704417916,1.89165893168887,0
0.0208333333333333,5.44,0.403035584738866,0.833633453020088,0.113333333333333
0.0416666666666667,5.44,0.4494917658105,1.88694195438621,0.226666666666667
0.0625,5.44,-2.0101341609052,0.928129505489297,0.34
0.0833333333333333,5.44,-8.71074069474939,1.53715234956958,0.453333333333333
0.104166666666667,5.44,-4.06584344447786,0.923357548417177,0.566666666666667
0.125,5.44,5.93537799160368,0.914795698066058,0.68
0.145833333333333,5.44,2.00754449340166,0.7144981239537,0.793333333333333
0.166666666666667,5.44,-6.46378964652888,1.12249208887546,0.906666666666667
0.1875,5.44,-1.88912029429241,1.37984237202784,1.02
0.208333333333333,5.44,7.96565834582884,2.17735717437525,1.13333333333333
0.229166666666667,5.44,7.16669208475355,2.82716203203115,1.24666666666667
0.25,5.44,-0.986373151095708,2.30458146923515,1.36
0.270833333333333,5.44,-4.63445275471008,1.52841318367696,1.47333333333333
0.291666666666667,5.44,-5.03134504355093,2.50236532892475,1.58666666666667
0.3125,5.44,-10.815639339984,4.33885918593851,1.7
0.333333333333333,5.44,-22.5565074150988,6.58756545104705,1.81333333333333
0.354166666666667,5.44,-32.6538659764169,8.95869364539899,1.92666666666667
0.375,5.44,-36.6969583309581,10.8976590955027,2.04
0.395833333333333,5.44,-36.1460726262912,13.0975416398535,2.15333333333333
0.416666666666667,5.44,-31.6299313506056,15.4055246259624,2.26666666666667
0.4375,5.44,-21.4175052354014,16.622946444958,2.38
0.458333333333333,5.44,-5.4594836237783,16.1015510154094,2.49333333333333
0.479166666666667,5.44,11.953096328595,14.8175961257686,2.60666666666667
0.5,5.44,24.7561448206844,14.1185845263312,2.72
0.520833333333333,5.44,29.8102540456696,14.0278735069755,2.83333333333333
0.541666666666667,5.44,29.1290223161086,14.6378867431838,2.94666666666667
0.5625,5.44,26.8943015796638,16.1779607196858,3.06
0.583333333333333,5.44,25.4663499501285,17.9705045306122,3.17333333333333
0.604166666666667,5.44,24.309616114825,18.6295163995693,3.28666666666667
0.625,5.44,21.8221848131649,17.2642493644843,3.4
0.645833333333333,5.44,17.4258281219409,14.080131129769,3.51333333333333
0.666666666666667,5.44,11.9345296885019,10.070301923821,3.62666666666667
0.6875,5.44,6.57323852122627,7.31440743871749,3.74
0.708333333333333,5.44,2.13282354046636,8.91989566508495,3.85333333333333
0.729166666666667,5.44,-1.02254705215712,12.3363347252013,3.96666666666667
