PlantID,Branch,PosSeq,Pos,FL,FD,B,Date,FlwFate,seeds,aborted,unfert,Notes
34,1,7,7,9,2.57,4.82,16-Jun,0,0,,,
34,1,8,8,8.02,2.75,4.76,16-Jun,0,0,,,
34,2,9,1,9.97,3.09,6.15,15-Jun,1,1,1,4,
34,2,10,2,8.87,2.94,5.32,15-Jun,1,0,,,
34,2,11,3,7.72,2.59,4.69,16-Jun,1,4,0,2,
34,2,12,4,7.57,2.59,4.69,16-Jun,0,3,0,4,
34,2,13,5,7.53,2.15,4.27,16-Jun,0,0,,,
34,2,14,6,7.7,2.56,4.09,16-Jun,0,0,,,
34,2,15,7,7.65,2.42,4.51,17-Jun,0,0,,,
34,3,16,1,9.35,2.83,4.32,16-Jun,0,0,,,
34,3,17,2,8.79,2.45,4.51,17-Jun,0,0,,,
34,3,18,3,,,,,0,0,,,eaten
34,3,19,4,,,,,0,0,,,eaten
34,3,20,5,,,,,0,0,,,eaten
34,4,21,1,9.8,2.61,3.7,18-Jun,0,0,,,
34,4,22,2,7.69,2.41,3.36,19-Jun,0,0,,,
34,4,23,3,,,,19-Jun,0,0,,,aborted
34,4,24,4,,,,19-Jun,0,0,,,aborted
34,4,25,5,,,,20-Jun,0,0,,,aborted
39,1,1,1,8.98,2.9,4.55,18-Jun,0,0,,,
39,1,2,2,8.62,2.77,4.36,18-Jun,0,0,,,
39,1,3,3,8.81,2.11,4.69,19-Jun,0,0,,,
39,1,4,4,8.39,2.21,4.15,19-Jun,0,0,,,
39,1,5,5,8.06,2.01,4.09,19-Jun,0,0,,,
39,1,6,6,8.04,2.44,4.03,20-Jun,1,9,1,1,
39,1,7,7,7.08,2.32,3.72,20-Jun,0,0,,,
39,2,8,1,8.81,2.04,4.13,19-Jun,1,7,0,0,
39,2,9,2,8.4,2.34,4.35,19-Jun,0,0,,,
39,2,10,3,8.85,2.76,3.57,19-Jun,0,0,,,
39,2,11,4,8.39,2.66,3.79,19-Jun,0,0,,,
39,2,12,5,8.6,2.48,3.73,19-Jun,0,0,,,
39,2,13,6,8.44,2.16,4.74,20-Jun,0,0,,,
39,2,14,7,7.39,2.48,4.13,20-Jun,0,0,,,
39,2,15,8,7.26,2.18,3.8,20-Jun,1,6,0,1,
39,3,16,1,9.1,2.73,4.12,20-Jun,0,0,,,
39,3,17,2,8.24,2.55,3.05,20-Jun,0,0,,,
39,3,18,3,8.45,2.65,3.5,21-Jun,0,0,,,
39,3,19,4,8.28,2.24,3.38,21-Jun,1,6,0,3,
39,3,20,5,7.59,2.38,3.46,22-Jun,0,0,,,
39,3,21,6,6.35,3.09,3.26,22-Jun,0,0,,,
39,3,22,7,6.39,2.19,3.78,23-Jun,0,0,,,
39,3,23,8,6.03,2.35,4.03,23-Jun,0,0,,,
39,4,24,1,9.37,2.69,3.89,23-Jun,1,4,0,1,
39,4,25,2,9.18,2.72,4.04,23-Jun,0,0,,,
39,4,26,3,9.15,2.51,4.4,23-Jun,0,0,,,
39,4,27,4,8.82,2.63,3.74,23-Jun,0,0,,,
39,4,28,5,8.28,2.14,3.46,24-Jun,0,0,,,
39,4,29,6,7.58,2.18,3.68,24-Jun,0,0,,,
39,4,30,7,7.35,2.38,4.12,25-Jun,0,0,,,
39,5,31,1,9.12,2.72,4.07,24-Jun,0,0,,,
39,5,32,2,8.76,2.63,4.56,25-Jun,0,0,,,
39,5,33,3,8.18,3.13,4.15,25-Jun,0,0,,,
39,5,34,4,8.1,2.9,3.7,25-Jun,0,0,,,
39,5,35,5,7.84,2.86,3.7,25-Jun,0,0,,,
39,5,36,6,7.67,2.05,3.97,26-Jun,0,0,,,
39,5,37,7,7.41,2.15,3.18,26-Jun,0,0,,,
39,6,38,1,8.11,2.78,4.04,25-Jun,0,0,,,
39,6,39,2,7.86,2.36,3.28,26-Jun,0,0,,,
39,6,40,3,7.09,2.03,3.04,26-Jun,0,0,,,
39,6,41,4,7.17,2.06,3.73,26-Jun,0,0,,,
39,6,42,5,7.14,2.04,3.46,27-Jun,0,0,,,
39,7,43,1,7.89,2.37,4.02,27-Jun,0,0,,,
39,7,44,2,7.36,2.56,4.15,27-Jun,0,0,,,
39,7,45,3,7.2,2.21,3.77,27-Jun,0,0,,,
39,7,46,4,7.51,2.38,3.4,28-Jun,0,0,,,
39,7,47,5,7.22,2.31,3.6,28-Jun,0,0,,,
39,7,48,6,7.27,2.23,3.04,29-Jun,0,0,,,
39,7,49,7,6.98,2.68,3.14,29-Jun,0,0,,,
