FD.arg,FD.vd,value,se,x,z,,
0.354166667,9,-0.869350204,0.973577264,3.1875,-0.507979449,,
0.375,9,-0.896080495,0.972461478,3.375,-0.53470974,,
0.395833333,9,-0.924771562,0.974763993,3.5625,-0.563400808,,
0.416666667,9,-0.954795982,0.981200566,3.75,-0.593425227,,
0.4375,9,-0.985533982,0.99191084,3.9375,-0.624163227,,
0.458333333,9,-1.016373444,1.006536775,4.125,-0.65500269,,
0.479166667,9,-1.046709902,1.024378218,4.3125,-0.685339147,,
0.5,9,-1.075946539,1.044602068,4.5,-0.714575784,,
0.520833333,9,-1.103565198,1.066693053,4.6875,-0.742194443,,
0.541666667,9,-1.129337469,1.09123657,4.875,-0.767966715,,
0.5625,9,-1.153108339,1.119126653,5.0625,-0.791737584,,
0.583333333,9,-1.174724703,1.151155568,5.25,-0.813353948,,
0.604166667,9,-1.194035371,1.18788433,5.4375,-0.832664616,,
0.625,9,-1.210891064,1.229579012,5.625,-0.849520309,,
0.645833333,9,-1.225144414,1.276207644,5.8125,-0.86377366,,
0.666666667,9,-1.236649967,1.327486613,6,-0.875279212,,
0.6875,9,-1.245264178,1.382961369,6.1875,-0.883893423,,
0.708333333,9,-1.250845413,1.442105798,6.375,-0.889474659,,
0.729166667,9,-1.253253953,1.504427623,6.5625,-0.891883198,,
0.75,9,-1.252351986,1.569571681,6.75,-0.890981232,,
0.770833333,9,-1.248025838,1.637518715,6.9375,-0.886655084,,
0.791666667,9,-1.240251811,1.708883207,7.125,-0.878881056,,
0.8125,9,-1.229028042,1.784425168,7.3125,-0.867657288,,
0.833333333,9,-1.214352074,1.864822552,7.5,-0.852981319,,
0.854166667,9,-1.196220849,1.950594171,7.6875,-0.834850095,,
0.875,9,-1.174630715,2.042054259,7.875,-0.813259961,,
0.895833333,9,-1.149577422,2.139293569,8.0625,-0.788206667,,
0.916666667,9,-1.12105612,2.242181465,8.25,-0.759685366,,
0.9375,9,-1.089061367,2.35038316,8.4375,-0.727690612,,
0.958333333,9,-1.053587119,2.463386431,8.625,-0.692216364,,
0.979166667,9,-1.014626739,2.580532922,8.8125,-0.653255984,,
1,9,-0.97217299,2.701050269,9,-0.610802235,,
0,10,-0.957550046,0.662046422,0,-0.596179291,,
0.020833333,10,-0.936776401,0.643580582,0.208333333,-0.575405646,,
0.041666667,10,-0.914252412,0.642780766,0.416666667,-0.552881657,,
0.0625,10,-0.89074388,0.658588001,0.625,-0.529373125,,
0.083333333,10,-0.867008535,0.687979201,0.833333333,-0.50563778,,
0.104166667,10,-0.84379604,0.72686629,1.041666667,-0.482425285,,
0.125,10,-0.821847987,0.77100605,1.25,-0.460477232,,
0.145833333,10,-0.801897898,0.816559645,1.458333333,-0.440527143,,
0.166666667,10,-0.784671228,0.860307494,1.666666667,-0.423300473,,
0.1875,10,-0.770885358,0.89967317,1.875,-0.409514604,,
0.208333333,10,-0.761249604,0.932687378,2.083333333,-0.399878849,,
0.229166667,10,-0.756465209,0.957965111,2.291666667,-0.395094454,,
0.25,10,-0.757225347,0.974731666,2.5,-0.395854592,,
0.270833333,10,-0.763990337,0.983173124,2.708333333,-0.402619583,,
0.291666667,10,-0.776318271,0.985130779,2.916666667,-0.414947516,,
0.3125,10,-0.793548094,0.982935786,3.125,-0.43217734,,
0.333333333,10,-0.815025639,0.978922554,3.333333333,-0.453654884,,
0.354166667,10,-0.840103624,0.975252091,3.541666667,-0.478732869,,
0.375,10,-0.868141654,0.973746312,3.75,-0.506770899,,
0.395833333,10,-0.898506219,0.975746633,3.958333333,-0.537135464,,
0.416666667,10,-0.930570699,0.982023036,4.166666667,-0.569199944,,
0.4375,10,-0.963715356,0.992759756,4.375,-0.602344601,,
0.458333333,10,-0.997327343,1.007629775,4.583333333,-0.635956588,,
0.479166667,10,-1.030800696,1.025949779,4.791666667,-0.669429941,,
0.5,10,-1.063536342,1.046891689,5,-0.702165587,,
0.520833333,10,-1.095013692,1.069940693,5.208333333,-0.733642937,,
0.541666667,10,-1.125003729,1.095691553,5.416666667,-0.763632974,,
0.5625,10,-1.153351185,1.125046435,5.625,-0.79198043,,
0.583333333,10,-1.179902516,1.158798062,5.833333333,-0.818531761,,
0.604166667,10,-1.204505897,1.197498724,6.041666667,-0.843135142,,
0.625,10,-1.227011223,1.2413973,6.25,-0.865640468,,
0.645833333,10,-1.247270112,1.29043846,6.458333333,-0.885899357,,
0.666666667,10,-1.265135901,1.344312058,6.666666667,-0.903765147,,
0.6875,10,-1.280463648,1.402536573,6.875,-0.919092894,,
0.708333333,10,-1.293110131,1.464560398,7.083333333,-0.931739377,,
0.729166667,10,-1.302933849,1.529868151,7.291666667,-0.941563094,,
0.75,10,-1.30979502,1.598083982,7.5,-0.948424265,,
0.770833333,10,-1.313578195,1.66917087,7.708333333,-0.95220744,,
0.791666667,10,-1.31425934,1.743730451,7.916666667,-0.952888585,,
0.8125,10,-1.311836683,1.822510395,8.125,-0.950465928,,
0.833333333,10,-1.306307915,1.906176097,8.333333333,-0.94493716,,
0.854166667,10,-1.297670188,1.995234427,8.541666667,-0.936299433,,
0.875,10,-1.285920119,2.089989063,8.75,-0.924549365,,
0.895833333,10,-1.271053786,2.190522103,8.958333333,-0.909683031,,
0.916666667,10,-1.253066729,2.296696289,9.166666667,-0.891695974,,
0.9375,10,-1.231953952,2.40817204,9.375,-0.870583197,,
0.958333333,10,-1.207709919,2.524433727,9.583333333,-0.846339165,,
0.979166667,10,-1.18032856,2.644820438,9.791666667,-0.818957806,,
1,10,-1.149803266,2.768557571,10,-0.788432511,,
