"flw.size.arg","flw.size.vd","value","se","x"
"78",0.583333333333333,2,-0.0138857182029684,0.122562668766893,1.16666666666667
"79",0.604166666666667,2,0.0120436828909838,0.125931664098274,1.20833333333333
"80",0.625,2,0.0402798193522908,0.130771164306882,1.25
"81",0.645833333333333,2,0.0708355749159713,0.137441020191036,1.29166666666667
"82",0.666666666666667,2,0.103722265917527,0.1462027067916,1.33333333333333
"83",0.6875,2,0.138949642326669,0.157211477424644,1.375
"84",0.708333333333333,2,0.176525888741975,0.17053244622699,1.41666666666667
"85",0.729166666666667,2,0.216457625346471,0.186172664873952,1.45833333333333
"86",0.75,2,0.258749908824144,0.204117942235259,1.5
"87",0.770833333333333,2,0.303405834473604,0.224382394253338,1.54166666666667
"88",0.791666666666667,2,0.350425958752852,0.247064484044897,1.58333333333333
"89",0.8125,2,0.399810577347379,0.272268611532908,1.625
"90",0.833333333333333,2,0.451560278126857,0.300073515373692,1.66666666666667
"91",0.854166666666667,2,0.505675940792552,0.330527161398217,1.70833333333333
"92",0.875,2,0.562158736538046,0.363646333759147,1.75
"93",0.895833333333333,2,0.621010127723271,0.399418722134121,1.79166666666667
"94",0.916666666666667,2,0.682231867561837,0.437806030495605,1.83333333333333
"95",0.9375,2,0.745825999821675,0.478747241947136,1.875
"96",0.958333333333333,2,0.811794858538975,0.522161611759573,1.91666666666667
"97",0.979166666666667,2,0.880141067745439,0.567951238221252,1.95833333333333
"98",1,2,0.950867541208831,0.616003216122991,2
"99",0,3,-0.0398936693099402,0.0472272442479411,0
"100",0.0208333333333333,3,-0.0479231797944348,0.037642638330489,0.0625
"101",0.0416666666666667,3,-0.054857252979339,0.0325583653700712,0.125
"102",0.0625,3,-0.0608156207591385,0.0331213304411607,0.1875
"103",0.0833333333333333,3,-0.0659135391895937,0.0381322057051909,0.25
"104",0.104166666666667,3,-0.0702617883883174,0.0452709302246898,0.3125
"105",0.125,3,-0.073966672480178,0.052891183722649,0.375
"106",0.145833333333333,3,-0.077130019841456,0.0601061752548244,0.4375
"107",0.166666666666667,3,-0.0798491821026846,0.0664453253772651,0.5
"108",0.1875,3,-0.0822170334957883,0.0716517071833919,0.5625
"109",0.208333333333333,3,-0.0843219705976198,0.075597011599494,0.625
"110",0.229166666666667,3,-0.0862479120447881,0.0782554931321764,0.6875
"111",0.25,3,-0.0880742978126054,0.0797107166939673,0.75
"112",0.270833333333333,3,-0.0898415463823548,0.0802184218936839,0.8125
"113",0.291666666666667,3,-0.0914501301848617,0.0802799652899047,0.875
"114",0.3125,3,-0.0927689261473259,0.0804300297902492,0.9375
"115",0.333333333333333,3,-0.0936704329725928,0.0811329998613176,1
"116",0.354166666666667,3,-0.0940307717092158,0.0827194062066376,1.0625
"117",0.375,3,-0.0937296863237532,0.0853387409860266,1.125
"118",0.395833333333333,3,-0.0926505442752998,0.0889510475037634,1.1875
"119",0.416666666666667,3,-0.0906803370922538,0.0933619081199659,1.25
"120",0.4375,3,-0.0877096809513181,0.0982832887425237,1.3125
"121",0.458333333333333,3,-0.0836328172587363,0.103396356306466,1.375
"122",0.479166666666667,3,-0.0783476132438656,0.108402382348733,1.4375
"123",0.5,3,-0.0717555632210406,0.113060769226734,1.5
"124",0.520833333333333,3,-0.0637737173833685,0.117264601410084,1.5625
"125",0.541666666666667,3,-0.054369606072225,0.121171267606282,1.625
"126",0.5625,3,-0.0435239529352904,0.125013707210705,1.6875
"127",0.583333333333333,3,-0.0312185317517757,0.129022510215105,1.75
"128",0.604166666666667,3,-0.0174361658424971,0.133405937007618,1.8125
"129",0.625,3,-0.00216072749152853,0.138337314428336,1.875
"130",0.645833333333333,3,0.0146228626205692,0.143949568905743,1.9375
"131",0.666666666666667,3,0.0329286359719432,0.150336823328689,2
"132",0.6875,3,0.0527695767430651,0.15756231753531,2.0625
"133",0.708333333333333,3,0.0741576223487712,0.165671111693306,2.125
"134",0.729166666666667,3,0.0971036639587266,0.17470559700357,2.1875
"135",0.75,3,0.12161754700631,0.184721902186032,2.25
"136",0.770833333333333,3,0.147706718425116,0.195821596683678,2.3125
"137",0.791666666666667,3,0.175372580827437,0.208195128895341,2.375
"138",0.8125,3,0.204615276045596,0.222037309939115,2.4375
"139",0.833333333333333,3,0.235435141605814,0.23750833079038,2.5
"140",0.854166666666667,3,0.26783271054293,0.254722405426205,2.5625
"141",0.875,3,0.301808711219058,0.273744306701645,2.625
"142",0.895833333333333,3,0.337364067146185,0.294591755220519,2.6875
"143",0.916666666666667,3,0.37449989681272,0.317241392264729,2.75
"144",0.9375,3,0.413217513513972,0.341636304271827,2.8125
"145",0.958333333333333,3,0.453518425186579,0.367693607009534,2.875
"146",0.979166666666667,3,0.495404334246881,0.395311207698265,2.9375
"147",1,3,0.538877137433227,0.424373373094548,3
"148",0,4,-0.0398936693099402,0.0472272442479411,0
"149",0.0208333333333333,4,-0.0434377639954964,0.0377036383691319,0.0833333333333333
"150",0.0416666666666667,4,-0.0461918924832522,0.0324163811541804,0.166666666666667
"151",0.0625,4,-0.048277465296931,0.0327243809305698,0.25
"152",0.0833333333333333,4,-0.0498125359101803,0.0376597068543319,0.333333333333333
"153",0.104166666666667,4,-0.0509118007046278,0.0449070828049917,0.416666666666667
"154",0.125,4,-0.0516865989111604,0.0527371838264759,0.5
"155",0.145833333333333,4,-0.052244912534428,0.0601948978597809,0.583333333333333
"156",0.166666666666667,4,-0.0526913663176037,0.066757883114636,0.666666666666667
"157",0.1875,4,-0.0531272276798163,0.0721248865371526,0.75
"158",0.208333333333333,4,-0.0536504062736705,0.0761263833279887,0.833333333333333
"159",0.229166666666667,4,-0.0543554537934833,0.0786976949852954,0.916666666666667
"160",0.25,4,-0.0553335638388247,0.0798878247015356,1
"161",0.270833333333333,4,-0.0566369332391478,0.0799376042458632,1.08333333333333
"162",0.291666666666667,4,-0.0581738710084057,0.0793899747922237,1.16666666666667
"163",0.3125,4,-0.0598192571028072,0.078859189406454,1.25
"164",0.333333333333333,4,-0.0614506870102225,0.0789181145592839,1.33333333333333
"165",0.354166666666667,4,-0.0629484720736102,0.0800186994140809,1.41666666666667
"166",0.375,4,-0.0641956401514447,0.0824152905473975,1.5
"167",0.395833333333333,4,-0.0650779359367721,0.086129426617318,1.58333333333333
"168",0.416666666666667,4,-0.0654838212591339,0.0909778622130144,1.66666666666667
"169",0.4375,4,-0.0653044753874329,0.096646842730448,1.75
"170",0.458333333333333,4,-0.0644337953337421,0.102775201845276,1.83333333333333
"171",0.479166666666667,4,-0.0627683961580573,0.109020357069234,1.91666666666667
"172",0.5,4,-0.0602076112739909,0.115102754219663,2
"173",0.520833333333333,4,-0.0566660912396228,0.120883594844563,2.08333333333333
"174",0.541666666666667,4,-0.0521109560484815,0.126496025355578,2.16666666666667
"175",0.5625,4,-0.046522873674135,0.132137455983808,2.25
"176",0.583333333333333,4,-0.0398833005107413,0.137986026498301,2.33333333333333
"177",0.604166666666667,4,-0.0321744811204316,0.144182570219086,2.41666666666667
"178",0.625,4,-0.0233794479620305,0.150823006159628,2.5
"179",0.645833333333333,4,-0.0134820211349944,0.157959313407816,2.58333333333333
"180",0.666666666666667,4,-0.00246680828135219,0.165607221188354,2.66666666666667
"181",0.6875,4,0.00968079601961058,0.173758517362669,2.75
"182",0.708333333333333,4,0.0229746107622487,0.182395930554514,2.83333333333333
"183",0.729166666666667,4,0.0374276688356528,0.191508930471495,2.91666666666667
"184",0.75,4,0.0530522173384579,0.201109326966059,3
"185",0.770833333333333,4,0.0698578860031744,0.211261562352629,3.08333333333333
"186",0.791666666666667,4,0.087846502606893,0.222125484619269,3.16666666666667
"187",0.8125,4,0.10701813257689,0.233875878406532,3.25
"188",0.833333333333333,4,0.127372988473752,0.246665293592685,3.33333333333333
"189",0.854166666666667,4,0.148911429879111,0.260611629928737,3.41666666666667
"190",0.875,4,0.171633963285054,0.275791768661326,3.5
"191",0.895833333333333,4,0.195541241985181,0.292240245916963,3.58333333333333
"192",0.916666666666667,4,0.22063406596734,0.309951719471277,3.66666666666667
"193",0.9375,4,0.246913381808015,0.328885876046816,3.75
"194",0.958333333333333,4,0.27438028256838,0.348973531761961,3.83333333333333
"195",0.979166666666667,4,0.303036007692024,0.37012294578872,3.91666666666667
"196",1,4,0.332881942904323,0.392225698613683,4
"197",0,5,-0.0398936693099402,0.0472272442479411,0
"198",0.0208333333333333,5,-0.0407465144992177,0.037802749927173,0.104166666666667
"199",0.0416666666666667,5,-0.0409926760783864,0.0325960357954947,0.208333333333333
"200",0.0625,5,-0.0407545717501146,0.033021565922827,0.3125
"201",0.0833333333333333,5,-0.0401519335136792,0.0381264271798151,0.416666666666667
"202",0.104166666666667,5,-0.0393018076434904,0.045579801270124,0.520833333333333
"203",0.125,5,-0.0383185546590264,0.0536328036779101,0.625
"204",0.145833333333333,5,-0.0373138492861781,0.0613107607388019,0.729166666666667
"205",0.166666666666667,5,-0.0363966804100037,0.0680711547637367,0.833333333333333
"206",0.1875,5,-0.0356733510194079,0.0735916821267869,0.9375
"207",0.208333333333333,5,-0.035247478170778,0.0776808427653345,1.04166666666667
"208",0.229166666666667,5,-0.0352199928668267,0.0802512461317082,1.14583333333333
"209",0.25,5,-0.035689139869571,0.0813293134291715,1.25
"210",0.270833333333333,5,-0.0367141810841371,0.0811410378273639,1.35416666666667
"211",0.291666666666667,5,-0.0382081255609086,0.0802435227007474,1.45833333333333
"212",0.3125,5,-0.0400494534939914,0.0792881059144058,1.5625
"213",0.333333333333333,5,-0.0421188177436098,0.0789075403811374,1.66666666666667
"214",0.354166666666667,5,-0.0442990439389679,0.0796317547977455,1.77083333333333
"215",0.375,5,-0.0464751306011724,0.0817936939228537,1.875
"216",0.395833333333333,5,-0.0485342492648802,0.0854716139284005,1.97916666666667
"217",0.416666666666667,5,-0.0503657445547051,0.0905048991175182,2.08333333333333
"218",0.4375,5,-0.0518611345294063,0.096572936052154,2.1875
"219",0.458333333333333,5,-0.0529141109421772,0.103291859086086,2.29166666666667
"220",0.479166666666667,5,-0.0534205394268779,0.110292695392442,2.39583333333333
"221",0.5,5,-0.0532784596845545,0.117272139225305,2.5
"222",0.520833333333333,5,-0.0524010861952406,0.124073434130285,2.60416666666667
"223",0.541666666666667,5,-0.0507552954784918,0.130819791569583,2.70833333333333
"224",0.5625,5,-0.0483217241905851,0.137695291603349,2.8125
"225",0.583333333333333,5,-0.0450816398640298,0.144857807531163,2.91666666666667
"226",0.604166666666667,5,-0.0410169407725515,0.152421817069553,3.02083333333333
"227",0.625,5,-0.0361101557865211,0.160452921684572,3.125
"228",0.645833333333333,5,-0.0303444442188282,0.168971315470031,3.22916666666667
"229",0.666666666666667,5,-0.0237035956611987,0.177961564850265,3.33333333333333
"230",0.6875,5,-0.0161720298109581,0.18738616937091,3.4375
"231",0.708333333333333,5,-0.00773479628823783,0.19720079764597,3.54166666666667
"232",0.729166666666667,5,0.00162242555637218,0.207369742440615,3.64583333333333
"233",0.75,5,0.0119133268437274,0.217880782654913,3.75
"234",0.770833333333333,5,0.0231488498177718,0.228774537361084,3.85416666666667
"235",0.791666666666667,5,0.0353310783379739,0.240186703057568,3.95833333333333
"236",0.8125,5,0.0484600323096333,0.252269348581841,4.0625
"237",0.833333333333333,5,0.0625358494451605,0.2651555646163,4.16666666666667
"238",0.854166666666667,5,0.0775587852604707,0.27894812989433,4.27083333333333
"239",0.875,5,0.0935292130093659,0.293713426020256,4.375
"240",0.895833333333333,5,0.110447623610305,0.30947965802064,4.47916666666667
"241",0.916666666666667,5,0.128314625574023,0.326238366881486,4.58333333333333
"242",0.9375,5,0.147130944932008,0.343948182444123,4.6875
"243",0.958333333333333,5,0.166897425165818,0.362539834914133,4.79166666666667
"244",0.979166666666667,5,0.187615027137263,0.381921615716258,4.89583333333333
"245",1,5,0.209284829019431,0.401984705433055,5
"246",0,6,-0.0398936693099402,0.0472272442479411,0
"247",0.0208333333333333,6,-0.0389523481628166,0.037894670528797,0.125
"248",0.0416666666666667,6,-0.0375265317733082,0.0328247013570219,0.25
"249",0.0625,6,-0.0357393092971732,0.0334383802578523,0.375
"250",0.0833333333333333,6,-0.033711531775342,0.0387414043324205,0.5
"251",0.104166666666667,6,-0.0315618121214894,0.0463860676747837,0.625
"252",0.125,6,-0.0294065251046359,0.0546237393610578,0.75
"253",0.145833333333333,6,-0.0273598073267775,0.0624758099084641,0.875
"254",0.166666666666667,6,-0.0255335571955446,0.069390920177446,1
"255",0.1875,6,-0.0240374348918898,0.0750351856705746,1.125
"256",0.208333333333333,6,-0.0229788623328047,0.0792038592396297,1.25
"257",0.229166666666667,6,-0.0224630231298767,0.0817950927602294,1.375
"258",0.25,6,-0.0225928625436381,0.0828201137813062,1.5
"259",0.270833333333333,6,-0.023432352201801,0.0824932993841715,1.625
"260",0.291666666666667,6,-0.0248976341635306,0.0813768818900118,1.75
"261",0.3125,6,-0.0268695884123838,0.0801416498786804,1.875
"262",0.333333333333333,6,-0.0292309055013533,0.0794560025547861,2
"263",0.354166666666667,6,-0.0318660866091742,0.0799012458616079,2.125
"264",0.375,6,-0.0346614436082385,0.0818674325873181,2.25
"265",0.395833333333333,6,-0.0375050991441214,0.0854789901113451,2.375
"266",0.416666666666667,6,-0.040286986726715,0.0905984337312476,2.5
"267",0.4375,6,-0.0428988508329729,0.0969055625935177,2.625
"268",0.458333333333333,6,-0.045234247021167,0.104003219989852,2.75
"269",0.479166666666667,6,-0.0471885420408547,0.11150483453036,2.875
"270",0.5,6,-0.0486589139742768,0.119090682951337,3
"271",0.520833333333333,6,-0.0495576208699433,0.12659179931339,3.125
"272",0.541666666666667,6,-0.0498513775868048,0.134125703654782,3.25
"273",0.5625,6,-0.0495208004385069,0.141869717378119,3.375
"274",0.583333333333333,6,-0.0485470315337177,0.14997144098953,3.5
"275",0.604166666666667,6,-0.0469117386947087,0.158532012658922,3.625
"276",0.625,6,-0.0445971153704067,0.167601797356004,3.75
"277",0.645833333333333,6,-0.0415858805439149,0.177185173047406,3.875
"278",0.666666666666667,6,-0.0378612786345054,0.18725135042347,4
"279",0.6875,6,-0.0334070793940806,0.197748496633712,4.125
"280",0.708333333333333,6,-0.0282075777981065,0.208619058991982,4.25
"281",0.729166666666667,6,-0.0222475939310148,0.21981495066521,4.375
"282",0.75,6,-0.0155124728660762,0.231311935754077,4.5
"283",0.770833333333333,6,-0.00799039609601612,0.243138452001077,4.625
"284",0.791666666666667,6,0.00032089156662669,0.25541759876514,4.75
"285",0.8125,6,0.00942138008593652,0.268288887227733,4.875
"286",0.833333333333333,6,0.0193111576492939,0.281873698942386,5
"287",0.854166666666667,6,0.0299904106380142,0.296264613144961,5.125
"288",0.875,6,0.0414594235955346,0.311519684115869,5.25
"289",0.895833333333333,6,0.0537185791931502,0.327660695427222,5.375
"290",0.916666666666667,6,0.0667683581932986,0.344674430109407,5.5
"291",0.9375,6,0.0806093394103933,0.362516008921143,5.625
"292",0.958333333333333,6,0.0952421996689334,0.381113429699002,5.75
"293",0.979166666666667,6,0.11066771375738,0.400372592452558,5.875
"294",1,6,0.126886754386913,0.420182285710619,6
"295",0,7,-0.0398936693099402,0.0472272442479411,0
"296",0.0208333333333333,7,-0.0376708007774275,0.037972893320472,0.145833333333333
"297",0.0416666666666667,7,-0.0350507143983059,0.0330402729811295,0.291666666666667
"298",0.0625,7,-0.0321569789378696,0.0338393283111558,0.4375
"299",0.0833333333333333,7,-0.0291112447624582,0.0393225908531917,0.583333333333333
"300",0.104166666666667,7,-0.0260332438316303,0.0471282551847638,0.729166666666667
"301",0.125,7,-0.0230407896872069,0.0555140907525387,0.875
"302",0.145833333333333,7,-0.020249777439184,0.0635028007678134,1.02083333333333
"303",0.166666666666667,7,-0.017774183748515,0.0705388265705015,1.16666666666667
"304",0.1875,7,-0.0157260668067626,0.0762811779598473,1.3125
"305",0.208333333333333,7,-0.0142155663126197,0.0805163663607156,1.45833333333333
"306",0.229166666666667,7,-0.0133509034453007,0.0831326549843135,1.60416666666667
"307",0.25,7,-0.0132383808348012,0.0841305347495102,1.75
"308",0.270833333333333,7,-0.0139453340292745,0.0837155149465125,1.89583333333333
"309",0.291666666666667,7,-0.0153901428064125,0.0824516223653813,2.04166666666667
"310",0.3125,7,-0.017455401138639,0.0810209747170905,2.1875
"311",0.333333333333333,7,-0.0200252549257707,0.0801149135160009,2.33333333333333
"312",0.354166666666667,7,-0.022985402028441,0.0803502816180404,2.47916666666667
"313",0.375,7,-0.0262230923088415,0.0821593670176736,2.625
"314",0.395833333333333,7,-0.029627127678773,0.0857033458975567,2.77083333333333
"315",0.416666666666667,7,-0.0330878621550098,0.0908654583968161,2.91666666666667
"316",0.4375,7,-0.0364972019219724,0.0973286928320551,3.0625
"317",0.458333333333333,7,-0.0397486054017135,0.10468761411807,3.20833333333333
"318",0.479166666666667,7,-0.0427370833312134,0.112543179959224,3.35416666666667
"319",0.5,7,-0.0453591988469872,0.12056360080279,3.5
"320",0.520833333333333,7,-0.0475265273357075,0.128570923119568,3.64583333333333
"321",0.541666666666667,7,-0.0492056685079952,0.136678830097148,3.79166666666667
"322",0.5625,7,-0.0503772243830845,0.145060566805414,3.9375
"323",0.583333333333333,7,-0.0510222476835757,0.153857615650922,4.08333333333333
"324",0.604166666666667,7,-0.0511222417942056,0.163163207676103,4.22916666666667
"325",0.625,7,-0.0506591607053054,0.173018736451938,4.375
"326",0.645833333333333,7,-0.0496154089524952,0.183419348393983,4.52083333333333
"327",0.666666666666667,7,-0.0479738415528957,0.194325378689401,4.66666666666667
"328",0.6875,7,-0.0457177639378586,0.205676792301231,4.8125
"329",0.708333333333333,7,-0.0428309318822137,0.217408539992235,4.95833333333333
"330",0.729166666666667,7,-0.0392975514300346,0.229465568585245,5.10416666666667
"331",0.75,7,-0.0351022788169212,0.24181691069507,5.25
"332",0.770833333333333,7,-0.030232669177032,0.254484232237662,5.39583333333333
"333",0.791666666666667,7,-0.0246863447549298,0.267583792039486,5.54166666666667
"334",0.8125,7,-0.0184633368808775,0.281248200620737,5.6875
"335",0.833333333333333,7,-0.0115635926767584,0.295592238019618,5.83333333333333
"336",0.854166666666667,7,-0.00398697507391788,0.310702551075873,5.97916666666667
"337",0.875,7,0.00426673716745226,0.326632161143004,6.125
"338",0.895833333333333,7,0.0131978494373851,0.34339878093762,6.27083333333333
"339",0.916666666666667,7,0.0228067512536668,0.36098599607477,6.41666666666667
"340",0.9375,7,0.0330939162378203,0.379346410274168,6.5625
"341",0.958333333333333,7,0.044059902089546,0.398405944677034,6.70833333333333
"342",0.979166666666667,7,0.0557053505596189,0.418068627038224,6.85416666666667
"343",1,7,0.0680309874212407,0.438221381537227,7
"344",0,8,-0.0398936693099402,0.0472272442479411,0
"345",0.0208333333333333,8,-0.0367096402373384,0.0380383884689889,0.166666666666667
"346",0.0416666666666667,8,-0.0331938513604166,0.0332299553215141,0.333333333333333
"347",0.0625,8,-0.0294702311517077,0.0341944775800146,0.5
"348",0.0833333333333333,8,-0.0256610294762453,0.0398326431978143,0.666666666666667
"349",0.104166666666667,8,-0.0218868175863195,0.0477715178606156,0.833333333333333
"350",0.125,8,-0.0182664881141379,0.0562768466866318,1
"351",0.145833333333333,8,-0.0149172550623878,0.0643743702466244,1.16666666666667
"352",0.166666666666667,8,-0.0119546537927016,0.0715064535924629,1.33333333333333
"353",0.1875,8,-0.00949254101202499,0.0773273894821691,1.5
"354",0.208333333333333,8,-0.00764309475688844,0.0816175294048039,1.66666666666667
"355",0.229166666666667,8,-0.00651681437558076,0.0842579838906633,1.83333333333333
"356",0.25,8,-0.00622252050822595,0.0852413139687055,2
"357",0.270833333333333,8,-0.00683007158028477,0.0847661712988976,2.16666666666667
"358",0.291666666666667,8,-0.00825952556714575,0.0833970277103232,2.33333333333333
"359",0.3125,8,-0.010394761858307,0.0818231633642231,2.5
"360",0.333333333333333,8,-0.013121017794496,0.0807516677314567,2.66666666666667
"361",0.354166666666667,8,-0.0163248886813516,0.0808251203580228,2.83333333333333
"362",0.375,8,-0.01989432781592,0.0825079129436059,3
"363",0.395833333333333,8,-0.0237186465174878,0.0859906334017905,3.16666666666667
"364",0.416666666666667,8,-0.0276885141633121,0.0911743939291691,3.33333333333333
"365",0.4375,8,-0.0316959582292487,0.0977463080759702,3.5
"366",0.458333333333333,8,-0.0356343643352781,0.105295522337464,3.66666666666667
"367",0.479166666666667,8,-0.0393984762959288,0.113413749584532,3.83333333333333
"368",0.5,8,-0.0428843961755993,0.121759964930743,4
"369",0.520833333333333,8,-0.0460031875705724,0.130149294421792,4.16666666666667
"370",0.541666666666667,8,-0.048721363998152,0.138692607298772,4.33333333333333
"371",0.5625,8,-0.0510195169131494,0.147560415407522,4.5
"372",0.583333333333333,8,-0.0528786321344957,0.156890163113008,4.66666666666667
"373",0.604166666666667,8,-0.0542800898200695,0.166769889959243,4.83333333333333
"374",0.625,8,-0.0552056644361769,0.177235130191932,5
"375",0.645833333333333,8,-0.055637524720415,0.188275040037323,5.16666666666667
"376",0.666666666666667,8,-0.055558233642898,0.199844238125294,5.33333333333333
"377",0.6875,8,-0.054950748361042,0.2118774497279,5.5
"378",0.708333333333333,8,-0.0537984201707805,0.224304879709095,5.66666666666667
"379",0.729166666666667,8,-0.0520849944554474,0.237067107457789,5.83333333333333
"380",0.75,8,-0.0497946106323272,0.25012898675849,6
"381",0.770833333333333,8,-0.0469143538524151,0.263508054739462,6.16666666666667
"382",0.791666666666667,8,-0.0434417543455351,0.277316572460255,6.33333333333333
"383",0.8125,8,-0.0393768593645267,0.291683136770333,6.5
"384",0.833333333333333,8,-0.034719642470868,0.306718657403785,6.66666666666667
"385",0.854166666666667,8,-0.0294700035461935,0.322506273155992,6.83333333333333
"386",0.875,8,-0.0236277688048456,0.339096002119381,7
"387",0.895833333333333,8,-0.01719269080746,0.356503103620904,7.16666666666667
"388",0.916666666666667,8,-0.0101644484755859,0.374709213849238,7.33333333333333
"389",0.9375,8,-0.00254264710734,0.393665379846204,7.5
"390",0.958333333333333,8,0.0056731816059056,0.413296215776747,7.66666666666667
"391",0.979166666666667,8,0.0144835795618009,0.43350454829177,7.83333333333333
"392",1,8,0.0238891622282615,0.454176084168814,8
"393",0,9,-0.0398936693099402,0.0472272442479411,0
"394",0.0208333333333333,9,-0.0359620709278389,0.0380933540170536,0.1875
