B.1.arg,B.1.vd,value,se,x
1,0,1,-0.605988426173449,0.621488874218176,0
2,0.111111111111111,1,-0.497973226388605,0.88266067386761,0.111111111111111
3,0.222222222222222,1,-0.399030969251204,1.17231446090709,0.222222222222222
4,0.333333333333333,1,-0.309025859666414,1.17152379345643,0.333333333333333
5,0.444444444444444,1,-0.227938545500327,1.11132202592058,0.444444444444444
6,0.555555555555556,1,-0.155761155233235,1.63737161117182,0.555555555555556
7,0.666666666666667,1,-0.0924972604173433,2.94719908450099,0.666666666666667
8,0.777777777777778,1,-0.038156980213971,4.84589721093799,0.777777777777778
9,0.888888888888889,1,0.00725076603119512,7.24991147041005,0.888888888888889
10,1,1,0.0437247946540119,10.1326106825709,1
11,0,2,-0.605988426173449,0.621488874218176,0
12,0.111111111111111,2,-0.612855086866923,0.684553889498252,0.222222222222222
13,0.222222222222222,2,-0.62429137095387,0.81677046479219,0.444444444444444
14,0.333333333333333,2,-0.640227138485217,0.877867802300548,0.666666666666667
15,0.444444444444444,2,-0.660638007540723,0.939547203550922,0.888888888888889
16,0.555555555555556,2,-0.685516060113311,1.19214407843418,1.11111111111111
17,0.666666666666667,2,-0.71485684542375,1.76580197401588,1.33333333333333
18,0.777777777777778,2,-0.748660094094941,2.64940772876464,1.55555555555556
19,0.888888888888889,2,-0.786926345077832,3.80588825073776,1.77777777777778
20,1,2,-0.829654591414469,5.21426886536367,2
21,0,3,-0.605988426173449,0.621488874218176,0
22,0.111111111111111,3,-0.651157831796211,0.658033104626317,0.333333333333333
23,0.222222222222222,3,-0.699375064154662,0.759666366490653,0.666666666666667
24,0.333333333333333,3,-0.750607811594294,0.848143700274534,1
25,0.444444444444444,3,-0.804833344092828,0.949126571601451,1.33333333333333
26,0.555555555555556,3,-0.862042925297614,1.14116215330427,1.66666666666667
27,0.666666666666667,3,-0.922232477668767,1.49795809888395,2
28,0.777777777777778,3,-0.985400966808122,2.04589789848951,2.33333333333333
29,0.888888888888889,3,-1.05154864322015,2.77974969489278,2.66666666666667
30,1,3,-1.12067472768894,3.68875980156662,3
31,0,4,-0.605988426173449,0.621488874218176,0
32,0.111111111111111,4,-0.670312038308802,0.654168753428778,0.444444444444444
33,0.222222222222222,4,-0.736919235991119,0.747970727043781,0.888888888888889
34,0.333333333333333,4,-0.805796063626937,0.849708388489212,1.33333333333333
35,0.444444444444444,4,-0.876922720652667,0.967349086895809,1.77777777777778
36,0.555555555555556,4,-0.950292011127362,1.13998895764722,2.22222222222222
37,0.666666666666667,4,-1.02589920641668,1.41096118251626,2.66666666666667
38,0.777777777777778,4,-1.10374260226269,1.80704472387443,3.11111111111111
39,0.888888888888889,4,-1.18382231305135,2.33618543026259,3.55555555555556
40,1,4,-1.26613803456257,2.99682292235545,4
41,0,5,-0.605988426173449,0.621488874218176,0
42,0.111111111111111,5,-0.681805346912314,0.654958578871768,0.555555555555556
43,0.222222222222222,5,-0.759447581981364,0.746757324000998,1.11111111111111
44,0.333333333333333,5,-0.838909439784772,0.855957436456448,1.66666666666667
45,0.444444444444444,5,-0.920174884992474,0.982392564921354,2.22222222222222
46,0.555555555555556,5,-1.0032367516835,1.14731691785855,2.77777777777778
47,0.666666666666667,5,-1.08809165979573,1.37771833595413,3.33333333333333
48,0.777777777777778,5,-1.17473692469726,1.69482065020944,3.88888888888889
49,0.888888888888889,5,-1.26317218775088,2.10986012870035,4.44444444444444
50,1,5,-1.35339746381735,2.6264050266855,5
51,0,6,-0.605988426173449,0.621488874218176,0
52,0.111111111111111,6,-0.689467810039393,0.65677958636164,0.666666666666667
53,0.222222222222222,6,-0.77446756146361,0.748390623528602,1.33333333333333
54,0.333333333333333,6,-0.860985642420844,0.86229380190539,2
55,0.444444444444444,6,-0.949009676618436,0.994052002129679,2.66666666666667
56,0.555555555555556,6,-1.03853199993838,1.15551071228397,3.33333333333333
57,0.666666666666667,6,-1.12955015883872,1.36420074644608,4
58,0.777777777777778,6,-1.22206170272875,1.63612305546841,4.66666666666667
59,0.888888888888889,6,-1.31606559430961,1.98215174618324,5.33333333333333
60,1,6,-1.41156185414694,2.40795677564883,6
61,0,7,-0.605988426173449,0.621488874218176,0
62,0.111111111111111,7,-0.694941102152639,0.658709504707526,0.777777777777778
63,0.222222222222222,7,-0.785196725413168,0.750746834439248,1.55555555555556
64,0.333333333333333,7,-0.876754863453834,0.867860189974814,2.33333333333333
65,0.444444444444444,7,-0.96960613654148,1.00315069935385,3.11111111111111
66,0.555555555555556,7,-1.06374262475616,1.1629500401236,3.88888888888889
67,0.666666666666667,7,-1.15916214829464,1.35893725989466,4.66666666666667
68,0.777777777777778,7,-1.2558627942203,1.60308063236414,5.44444444444444
69,0.888888888888889,7,-1.35384324805938,1.90482811950157,6.22222222222222
70,1,7,-1.45310339160454,2.27032586286882,7
71,0,8,-0.605988426173449,0.621488874218176,0
72,0.111111111111111,8,-0.699046119817896,0.660498069586965,0.888888888888889
73,0.222222222222222,8,-0.793243901491797,0.753158863017866,1.77777777777778
74,0.333333333333333,8,-0.88858213310382,0.872592712006842,2.66666666666667
