B.1.arg,B.1.vd,value,se,x,z,,,
0.888888889,3.8424,-18.05780981,6.05176453,3.415466667,-1.000958893,,,
1,3.8424,-21.47539346,7.399584964,3.8424,-1.412302485,,,
0,3.8983,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,3.8983,-1.886913085,0.865680811,0.433144444,0.94538549,,,
0.222222222,3.8983,-3.415268141,1.116274647,0.866288889,0.761431234,,,
0.333333333,3.8983,-5.215026015,1.575856069,1.299433333,0.544810678,,,
0.444444444,3.8983,-7.286191153,2.197030131,1.732577778,0.295523289,,,
0.555555556,3.8983,-9.628763975,2.963758802,2.165722222,0.013569014,,,
0.666666667,3.8983,-12.24274436,3.873264347,2.598866667,-0.301052131,,,
0.777777778,3.8983,-15.12813279,4.926566364,3.032011111,-0.648340204,,,
0.888888889,3.8983,-18.28492976,6.125415472,3.465155556,-1.028295265,,,
1,3.8983,-21.71313516,7.471450334,3.8983,-1.440917299,,,
0,3.9542,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,3.9542,-1.927929321,0.865914191,0.439355556,0.940448737,,,
0.222222222,3.9542,-3.493463861,1.130740051,0.878711111,0.752019523,,,
0.333333333,3.9542,-5.326564346,1.607667439,1.318066667,0.53138582,,,
0.444444444,3.9542,-7.427235196,2.243804441,1.757422222,0.278547095,,,
0.555555556,3.9542,-9.795476911,3.022043697,2.196777778,-0.006496712,,,
0.666666667,3.9542,-12.43128934,3.939546607,2.636133333,-0.323745582,,,
0.777777778,3.9542,-15.33467294,4.997479859,3.075488889,-0.67319957,,,
0.888888889,3.9542,-18.50562819,6.197778396,3.514844444,-1.054858735,,,
1,3.9542,-21.94415501,7.542254623,3.9542,-1.468723066,,,
0,4.0101,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.0101,-1.96780204,0.866436977,0.445566667,0.935649619,,,
0.222222222,4.0101,-3.569479516,1.145445602,0.891133333,0.742870207,,,
0.333333333,4.0101,-5.434993035,1.63917827,1.3367,0.51833524,,,
0.444444444,4.0101,-7.564346991,2.289735547,1.782266667,0.26204419,,,
0.555555556,4.0101,-9.957541959,3.07912165,2.227833333,-0.026003014,,,
0.666666667,4.0101,-12.61457777,4.004445973,2.6734,-0.34580635,,,
0.777777778,4.0101,-15.53545483,5.066992209,3.118966667,-0.697365868,,,
0.888888889,4.0101,-18.72017364,6.268848411,3.564533333,-1.080681628,,,
1,4.0101,-22.16873412,7.61197657,4.0101,-1.49575362,,,
0,4.066,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.066,-2.006578407,0.867224694,0.451777778,0.930982459,,,
0.222222222,4.066,-3.643405019,1.160332094,0.903555556,0.733972464,,,
0.333333333,4.066,-5.540440337,1.670345726,1.355333333,0.505643504,,,
0.444444444,4.066,-7.697688719,2.334813756,1.807111111,0.245995054,,,
0.555555556,4.066,-10.11515082,3.135003841,2.258888889,-0.044972965,,,
0.666666667,4.066,-12.79282644,4.067979517,2.710666667,-0.367260528,,,
0.777777778,4.066,-15.73071596,5.13511566,3.162444444,-0.720867682,,,
0.888888889,4.066,-18.92881988,6.338626324,3.614222222,-1.105794486,,,
1,4.066,-22.38713814,7.680601581,4.066,-1.522040934,,,
0,4.1219,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.1219,-2.044303026,0.868254637,0.457988889,0.926441888,,,
0.222222222,4.1219,-3.71532541,1.175347636,0.915977778,0.725316058,,,
0.333333333,4.1219,-5.643027551,1.701135576,1.373966667,0.49329601,,,
0.444444444,4.1219,-7.827413767,2.37903525,1.831955556,0.230381224,,,
0.555555556,4.1219,-10.26848479,3.189705332,2.289944444,-0.063428386,,,
0.666666667,4.1219,-12.9662404,4.130167718,2.747933333,-0.388132796,,,
0.777777778,4.1219,-15.92068095,5.201866326,3.205922222,-0.743732047,,,
0.888888889,4.1219,-19.13180693,6.407117661,3.663911111,-1.130226199,,,
1,4.1219,-22.5996183,7.748120745,4.1219,-1.547615247,,,
0,4.1778,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.1778,-2.081018116,0.86950576,0.4642,0.922022825,,,
0.222222222,4.1778,-3.785321175,1.190446852,0.9284,0.716891301,,,
0.333333333,4.1778,-5.742869483,1.731520819,1.3926,0.481278941,,,
0.444444444,4.1778,-7.95366731,2.422400938,1.8568,0.215185229,,,
0.555555556,4.1778,-10.41771547,3.243244191,2.321,-0.081389931,,,
0.666666667,4.1778,-13.13501372,4.191033678,2.7852,-0.408446512,,,
0.777777778,4.1778,-16.10556238,5.267263402,3.2494,-0.765984551,,,
0.888888889,4.1778,-19.32936194,6.474331847,3.7136,-1.154004107,,,
1,4.1778,-22.80641239,7.814529982,4.1778,-1.572505179,,,
0,4.2337,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.2337,-2.116763664,0.870958565,0.470411111,0.917720457,,,
0.222222222,4.2337,-3.85346855,1.205590165,0.940822222,0.708689019,,,
0.333333333,4.2337,-5.840074874,1.761480522,1.411233333,0.469579208,,,
0.444444444,4.2337,-8.076586858,2.464915526,1.881644444,0.200390516,,,
0.555555556,4.2337,-10.56300539,3.295640781,2.352055556,-0.098877163,,,
0.666666667,4.2337,-13.29933022,4.250602482,2.822466667,-0.428223801,,,
0.777777778,4.2337,-16.28556162,5.331328498,3.292877778,-0.787649429,,,
0.888888889,4.2337,-19.5217001,6.540281511,3.763288889,-1.177154108,,,
1,4.2337,-23.00774564,7.879829316,4.2337,-1.596737838,,,
0,4.2896,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.2896,-2.151577574,0.872595001,0.476622222,0.913530222,,,
0.222222222,4.2896,-3.919839798,1.220743137,0.953244444,0.700700513,,,
0.333333333,4.2896,-5.934746799,1.790998843,1.429866667,0.458184406,,,
0.444444444,4.2896,-8.196302752,2.506586745,1.906488889,0.185981398,,,
0.555555556,4.2896,-10.70450862,3.346917183,2.383111111,-0.115908625,,,
0.666666667,4.2896,-13.45936413,4.308900672,2.859733333,-0.447485634,,,
0.777777778,4.2896,-16.46086954,5.3940851,3.336355556,-0.808749656,,,
0.888888889,4.2896,-19.70902534,6.604981893,3.812977778,-1.199700751,,,
1,4.2896,-23.20383154,7.94402224,4.2896,-1.620338922,,,
0,4.3455,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.3455,-2.1854958,0.874398366,0.482833333,0.909447792,,,
0.222222222,4.3455,-3.98450346,1.235875876,0.965666667,0.692917534,,,
0.333333333,4.3455,-6.026983029,1.820064208,1.4485,0.447082766,,,
0.444444444,4.3455,-8.312938626,2.54742473,1.931333333,0.171942994,,,
0.555555556,4.3455,-10.84237128,3.397096726,2.414166667,-0.132501906,,,
0.666666667,4.3455,-13.61528073,4.365955824,2.897,-0.466251903,,,
0.777777778,4.3455,-16.63166718,5.455558112,3.379833333,-0.829307021,,,
0.888888889,4.3455,-19.89153112,6.668450345,3.862666667,-1.221667319,,,
1,4.3455,-23.39487258,8.007115174,4.3455,-1.643332802,,,
0,4.4014,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.4014,-2.218552469,0.876353211,0.489044444,0.905469061,,,
0.222222222,4.4014,-4.0475246,1.250962511,0.978088889,0.68533225,,,
0.333333333,4.4014,-6.116876367,1.848668614,1.467133333,0.436263119,,,
0.444444444,4.4014,-8.426611832,2.587441496,1.956177778,0.15826118,,,
0.555555556,4.4014,-10.9767321,3.44620361,2.445222222,-0.148673701,,,
0.666666667,4.4014,-13.76723689,4.421796194,2.934266667,-0.48454149,,,
0.777777778,4.4014,-16.7981264,5.515773479,3.423311111,-0.849342209,,,
0.888888889,4.4014,-20.06940107,6.730705904,3.912355556,-1.243075915,,,
1,4.4014,-23.581061,8.069116994,4.4014,-1.665742615,,,
0,4.4573,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.4573,-2.250779995,0.878445257,0.495255556,0.901590125,,,
0.222222222,4.4573,-4.108965015,1.265980713,0.990511111,0.677937223,,,
0.333333333,4.4573,-6.204514961,1.876807049,1.485766667,0.425714855,,,
0.444444444,4.4573,-8.537433839,2.626650525,1.981022222,0.144922539,,,
0.555555556,4.4573,-11.10772282,3.494262595,2.476277778,-0.164439868,,,
0.666666667,4.4573,-13.91538163,4.476450433,2.971533333,-0.502372329,,,
0.777777778,4.4573,-16.9604104,5.574757873,3.466788889,-0.868874865,,,
0.888888889,4.4573,-20.24280962,6.791768936,3.962044444,-1.263947531,,,
1,4.4573,-23.76257935,8.130038626,4.4573,-1.687590336,,,
0,4.5132,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.5132,-2.282209189,0.880661312,0.501466667,0.897807278,,,
0.222222222,4.5132,-4.168883441,1.280911284,1.002933333,0.670725385,,,
0.333333333,4.5132,-6.289982592,1.904476997,1.5044,0.415427891,,,
0.444444444,4.5132,-8.645510588,2.66506641,2.005866667,0.131914319,,,
0.555555556,4.5132,-11.23546867,3.541298754,2.507333333,-0.179815478,,,
0.666666667,4.5132,-14.05985655,4.529947361,3.0088,-0.519761468,,,
0.777777778,4.5132,-17.11867435,5.632538437,3.510266667,-0.887923663,,,
0.888888889,4.5132,-20.41192253,6.85166083,4.011733333,-1.28430212,,,
1,4.5132,-23.93960118,8.189892698,4.5132,-1.70889685,,,
0,4.5691,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.5691,-2.31286935,0.882989189,0.507677778,0.894116992,,,
0.222222222,4.5691,-4.22733574,1.295737772,1.015355556,0.663690011,,,
0.333333333,4.5691,-6.373358942,1.93167802,1.523033333,0.405392635,,,
0.444444444,4.5691,-8.750942841,2.702704574,2.030711111,0.119224394,,,
0.555555556,4.5691,-11.36008875,3.587337272,2.538388889,-0.194814868,,,
0.666666667,4.5691,-14.20079636,4.582315776,3.046066667,-0.536725116,,,
0.777777778,4.5691,-17.27306579,5.689142564,3.553744444,-0.906506362,,,
0.888888889,4.5691,-20.57689746,6.910403739,4.061422222,-1.304158659,,,
1,4.5691,-24.11229151,8.248693237,4.5691,-1.729682021,,,
0,4.625,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.625,-2.342788364,0.885417641,0.513888889,0.890515911,,,
0.222222222,4.625,-4.284375072,1.310446151,1.027777778,0.656824704,,,
0.333333333,4.625,-6.454719837,1.958411407,1.541666667,0.39559996,,,
0.444444444,4.625,-8.853826484,2.739581037,2.055555556,0.106841222,,,
0.555555556,4.625,-11.48169638,3.632403281,2.569444444,-0.209451678,,,
0.666666667,4.625,-14.33832924,4.633584304,3.083333333,-0.553278703,,,
0.777777778,4.625,-17.42372512,5.744597728,3.597222222,-0.924639862,,,
0.888888889,4.625,-20.73788447,6.968020369,4.111111111,-1.323535206,,,
1,4.625,-24.28080741,8.306455411,4.625,-1.749964753,,,
0,4.6809,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.6809,-2.371992783,0.887936287,0.5201,0.88700084,,,
0.222222222,4.6809,-4.34005206,1.325024522,1.0402,0.650123369,,,
0.333333333,4.6809,-6.534137486,1.98467988,1.5603,0.386041177,,,
0.444444444,4.6809,-8.954252826,2.775712217,2.0804,0.094753812,,,
0.555555556,4.6809,-11.60039951,3.676521735,2.6005,-0.223738898,,,
0.666666667,4.6809,-14.47257724,4.683781279,3.1206,-0.569436919,,,
0.777777778,4.6809,-17.57078607,5.798931334,3.6407,-0.942340256,,,
0.888888889,4.6809,-20.89502641,7.024533788,4.1608,-1.342448959,,,
1,4.6809,-24.44529842,8.363195301,4.6809,-1.769763047,,,
0,4.7368,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.7368,-2.400507907,0.89053555,0.526311111,0.883568732,,,
0.222222222,4.7368,-4.394414934,1.339462857,1.052622222,0.643580202,,,
0.333333333,4.7368,-6.611680686,2.010487337,1.578933333,0.376708005,,,
0.444444444,4.7368,-9.052308863,2.811114781,2.105244444,0.082951695,,,
0.555555556,4.7368,-11.71630095,3.719717302,2.631555556,-0.237688906,,,
0.666666667,4.7368,-14.60365666,4.732934645,3.157866667,-0.585213762,,,
0.777777778,4.7368,-17.71437602,5.852170599,3.684177778,-0.959622878,,,
0.888888889,4.7368,-21.04845943,7.079967275,4.210488889,-1.360916302,,,
1,4.7368,-24.60590705,8.418929714,4.7368,-1.789094053,,,
0,4.7927,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.7927,-2.428357854,0.893206601,0.532522222,0.880216687,,,
0.222222222,4.7927,-4.447509678,1.353752774,1.065044444,0.637189669,,,
0.333333333,4.7927,-6.687415025,2.035838644,1.597566667,0.367592548,,,
0.444444444,4.7927,-9.148077535,2.845805507,2.130088889,0.071424888,,,
0.555555556,4.7927,-11.82949875,3.76201429,2.662611111,-0.251313499,,,
0.666666667,4.7927,-14.73167838,4.781071886,3.195133333,-0.600622577,,,
0.777777778,4.7927,-17.85461643,5.904342459,3.727655556,-0.976502346,,,
0.888888889,4.7927,-21.19831329,7.134344192,4.260177778,-1.378952854,,,
1,4.7927,-24.76276914,8.47367601,4.7927,-1.807974122,,,
0,4.8486,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.8486,-2.455565631,0.895941299,0.538733333,0.876941933,,,
0.222222222,4.8486,-4.499380152,1.367887328,1.077466667,0.630946489,,,
0.333333333,4.8486,-6.761403067,2.060739454,1.6162,0.358687278,,,
0.444444444,4.8486,-9.241637955,2.879801188,2.154933333,0.060163867,,,
0.555555556,4.8486,-11.94008641,3.803436576,2.693666667,-0.264623934,,,
0.666666667,4.8486,-14.85674815,4.828219958,3.2324,-0.615676092,,,
0.777777778,4.8486,-17.99162315,5.95547349,3.771133333,-0.992992604,,,
0.888888889,4.8486,-21.3447118,7.187687874,4.309866667,-1.396573516,,,
1,4.8486,-24.91601428,8.527451965,4.8486,-1.826418851,,,
0,4.9045,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.9045,-2.482153197,0.898732143,0.544944444,0.873741828,,,
0.222222222,4.9045,-4.550068217,1.381860844,1.089888889,0.624845626,,,
0.333333333,4.9045,-6.833704523,2.085196052,1.634833333,0.349985006,,,
0.444444444,4.9045,-9.33306563,2.913118537,2.179777778,0.049159546,,,
0.555555556,4.9045,-12.04815318,3.844007563,2.724722222,-0.277630953,,,
0.666666667,4.9045,-14.9789669,4.874405255,3.269666667,-0.630386457,,,
0.777777778,4.9045,-18.12550675,6.005589845,3.814611111,-1.009106961,,,
0.888888889,4.9045,-21.48777309,7.240021539,4.359555556,-1.413792509,,,
1,4.9045,-25.06576613,8.580275646,4.9045,-1.844443126,,,
0,4.9604,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,4.9604,-2.508141518,0.901572223,0.551155556,0.870613849,,,
0.222222222,4.9604,-4.599613849,1.395668755,1.102311111,0.618882267,,,
0.333333333,4.9604,-6.904376413,2.109215229,1.653466667,0.341478871,,,
0.444444444,4.9604,-9.422432664,2.945774127,2.204622222,0.038403246,,,
0.555555556,4.9604,-12.15378429,3.883750142,2.755777778,-0.290344813,,,
0.666666667,4.9604,-15.09843103,4.919653568,3.306933333,-0.644765272,,,
0.777777778,4.9604,-18.25637282,6.054717204,3.858088889,-1.024858124,,,
0.888888889,4.9604,-21.62761,7.29136821,4.409244444,-1.430623411,,,
1,4.9604,-25.2121428,8.632165305,4.9604,-1.86206116,,,
0,5.0163,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.0163,-2.533550629,0.904455178,0.557366667,0.867555585,,,
0.222222222,5.0163,-4.64805524,1.409307462,1.114733333,0.613051816,,,
0.333333333,5.0163,-6.973473214,2.132804172,1.6721,0.333162315,,,
0.444444444,5.0163,-9.509807945,2.977784329,2.229466667,0.027886674,,,
0.555555556,5.0163,-12.25706117,3.922686665,2.786833333,-0.302775315,,,
0.666666667,5.0163,-15.21523262,4.963990068,3.3442,-0.658823621,,,
0.777777778,5.0163,-18.38432223,6.102880739,3.901566667,-1.040258235,,,
0.888888889,5.0163,-21.76433032,7.341750661,4.458933333,-1.447079198,,,
1,5.0163,-25.35525713,8.683139291,5.0163,-1.879286535,,,
0,5.0722,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.0722,-2.558399679,0.90737515,0.563577778,0.86456473,,,
0.222222222,5.0722,-4.695428899,1.422774221,1.127155556,0.607349877,,,
0.333333333,5.0722,-7.041047004,2.15597037,1.690733333,0.32502907,,,
0.444444444,5.0722,-9.595257326,3.009165271,2.254311111,0.017601906,,,
0.555555556,5.0722,-12.35806164,3.960838928,2.817888889,-0.314931827,,,
0.666666667,5.0722,-15.3294597,5.007439284,3.381466667,-0.672572101,,,
0.777777778,5.0722,-18.50945141,6.150105086,3.945044444,-1.055318902,,,
0.888888889,5.0722,-21.89803709,7.391191356,4.508622222,-1.463172271,,,
1,5.0722,-25.49521698,8.733215974,5.0722,-1.896132234,,,
0,5.1281,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.1281,-2.582706984,0.91032675,0.569788889,0.86163908,,,
0.222222222,5.1281,-4.741769743,1.436067029,1.139577778,0.60177225,,,
0.333333333,5.1281,-7.107147587,2.178721537,1.709366667,0.317073141,,,
0.444444444,5.1281,-9.678843788,3.039932801,2.279155556,0.007541361,,,
0.555555556,5.1281,-12.45686016,3.99822816,2.848944444,-0.32682331,,,
0.666666667,5.1281,-15.44119647,5.050025102,3.418733333,-0.686020843,,,
0.777777778,5.1281,-18.6318526,6.19641432,3.988522222,-1.070051225,,,
0.888888889,5.1281,-22.02882886,7.439712416,4.558311111,-1.478914492,,,
1,5.1281,-25.63212549,8.782413677,5.1281,-1.912610673,,,
0,5.184,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.184,-2.606490069,0.913305022,0.576,0.858776525,,,
0.222222222,5.184,-4.787111184,1.449184532,1.152,0.596314911,,,
0.333333333,5.184,-7.171822622,2.201065545,1.728,0.309288793,,,
0.444444444,5.184,-9.760627596,3.070102464,2.304,-0.002302216,,,
0.555555556,5.184,-12.55352796,4.034875014,2.88,-0.338458337,,,
0.666666667,5.184,-15.55052349,5.091770752,3.456,-0.699179546,,,
0.777777778,5.184,-18.75161405,6.241831943,4.032,-1.084465825,,,
0.888888889,5.184,-22.15679994,7.487335583,4.608,-1.49431721,,,
1,5.184,-25.7660814,8.830750623,5.184,-1.928733731,,,
0,5.2399,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.2399,-2.629765711,0.916305409,0.582211111,0.855975047,,,
0.222222222,5.2399,-4.831485206,1.462125943,1.164422222,0.590974012,,,
0.333333333,5.2399,-7.235117732,2.22301037,1.746633333,0.301670534,,,
0.444444444,5.2399,-9.840666443,3.099689479,2.328844444,-0.011935767,,,
0.555555556,5.2399,-12.64813322,4.070799569,2.911055556,-0.349845117,,,
0.666666667,5.2399,-15.65751787,5.132698818,3.493266667,-0.712057491,,,
0.777777778,5.2399,-18.86882023,6.286380876,4.075477778,-1.098572872,,,
0.888888889,5.2399,-22.28204058,7.534082194,4.657688889,-1.509391293,,,
1,5.2399,-25.89717918,8.878244889,5.2399,-1.944512784,,,
0,5.2958,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.2958,-2.65254998,0.919323722,0.588422222,0.853232711,,,
0.222222222,5.2958,-4.874922445,1.474890969,1.176844444,0.585745865,,,
0.333333333,5.2958,-7.297076615,2.244564043,1.765266667,0.294213104,,,
0.444444444,5.2958,-9.919015585,3.128708722,2.353688889,-0.021365943,,,
0.555555556,5.2958,-12.74074127,4.106021331,2.942111111,-0.360991509,,,
0.666666667,5.2958,-15.76225349,5.172831236,3.530533333,-0.724663569,,,
0.777777778,5.2958,-18.98355206,6.330083453,4.118955556,-1.112382103,,,
0.888888889,5.2958,-22.40463726,7.57997316,4.707377778,-1.524147145,,,
1,5.2958,-26.02550935,8.924914363,5.2958,-1.959958724,,,
0,5.3517,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.3517,-2.674858272,0.922356116,0.594633333,0.850547664,,,
0.222222222,5.3517,-4.917452255,1.487479746,1.189266667,0.580626937,,,
0.333333333,5.3517,-7.357741142,2.265734611,1.7839,0.286911465,,,
0.444444444,5.3517,-9.995727971,3.15717472,2.378533333,-0.030599118,,,
0.555555556,5.3517,-12.83141469,4.140559238,2.973166667,-0.371905046,,,
0.666666667,5.3517,-15.86480112,5.212189302,3.5678,-0.737006298,,,
0.777777778,5.3517,-19.09588708,6.37296142,4.162433333,-1.125902852,,,
0.888888889,5.3517,-22.52467283,7.625028953,4.757066667,-1.538594739,,,
1,5.3517,-26.15115863,8.970776715,5.3517,-1.97508199,,,
0,5.4076,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.4076,-2.696705349,0.92539906,0.600844444,0.847918129,,,
0.222222222,5.4076,-4.959102777,1.499892779,1.201688889,0.575613841,,,
0.333333333,5.4076,-7.417151454,2.286530104,1.802533333,0.279760783,,,
0.444444444,5.4076,-10.07085436,3.185101642,2.403377778,-0.039641401,,,
0.555555556,5.4076,-12.92021347,4.174431666,3.004222222,-0.382592951,,,
0.666666667,5.4076,-15.96522862,5.250793685,3.605066667,-0.749093847,,,
0.777777778,5.4076,-19.20589962,6.415035939,4.205911111,-1.139144066,,,
0.888888889,5.4076,-22.64222672,7.669269598,4.806755556,-1.552743636,,,
1,5.4076,-26.27421016,9.015849371,5.4076,-1.989892589,,,
0,5.4635,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.4635,-2.718105368,0.928449312,0.607055556,0.845342402,,,
0.222222222,5.4635,-4.999901002,1.512130899,1.214111111,0.570703328,,,
0.333333333,5.4635,-7.475346048,2.306958508,1.821166667,0.272756427,,,
0.444444444,5.4635,-10.14444343,3.212503296,2.428222222,-0.048498652,,,
0.555555556,5.4635,-13.00719515,4.20765644,3.035277778,-0.393062149,,,
0.666666667,5.4635,-16.06360107,5.288664432,3.642333333,-0.760934048,,,
0.777777778,5.4635,-19.31366097,6.456327592,4.249388889,-1.152114323,,,
0.888888889,5.4635,-22.75737509,7.712714657,4.856444444,-1.566603002,,,
1,5.4635,-26.39474369,9.060149487,5.4635,-2.004400118,,,
0,5.5194,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.5194,-2.739071912,0.931503904,0.613266667,0.842818849,,,
0.222222222,5.5194,-5.039872825,1.524195213,1.226533333,0.565892281,,,
0.333333333,5.5194,-7.532361863,2.327027741,1.8398,0.26589395,,,
0.444444444,5.5194,-10.2165419,3.239393126,2.453066667,-0.057176491,,,
0.555555556,5.5194,-13.09241495,4.240250844,3.066333333,-0.403319284,,,
0.666666667,5.5194,-16.1599809,5.325820988,3.6796,-0.772534415,,,
0.777777778,5.5194,-19.41923952,6.496856384,4.292866667,-1.164821857,,,
0.888888889,5.5194,-22.87019103,7.755383234,4.906133333,-1.580181636,,,
1,5.5194,-26.51283571,9.103693931,5.5194,-2.018613784,,,
0,5.5753,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.5753,-2.759618019,0.934560112,0.619477778,0.840345901,,,
0.222222222,5.5753,-5.079043103,1.536087065,1.238955556,0.56117771,,,
0.333333333,5.5753,-7.588234355,2.346745633,1.858433333,0.259169084,,,
0.444444444,5.5753,-10.28719459,3.265784215,2.477911111,-0.065680316,,,
0.555555556,5.5753,-13.17592586,4.272231633,3.097388889,-0.413370736,,,
0.666666667,5.5753,-16.25442806,5.362282201,3.716866667,-0.783902164,,,
0.777777778,5.5753,-19.52270094,6.53664176,4.336344444,-1.177274571,,,
0.888888889,5.5753,-22.98074471,7.797293972,4.955822222,-1.593487981,,,
1,5.5753,-26.62855966,9.146499275,5.5753,-2.032542428,,,
0,5.6312,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.6312,-2.77975621,0.937615445,0.625688889,0.837922049,,,
0.222222222,5.6312,-5.117435706,1.547808006,1.251377778,0.55655674,,,
0.333333333,5.6312,-7.642997573,2.366119915,1.877066667,0.252577731,,,
0.444444444,5.6312,-10.35644458,3.291689288,2.502755556,-0.074015309,,,
0.555555556,5.6312,-13.25777877,4.303615045,3.128444444,-0.42322263,,,
0.666666667,5.6312,-16.34700009,5.398066345,3.754133333,-0.795044221,,,
0.777777778,5.6312,-19.62410826,6.575702607,4.379822222,-1.189480052,,,
0.888888889,5.6312,-23.0891035,7.838465048,5.005511111,-1.606530147,,,
1,5.6312,-26.74198607,9.188581776,5.6312,-2.046194538,,,
0,5.6871,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.6871,-2.799498514,0.940667621,0.6319,0.835545847,,,
0.222222222,5.6871,-5.155073568,1.55935976,1.2638,0.552026611,,,
0.333333333,5.6871,-7.696684227,2.385158199,1.8957,0.246115955,,,
0.444444444,5.6871,-10.42433321,3.317120715,2.5276,-0.082186449,,,
0.555555556,5.6871,-13.33802258,4.334416814,3.1595,-0.43288085,,,
0.666666667,5.6871,-16.43775229,5.433191129,3.7914,-0.805967242,,,
0.777777778,5.6871,-19.72352207,6.614057269,4.4233,-1.201445592,,,
0.888888889,5.6871,-23.19533211,7.878914184,5.0552,-1.619315923,,,
1,5.6871,-26.85318268,9.229957373,5.6871,-2.059578267,,,
0,5.743,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.743,-2.818856492,0.943714558,0.638111111,0.833215902,,,
0.222222222,5.743,-5.191978726,1.570744197,1.276222222,0.547584672,,,
0.333333333,5.743,-7.749325753,2.403867974,1.914333333,0.239779971,,,
0.444444444,5.743,-10.49090024,3.342090514,2.552444444,-0.090198519,,,
0.555555556,5.743,-13.41670426,4.364652186,3.190555556,-0.442351052,,,
0.666666667,5.743,-16.5267378,5.467673712,3.828666667,-0.816677622,,,
0.777777778,5.743,-19.82100058,6.651723557,4.466777778,-1.213178196,,,
0.888888889,5.743,-23.29949275,7.918658644,5.104888889,-1.631852796,,,
1,5.743,-26.96221461,9.270641678,5.743,-2.072701453,,,
0,5.7989,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.7989,-2.837841256,0.946754351,0.644322222,0.830930878,,,
0.222222222,5.7989,-5.22817237,1.581963313,1.288644444,0.543228371,,,
0.333333333,5.7989,-7.800952376,2.422256597,1.932966667,0.233566142,,,
0.444444444,5.7989,-10.55618389,3.366610363,2.577288889,-0.098056121,,,
0.555555556,5.7989,-13.49386901,4.394335928,3.221611111,-0.451638673,,,
0.666666667,5.7989,-16.61400772,5.501530726,3.865933333,-0.827181511,,,
0.777777778,5.7989,-19.91659974,6.688718761,4.510255556,-1.224684602,,,
0.888888889,5.7989,-23.40164523,7.957715246,5.154577778,-1.644147964,,,
1,5.7989,-27.06914446,9.310649975,5.7989,-2.08557163,,,
0,5.8548,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.8548,-2.856463499,0.949785265,0.650533333,0.828689487,,,
0.222222222,5.8548,-5.263674881,1.593019204,1.301066667,0.538955255,,,
0.333333333,5.8548,-7.851593165,2.440331282,1.9516,0.227470969,,,
0.444444444,5.8548,-10.62022092,3.3906916,2.602133333,-0.105763679,,,
0.555555556,5.8548,-13.56956025,4.423482348,3.252666667,-0.460748943,,,
0.666666667,5.8548,-16.69961118,5.534778281,3.9032,-0.837484825,,,
0.777777778,5.8548,-20.0103734,6.725059665,4.553733333,-1.235971288,,,
0.888888889,5.8548,-23.50184706,7.996100362,5.204266667,-1.65620835,,,
1,5.8548,-27.17403243,9.349997215,5.8548,-2.098196046,,,
0,5.9107,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.9107,-2.874733504,0.952805718,0.656744444,0.826490492,,,
0.222222222,5.9107,-5.298505866,1.603914054,1.313488889,0.534762965,,,
0.333333333,5.9107,-7.901276092,2.458099102,1.970233333,0.221491085,,,
0.444444444,5.9107,-10.6830467,3.414345236,2.626977778,-0.113325449,,,
0.555555556,5.9107,-13.64381981,4.452105303,3.283722222,-0.469686893,,,
