B.1.arg,B.1.vd,value,se,x,z,,,
0.666666667,5.9107,-16.78359546,5.56743199,3.940466667,-0.847593252,,,
0.777777778,5.9107,-20.10237334,6.760762559,4.597211111,-1.247044488,,,
0.888888889,5.9107,-23.60015358,8.03382993,5.253955556,-1.668040617,,,
1,5.9107,-27.27693647,9.388698016,5.9107,-2.110581673,,,
0,5.9666,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,5.9666,-2.892661172,0.955814272,0.662955556,0.824332701,,,
0.222222222,5.9666,-5.332684201,1.614650113,1.325911111,0.530649228,,,
0.333333333,5.9666,-7.950028078,2.47556698,1.988866667,0.21562325,,,
0.444444444,5.9666,-10.74469527,3.437581957,2.651822222,-0.120745529,,,
0.555555556,5.9666,-13.71668792,4.480218218,3.314777778,-0.478457368,,,
0.666666667,5.9666,-16.86600608,5.599506977,3.977733333,-0.857512272,,,
0.777777778,5.9666,-20.19264942,6.79584325,4.640688889,-1.257910202,,,
0.888888889,5.9666,-23.69661808,8.070919461,5.303644444,-1.679651175,,,
1,5.9666,-27.37791233,9.426766665,5.9666,-2.122735223,,,
0,6.0225,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.0225,-2.910256037,0.95880962,0.669166667,0.822214967,,,
0.222222222,6.0225,-5.366228059,1.625229685,1.338333333,0.526611858,,,
0.333333333,6.0225,-7.997875045,2.492741691,2.0075,0.209864344,,,
0.444444444,6.0225,-10.80519942,3.460412137,2.676666667,-0.128027866,,,
0.555555556,6.0225,-13.78820333,4.507834096,3.345833333,-0.48706503,,,
0.666666667,6.0225,-16.94688685,5.631017897,4.015,-0.867247157,,,
0.777777778,6.0225,-20.28124965,6.83031708,4.684166667,-1.268574208,,,
0.888888889,6.0225,-23.79129184,8.107384046,5.353333333,-1.691046197,,,
1,6.0225,-27.4770137,9.464217118,6.0225,-2.134663157,,,
0,6.0784,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.0784,-2.927527279,0.961790576,0.675377778,0.820136184,,,
0.222222222,6.0784,-5.399154944,1.635655117,1.350755556,0.522648747,,,
0.333333333,6.0784,-8.044841963,2.509629857,2.026133333,0.204211362,,,
0.444444444,6.0784,-10.86459072,3.482845843,2.701511111,-0.135176258,,,
0.555555556,6.0784,-13.85840336,4.534965534,3.376888889,-0.495514371,,,
0.666666667,6.0784,-17.02627998,5.661978953,4.052266667,-0.876802989,,,
0.777777778,6.0784,-20.36822024,6.864198934,4.727644444,-1.279042072,,,
0.888888889,6.0784,-23.88422426,8.143238366,5.403022222,-1.702231631,,,
1,6.0784,-27.5742923,9.501063004,6.0784,-2.146371702,,,
0,6.1343,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.1343,-2.944483745,0.964756067,0.681588889,0.818095287,,,
0.222222222,6.1343,-5.431481724,1.645928786,1.363177778,0.518757865,,,
0.333333333,6.1343,-8.090952891,2.52623795,2.044766667,0.198661407,,,
0.444444444,6.1343,-10.92289959,3.504892847,2.726355556,-0.142194368,,,
0.555555556,6.1343,-13.92732396,4.561624734,3.407944444,-0.50380972,,,
0.666666667,6.1343,-17.10422614,5.692403902,4.089533333,-0.886184663,,,
0.777777778,6.1343,-20.45360577,6.897503257,4.771122222,-1.289319154,,,
0.888888889,6.1343,-23.97546295,8.178496701,5.452711111,-1.713213207,,,
1,6.1343,-27.66979797,9.537317627,6.1343,-2.157866853,,,
0,6.1902,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.1902,-2.961133965,0.967705126,0.6878,0.816091251,,,
0.222222222,6.1902,-5.463224655,1.656053091,1.3756,0.514937256,,,
0.333333333,6.1902,-8.136231018,2.542572289,2.0634,0.193211689,,,
0.444444444,6.1902,-10.98015535,3.526562628,2.7512,-0.149085726,,,
0.555555556,6.1902,-13.99499981,4.58782352,3.439,-0.511955249,,,
0.666666667,6.1902,-17.18076453,5.72230608,4.1268,-0.895396895,,,
0.777777778,6.1902,-20.53744917,6.930244066,4.8146,-1.299410625,,,
0.888888889,6.1902,-24.0650538,8.213172942,5.5024,-1.723996446,,,
1,6.1902,-27.76357872,9.572993972,6.1902,-2.169154393,,,
0,6.2461,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.2461,-2.977486159,0.970636878,0.694011111,0.814123086,,,
0.222222222,6.2461,-5.494399415,1.666030443,1.388022222,0.511185032,,,
0.333333333,6.2461,-8.180698704,2.558639043,2.082033333,0.187859516,,,
0.444444444,6.2461,-11.03638628,3.547864386,2.776044444,-0.155853734,,,
0.555555556,6.2461,-14.06146431,4.613573346,3.470055556,-0.519954979,,,
0.666666667,6.2461,-17.25593294,5.751698409,4.164066667,-0.904444237,,,
0.777777778,6.2461,-20.61979184,6.962434962,4.858077778,-1.309321466,,,
0.888888889,6.2461,-24.15304105,8.247280595,5.552088889,-1.734586674,,,
1,6.2461,-27.85568088,9.608104708,6.2461,-2.180239896,,,
0,6.302,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.302,-2.993548259,0.973550539,0.700222222,0.812189836,,,
0.222222222,6.302,-5.525021122,1.675863258,1.400444444,0.507499375,,,
0.333333333,6.302,-8.224377515,2.574444231,2.100666667,0.182602293,,,
0.444444444,6.302,-11.09161965,3.568807048,2.800888889,-0.162501675,,,
0.555555556,6.302,-14.1267497,4.638885311,3.501111111,-0.527812791,,,
0.666666667,6.302,-17.32976784,5.780593413,4.201333333,-0.913331075,,,
0.777777778,6.302,-20.70067371,6.994089146,4.901555556,-1.319056485,,,
0.888888889,6.302,-24.23946737,8.280832797,5.601777778,-1.744989028,,,
1,6.302,-27.94614911,9.642662191,6.302,-2.191128737,,,
0,6.3579,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.3579,-3.009327916,0.976445407,0.706433333,0.810290582,,,
0.222222222,6.3579,-5.555104363,1.685553952,1.412866667,0.503878528,,,
0.333333333,6.3579,-8.26728826,2.589993725,2.1193,0.177437516,,,
0.444444444,6.3579,-11.14588178,3.589399276,2.825733333,-0.169032716,,,
0.555555556,6.3579,-14.19088709,4.663770172,3.532166667,-0.535532427,,,
0.666666667,6.3579,-17.4023044,5.809003233,4.2386,-0.922061643,,,
0.777777778,6.3579,-20.78013333,7.025219428,4.945033333,-1.328620319,,,
0.888888889,6.3579,-24.32437394,8.313842321,5.651466667,-1.755208462,,,
1,6.3579,-28.03502651,9.676678476,6.3579,-2.201826105,,,
0,6.4138,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.4138,-3.024832515,0.979320854,0.712644444,0.808424434,,,
0.222222222,6.4138,-5.584663218,1.695104933,1.425288889,0.500320796,,,
0.333333333,6.4138,-8.30945102,2.605293248,2.137933333,0.172362766,,,
0.444444444,6.4138,-11.19919805,3.609649478,2.850577778,-0.175449913,,,
0.555555556,6.4138,-14.2539065,4.688238352,3.563222222,-0.543117502,,,
0.666666667,6.4138,-17.47357656,5.836939637,4.275866667,-0.930640028,,,
0.777777778,6.4138,-20.85820787,7.055838238,4.988511111,-1.338017445,,,
0.888888889,6.4138,-24.40780048,8.346321587,5.701155556,-1.76524976,,,
1,6.4138,-28.12235467,9.710165315,6.4138,-2.212337005,,,
0,6.4697,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.4697,-3.040069186,0.982176323,0.718855556,0.806590534,,,
0.222222222,6.4697,-5.61371128,1.704518597,1.437711111,0.496824544,,,
0.333333333,6.4697,-8.350885185,2.620348383,2.156566667,0.167375711,,,
0.444444444,6.4697,-11.251593,3.629565809,2.875422222,-0.181756217,,,
0.555555556,6.4697,-14.31583689,4.712299957,3.594277778,-0.550571502,,,
0.666666667,6.4697,-17.5436171,5.864414037,4.313133333,-0.939070173,,,
0.777777778,6.4697,-20.93493325,7.085957645,5.031988889,-1.347252183,,,
0.888888889,6.4697,-24.48978537,8.378282675,5.750844444,-1.775117538,,,
1,6.4697,-28.20817375,9.74313417,6.4697,-2.222666271,,,
0,6.5256,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.5256,-3.055044814,0.98501132,0.725066667,0.804788053,,,
0.222222222,6.5256,-5.642261675,1.713797326,1.450133333,0.493388191,,,
0.333333333,6.5256,-8.391609477,2.63516457,2.1752,0.162474097,,,
0.444444444,6.5256,-11.30309028,3.649156186,2.900266667,-0.187954479,,,
0.555555556,6.5256,-14.37670626,4.735964781,3.625333333,-0.557897797,,,
0.666666667,6.5256,-17.61245766,5.891437495,4.3504,-0.947355888,,,
0.777777778,6.5256,-21.01034412,7.11558936,5.075466667,-1.356328707,,,
0.888888889,6.5256,-24.57036565,8.409737327,5.800533333,-1.784816257,,,
1,6.5256,-28.29252254,9.775596211,6.5256,-2.23281857,,,
0,6.5815,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.5815,-3.069766052,0.987825413,0.731277778,0.803016191,,,
0.222222222,6.5815,-5.670327084,1.722943481,1.462555556,0.490010212,,,
0.333333333,6.5815,-8.431641985,2.649747109,2.193833333,0.157655746,,,
0.444444444,6.5815,-11.35371278,3.668428294,2.925111111,-0.194047451,,,
0.555555556,6.5815,-14.43654164,4.759242323,3.656388889,-0.56509964,,,
0.666666667,6.5815,-17.68012883,5.91802074,4.387666667,-0.955500854,,,
0.777777778,6.5815,-21.08447399,7.144744754,5.118944444,-1.365251048,,,
0.888888889,6.5815,-24.64957712,8.440696965,5.850222222,-1.794350223,,,
1,6.5815,-28.37543849,9.807562331,6.5815,-2.242798413,,,
0,6.6374,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.6374,-3.084239325,0.990618221,0.737488889,0.801274174,,,
0.222222222,6.6374,-5.697919761,1.731959401,1.474977778,0.486689132,,,
0.333333333,6.6374,-8.471000188,2.664101166,2.212466667,0.152918556,,,
0.444444444,6.6374,-11.40348259,3.68738959,2.949955556,-0.200037793,,,
0.555555556,6.6374,-14.49536915,4.782141789,3.687444444,-0.572180175,,,
0.666666667,6.6374,-17.74666015,5.94417418,4.424933333,-0.963508627,,,
0.777777778,6.6374,-21.15735522,7.173434866,5.162422222,-1.374023101,,,
0.888888889,6.6374,-24.72745435,8.471172695,5.899911111,-1.8037236,,,
1,6.6374,-28.45695782,9.839043146,6.6374,-2.252610155,,,
0,6.6933,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.6933,-3.098470848,0.993389416,0.7437,0.799561255,,,
0.222222222,6.6933,-5.72505155,1.740847399,1.4874,0.483423524,,,
0.333333333,6.6933,-8.50970098,2.678231773,2.2311,0.148260492,,,
0.444444444,6.6933,-11.45242109,3.706047314,2.9748,-0.205928076,,,
0.555555556,6.6933,-14.55321406,4.804672113,3.7185,-0.579142442,,,
0.666666667,6.6933,-17.81208019,5.969907909,4.4622,-0.971382643,,,
0.777777778,6.6933,-21.22901909,7.201670414,5.2059,-1.382648633,,,
0.888888889,6.6933,-24.80403077,8.501175315,5.9496,-1.812940411,,,
1,6.6933,-28.5371155,9.870049003,6.6933,-2.26225801,,,
0,6.7492,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.7492,-3.112466626,0.996138716,0.749911111,0.797876709,,,
0.222222222,6.7492,-5.751733902,1.74960976,1.499822222,0.480212011,,,
0.333333333,6.7492,-8.547760696,2.692143832,2.249733333,0.143679589,,,
0.444444444,6.7492,-11.50054893,3.724408493,2.999644444,-0.211720788,,,
0.555555556,6.7492,-14.61010077,4.826841955,3.749555556,-0.58598938,,,
0.666666667,6.7492,-17.87641654,5.995231719,4.499466667,-0.979126228,,,
0.777777778,6.7492,-21.29949586,7.229461805,5.249377778,-1.391131283,,,
0.888888889,6.7492,-24.87933872,8.530715331,5.999288889,-1.822004546,,,
1,6.7492,-28.61594538,9.900589989,6.7492,-2.271746048,,,
0,6.8051,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.8051,-3.12623247,0.998865883,0.756122222,0.796219839,,,
0.222222222,6.8051,-5.777977894,1.758248742,1.512244444,0.477053259,,,
0.333333333,6.8051,-8.585195134,2.705842118,2.268366667,0.139173944,,,
0.444444444,6.8051,-11.54788608,3.742479952,3.024488889,-0.217418332,,,
0.555555556,6.8051,-14.66605289,4.84865972,3.780611111,-0.592723831,,,
0.666666667,6.8051,-17.93969592,6.020155112,4.536733333,-0.986742594,,,
0.777777778,6.8051,-21.36881478,7.256819148,5.292855556,-1.399474573,,,
0.888888889,6.8051,-24.95340944,8.559802956,6.048977778,-1.830919768,,,
1,6.8051,-28.69348017,9.930675933,6.8051,-2.281078209,,,
0,6.861,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.861,-3.139773999,1.001570716,0.762333333,0.794589968,,,
0.222222222,6.861,-5.80379424,1.766766568,1.524666667,0.473945979,,,
0.333333333,6.861,-8.622019578,2.71933128,2.287,0.134741719,,,
0.444444444,6.861,-11.59445187,3.760268316,3.049333333,-0.223023035,,,
0.555555556,6.861,-14.72109328,4.87013356,3.811666667,-0.599348544,,,
0.666666667,6.861,-18.00194417,6.04468731,4.574,-0.994234851,,,
0.777777778,6.861,-21.43700414,7.283752258,5.336333333,-1.40768191,,,
0.888888889,6.861,-25.02627318,8.588448128,6.098666667,-1.839689716,,,
1,6.861,-28.76975154,9.960316416,6.861,-2.290258303,,,
0,6.9169,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.9169,-3.153096653,1.004253053,0.768544444,0.792986441,,,
0.222222222,6.9169,-5.829193308,1.775165431,1.537088889,0.470888924,,,
0.333333333,6.9169,-8.658248817,2.732615849,2.305633333,0.130381134,,,
0.444444444,6.9169,-11.640265,3.777780019,3.074177778,-0.228537147,,,
0.555555556,6.9169,-14.77524403,4.891271388,3.842722222,-0.605866179,,,
0.666666667,6.9169,-18.06318627,6.068837264,4.611266667,-1.001606009,,,
0.777777778,6.9169,-21.50409134,7.310270674,5.379811111,-1.415756588,,,
0.888888889,6.9169,-25.0979592,8.61666051,6.148355556,-1.848317913,,,
1,6.9169,-28.84479011,9.989520775,6.9169,-2.299290016,,,
0,6.9728,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,6.9728,-3.166205694,1.006912764,0.774755556,0.791408625,,,
0.222222222,6.9728,-5.854185134,1.783447489,1.549511111,0.467880884,,,
0.333333333,6.9728,-8.693897166,2.745700235,2.324266667,0.126090465,,,
0.444444444,6.9728,-11.68534358,3.795021311,3.099022222,-0.233962847,,,
0.555555556,6.9728,-14.82852654,4.912080882,3.873777778,-0.612279313,,,
0.666666667,6.9728,-18.12344644,6.092613661,4.648533333,-1.008858979,,,
0.777777778,6.9728,-21.57010288,7.33638366,5.423288889,-1.423701799,,,
0.888888889,6.9728,-25.16849582,8.644449504,6.198044444,-1.856807768,,,
1,6.9728,-28.91862553,10.01829811,6.9728,-2.308176917,,,
0,7.0287,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.0287,-3.179106221,1.00954975,0.780966667,0.789855905,,,
0.222222222,7.0287,-5.878779435,1.791614868,1.561933333,0.464920691,,,
0.333333333,7.0287,-8.728978484,2.758588734,2.3429,0.121868045,,,
0.444444444,7.0287,-11.72970513,3.811998261,3.123866667,-0.239302245,,,
0.555555556,7.0287,-14.88096153,4.932569496,3.904833333,-0.618590438,,,
0.666666667,7.0287,-18.1827481,6.116024936,4.6858,-1.015996583,,,
0.777777778,7.0287,-21.63506443,7.362100217,5.466766667,-1.431520633,,,
0.888888889,7.0287,-25.23791048,8.671824257,6.247733333,-1.865162582,,,
1,7.0287,-28.99128651,10.04665729,7.0287,-2.316922461,,,
0,7.0846,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.0846,-3.191803168,1.012163942,0.787177778,0.788327689,,,
0.222222222,7.0846,-5.90298562,1.799669655,1.574355556,0.462007211,,,
0.333333333,7.0846,-8.763506194,2.771285532,2.361533333,0.117712257,,,
0.444444444,7.0846,-11.77336663,3.828716768,3.148711111,-0.244557384,,,
0.555555556,7.0846,-14.93256906,4.952744467,3.935888889,-0.624801969,,,
0.666666667,7.0846,-18.24111393,6.139079282,4.723066667,-1.02302155,,,
0.777777778,7.0846,-21.69900084,7.387429093,5.510244444,-1.439216079,,,
0.888888889,7.0846,-25.30622972,8.698793668,6.297422222,-1.87338555,,,
1,7.0846,-29.06280085,10.07460696,7.0846,-2.325529994,,,
0,7.1405,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.1405,-3.204301316,1.014755295,0.793388889,0.7868234,,,
0.222222222,7.1405,-5.926812805,1.807613905,1.586777778,0.459139349,,,
0.333333333,7.1405,-8.797493298,2.783794702,2.380166667,0.113621537,,,
0.444444444,7.1405,-11.8163445,3.845182561,3.173555556,-0.249730242,,,
0.555555556,7.1405,-14.98336857,4.972612819,3.966944444,-0.630916245,,,
0.666666667,7.1405,-18.29856592,6.161784652,4.760333333,-1.029936525,,,
0.777777778,7.1405,-21.76193618,7.412378791,5.553722222,-1.446791037,,,
0.888888889,7.1405,-25.37347928,8.725366396,6.347111111,-1.88147977,,,
1,7.1405,-29.13319547,10.10215555,7.1405,-2.334002757,,,
0,7.1964,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.1964,-3.216605299,1.017323789,0.7996,0.785342481,,,
0.222222222,7.1964,-5.950269821,1.815449635,1.5992,0.45631604,,,
0.333333333,7.1964,-8.830952394,2.796120214,2.3988,0.109594369,,,
0.444444444,7.1964,-11.8586547,3.861401207,3.1984,-0.254822736,,,
0.555555556,7.1964,-15.03337887,4.992181379,3.998,-0.636935532,,,
0.666666667,7.1964,-18.35512536,6.184148774,4.7976,-1.036744073,,,
0.777777778,7.1964,-21.82389379,7.436957575,5.5972,-1.454248313,,,
0.888888889,7.1964,-25.43968408,8.751550868,6.3968,-1.889448242,,,
1,7.1964,-29.20249648,10.12931127,7.1964,-2.342343892,,,
0,7.2523,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.2523,-3.228719607,1.019869426,0.805811111,0.783884391,,,
0.222222222,7.2523,-5.973365229,1.823178826,1.611622222,0.453536255,,,
0.333333333,7.2523,-8.863895691,2.808265933,2.417433333,0.105629282,,,
0.444444444,7.2523,-11.90031265,3.877378117,3.223244444,-0.259836726,,,
0.555555556,7.2523,-15.08261823,5.011456773,4.029055556,-0.642862028,,,
0.666666667,7.2523,-18.4108129,6.206179154,4.834866667,-1.043446678,,,
0.777777778,7.2523,-21.88489628,7.461173477,5.640677778,-1.46159063,,,
0.888888889,7.2523,-25.50486828,8.777355286,6.446488889,-1.897293874,,,
1,7.2523,-29.27072916,10.15608212,7.2523,-2.350556442,,,
0,7.3082,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.3082,-3.240648591,1.022392228,0.812022222,0.782448607,,,
0.222222222,7.3082,-5.996107325,1.830803424,1.624044444,0.450798995,,,
0.333333333,7.3082,-8.896335025,2.820235624,2.436066667,0.101724854,,,
0.444444444,7.3082,-11.94133332,3.893118551,3.248088889,-0.264774013,,,
0.555555556,7.3082,-15.13110433,5.030445441,4.060111111,-0.64869786,,,
0.666666667,7.3082,-18.46564853,6.227883087,4.872133333,-1.050046746,,,
0.777777778,7.3082,-21.94496555,7.48503431,5.684155556,-1.468820624,,,
0.888888889,7.3082,-25.5690553,8.802787631,6.496177778,-1.905019485,,,
1,7.3082,-29.33791802,10.18247592,7.3082,-2.358643356,,,
0,7.3641,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.3641,-3.252396472,1.024892236,0.818233333,0.781034621,,,
0.222222222,7.3641,-6.018504157,1.838325337,1.636466667,0.448103291,,,
0.333333333,7.3641,-8.928281872,2.832032955,2.4547,0.097879701,,,
0.444444444,7.3641,-11.98173122,3.908627621,3.272933333,-0.269636343,,,
0.555555556,7.3641,-15.17885432,5.049153638,4.091166667,-0.654445095,,,
0.666666667,7.3641,-18.51965166,6.249267661,4.9094,-1.056546614,,,
0.777777778,7.3641,-22.00412287,7.50854767,5.727633333,-1.475940855,,,
0.888888889,7.3641,-25.63226785,8.827855673,6.545866667,-1.912627806,,,
1,7.3641,-29.40408684,10.20850026,7.3641,-2.366607498,,,
0,7.42,-0.629959235,0.876928548,0,1.096673641,,,
0.111111111,7.42,-3.263967343,1.027369507,0.824444444,0.77964194,,,
0.222222222,7.42,-6.040563527,1.845746438,1.648888889,0.445448205,,,
0.333333333,7.42,-8.959747364,2.843661498,2.473333333,0.094092485,,,
0.444444444,7.42,-12.02152043,3.923910299,3.297777778,-0.27442541,,,
0.555555556,7.42,-15.22588485,5.067587445,4.122222222,-0.660105733,,,
0.666666667,7.42,-18.57284111,6.270339766,4.946666667,-1.062948546,,,
0.777777778,7.42,-22.06238884,7.531720944,5.771111111,-1.482953802,,,
0.888888889,7.42,-25.69452795,8.852566979,6.595555556,-1.920121491,,,
1,7.42,-29.46925866,10.23416257,7.42,-2.37445164,,,
