fl.mean,fl.var,fd.mean,fd.var,b.mean,b.var
1,8.51333333333333,1.02664385964912,2.65461538461538,0.54512024291498,4.38487179487179,1.4701677462888
2,9.95607142857143,2.54391362433862,3.39892857142857,2.83952843915344,5.50821428571429,2.82304484126984
3,9.90916666666667,2.02789357142857,3.2525,1.44633928571429,5.71611111111111,2.93143015873016
4,10.0104761904762,1.24495476190476,3.02619047619048,0.575034761904762,5.46,0.50178
5,9.179,1.95487666666667,3.379,1.11285444444444,6.362,2.14532888888889
6,10.48,0.31092,4.475,0.55155,8.32666666666667,2.72614666666667
7,9.31333333333333,2.14612941176471,3.035,0.44645,6.56055555555556,3.73947614379085
8,8.86647058823529,2.60308676470588,3.43470588235294,0.687188970588235,6.85470588235294,2.88210147058824
9,9.43666666666667,0.27575,3.49222222222222,0.330544444444444,7.55333333333333,1.6615
10,8.87444444444444,1.27140277777778,3.33666666666667,0.070425,6.61777777777778,2.06159444444444
11,8.78666666666667,2.08534666666667,3.09,0.28388,6.62166666666667,2.27361666666667
12,10.2533333333333,0.683309523809524,3.38933333333333,0.113078095238095,7.20666666666667,0.948509523809524
13,9.20235294117647,0.977269117647058,3.22823529411765,0.0930654411764706,6.60470588235294,2.26003897058824
14,7.61166666666667,1.18321666666667,3.03666666666667,0.265826666666667,5.82666666666667,3.61498666666667
15,8.62475,1.31208711538462,2.93875,0.176354807692308,5.10875,1.91211891025641
16,9.286,4.86818,3.758,0.77792,6.948,3.44557
17,9.06190476190476,1.76578619047619,2.90619047619048,0.304714761904762,5.38857142857143,4.47718285714286
18,8.36571428571429,1.70289337979094,2.54857142857143,0.119422299651568,4.35309523809524,3.4799975029036
19,8.72027777777778,1.20950563492064,2.65805555555556,0.186341825396825,4.85638888888889,2.12521801587302
20,9.05625,2.15556964285714,2.97875,0.0653839285714286,6.66142857142857,3.00338095238095
21,9.89285714285714,1.79052380952381,3.17142857142857,0.0571809523809524,6.30285714285714,3.32465714285714
22,9.23,2.01487692307692,2.84642857142857,0.179363186813187,5.68785714285714,2.15112582417582
23,10.3663636363636,1.18346545454545,3.24181818181818,0.155256363636364,6.93090909090909,3.22780909090909
24,9.44583333333333,1.49855378787879,3.01916666666667,0.151262878787879,5.75166666666667,1.78677878787879
25,8.88636363636364,2.31718545454545,3.01363636363636,0.130265454545455,6.13181818181818,2.87401636363636
26,9.80666666666667,2.03576333333333,3.03333333333333,0.0977533333333333,6.27809523809524,2.43214619047619
27,10.014,1.43314105263158,2.988,0.133932631578947,6.824,1.92977263157895
28,8.49666666666667,0.935652380952381,2.744,0.161325714285714,5.03333333333333,2.29696666666667
29,8.24875,1.86864107142857,2.83875,0.173955357142857,4.63375,0.836626785714286
30,8.71555555555556,0.467427777777778,2.95333333333333,0.20895,5.4,0.488125
31,8.485,0.954429999999999,2.66666666666667,0.153466666666667,5.47333333333333,0.304906666666667
32,8.71481481481482,0.298910541310541,2.55814814814815,0.101615669515669,4.13222222222222,0.59655641025641
33,8.2104,0.535279,2.7836,0.134365666666667,4.9032,0.575964333333333
34,8.81842105263158,0.960302923976608,2.68421052631579,0.0922923976608187,4.87578947368421,0.673736842105263
35,7.81352941176471,0.325861764705882,2.65941176470588,0.110730882352941,4.10470588235294,0.345288970588235
36,8.01642857142857,0.738855494505495,2.55642857142857,0.0666708791208791,4.86,1.66015384615385
37,8.85,0.957611764705882,2.68444444444444,0.0699908496732026,4.47166666666667,0.815461764705882
38,8.80125,0.699185,2.686875,0.09383625,3.89875,0.440211666666667
39,7.96244897959184,0.647539710884354,2.44367346938775,0.0869737244897959,3.83142857142857,0.187883333333333
40,7.82142857142857,0.563151648351648,2.26571428571429,0.0409802197802198,3.09857142857143,0.224043956043956
