"PlantID","pos_scaled","total_flw","B_pred"
9,0.454545454545455,9,6.67906210861582
9,0.464646464646465,9,6.6339628370844
9,0.474747474747475,9,6.58933653422858
9,0.484848484848485,9,6.54518404774609
9,0.494949494949495,9,6.50150780878718
9,0.505050505050505,9,6.45831166319704
9,0.515151515151515,9,6.41559972718292
9,0.525252525252525,9,6.37337582015532
9,0.535353535353535,9,6.33164282086717
9,0.545454545454546,9,6.29040234755357
9,0.555555555555556,9,6.24965371676825
9,0.565656565656566,9,6.20939345294652
9,0.575757575757576,9,6.16961524527727
9,0.585858585858586,9,6.13030917320487
9,0.595959595959596,9,6.0914628545907
9,0.606060606060606,9,6.05305998393892
9,0.616161616161616,9,6.0150806519357
9,0.626262626262626,9,5.97750211649178
9,0.636363636363636,9,5.9403001554605
9,0.646464646464647,9,5.90344757465245
9,0.656565656565657,9,5.86691373975999
9,0.666666666666667,9,5.8306658648846
9,0.676767676767677,9,5.79467004028525
9,0.686868686868687,9,5.75889253051119
9,0.696969696969697,9,5.72330050462233
9,0.707070707070707,9,5.68786260690173
9,0.717171717171717,9,5.65254986859219
9,0.727272727272727,9,5.61733758646552
9,0.737373737373737,9,5.58220486748347
9,0.747474747474748,9,5.54713602918624
9,0.757575757575758,9,5.51212115399719
9,0.767676767676768,9,5.47715470433059
9,0.777777777777778,9,5.44223668586474
9,0.787878787878788,9,5.40737365734053
9,0.797979797979798,9,5.37257638708697
9,0.808080808080808,9,5.33785879732279
9,0.818181818181818,9,5.30323705962347
9,0.828282828282828,9,5.26872928207654
9,0.838383838383838,9,5.23435549621712
9,0.848484848484849,9,5.20013620988793
9,0.858585858585859,9,5.16609141382592
9,0.868686868686869,9,5.1322395392814
9,0.878787878787879,9,5.09859699098602
9,0.888888888888889,9,5.06517734027809
9,0.898989898989899,9,5.03199069182903
9,0.909090909090909,9,4.99904325841927
9,0.919191919191919,9,4.96633745116985
9,0.929292929292929,9,4.93387324970486
9,0.939393939393939,9,4.9016474693464
9,0.94949494949495,9,4.86965486563292
9,0.95959595959596,9,4.837888900434
9,0.96969696969697,9,4.8063422271085
9,0.97979797979798,9,4.77500791948635
9,0.98989898989899,9,4.7438811293141
9,1,9,4.71295878157063
10,0,10,9.37668194555054
10,0.0101010101010101,10,9.29205107695093
10,0.0202020202020202,10,9.20818820862913
10,0.0303030303030303,10,9.12509110649888
10,0.0404040404040404,10,9.04276599134437
10,0.0505050505050505,10,8.96123085977283
10,0.0606060606060606,10,8.88051094760514
10,0.0707070707070707,10,8.80063978847232
10,0.0808080808080808,10,8.72165557509804
10,0.0909090909090909,10,8.64359886334284
10,0.101010101010101,10,8.56651402624044
10,0.111111111111111,10,8.49044604270156
10,0.121212121212121,10,8.41543982046984
10,0.131313131313131,10,8.34153915006488
10,0.141414141414141,10,8.26878535510281
10,0.151515151515152,10,8.19721667247836
10,0.161616161616162,10,8.12686680837193
10,0.171717171717172,10,8.05776337734532
10,0.181818181818182,10,7.98992777613872
10,0.191919191919192,10,7.9233744845221
10,0.202020202020202,10,7.85810890147414
10,0.212121212121212,10,7.79412949833026
10,0.222222222222222,10,7.73142901915569
10,0.232323232323232,10,7.66999381384706
10,0.242424242424242,10,7.60980348589062
10,0.252525252525253,10,7.55082985588639
10,0.262626262626263,10,7.49303960452594
10,0.272727272727273,10,7.4363951714589
10,0.282828282828283,10,7.38085305685831
10,0.292929292929293,10,7.32636505804454
10,0.303030303030303,10,7.27288037352945
10,0.313131313131313,10,7.22034527867241
10,0.323232323232323,10,7.16870550195984
10,0.333333333333333,10,7.11790721820935
10,0.343434343434343,10,7.0678977142103
10,0.353535353535354,10,7.01862615263812
10,0.363636363636364,10,6.97004467414566
10,0.373737373737374,10,6.92210954693347
10,0.383838383838384,10,6.87478238049275
10,0.393939393939394,10,6.82802957121443
10,0.404040404040404,10,6.78182071158074
10,0.414141414141414,10,6.73612929344507
10,0.424242424242424,10,6.69093332499775
10,0.434343434343434,10,6.64621550110527
10,0.444444444444444,10,6.60196168166515
10,0.454545454545455,10,6.55816253117549
10,0.464646464646465,10,6.51481269045299
10,0.474747474747475,10,6.47191033915328
10,0.484848484848485,10,6.42945659251338
10,0.494949494949495,10,6.38745433849956
10,0.505050505050505,10,6.34590806953242
10,0.515151515151515,10,6.30482260382353
10,0.525252525252525,10,6.26420247114553
10,0.535353535353535,10,6.22405125540687
10,0.545454545454546,10,6.18437123432019
10,0.555555555555556,10,6.14516226510546
10,0.565656565656566,10,6.10642125697657
10,0.575757575757576,10,6.0681421165355
10,0.585858585858586,10,6.03031492577466
10,0.595959595959596,10,5.99292715586887
10,0.606060606060606,10,5.95596212749976
10,0.616161616161616,10,5.91939935167313
10,0.626262626262626,10,5.88321534759624
10,0.636363636363636,10,5.84738506890114
10,0.646464646464647,10,5.81188035670975
10,0.656565656565657,10,5.77666946089046
10,0.666666666666667,10,5.74171840069469
10,0.676767676767677,10,5.70699204373127
10,0.686868686868687,10,5.67245544903911
10,0.696969696969697,10,5.63807465602378
10,0.707070707070707,10,5.60381730545408
10,0.717171717171717,10,5.56965358417939
10,0.727272727272727,10,5.53555823164929
10,0.737373737373737,10,5.50151003138898
10,0.747474747474748,10,5.46749328401744
10,0.757575757575758,10,5.43349838717061
10,0.767676767676768,10,5.39952035903988
10,0.777777777777778,10,5.36556006050767
10,0.787878787878788,10,5.331625258098
10,0.797979797979798,10,5.29772814854832
10,0.808080808080808,10,5.26388424409114
10,0.818181818181818,10,5.23011141918978
10,0.828282828282828,10,5.19642958303975
10,0.838383838383838,10,5.16286066964975
10,0.848484848484849,10,5.12942711516308
10,0.858585858585859,10,5.09615081500677
10,0.868686868686869,10,5.06305203181235
10,0.878787878787879,10,5.0301489012673
10,0.888888888888889,10,4.99745658259584
10,0.898989898989899,10,4.96498659025482
10,0.909090909090909,10,4.93274633982827
10,0.919191919191919,10,4.9007392347272
10,0.929292929292929,10,4.86896609494627
10,0.939393939393939,10,4.83742436628313
10,0.94949494949495,10,4.80610927593752
10,0.95959595959596,10,4.77501460759548
10,0.96969696969697,10,4.74413318373943
10,0.97979797979798,10,4.71345818102647
10,0.98989898989899,10,4.68298480207112
10,1,10,4.65270999880142
11,0,6,9.62112278143873
11,0.0101010101010101,6,9.53405052957546
11,0.0202020202020202,6,9.44777103540493
11,0.0303030303030303,6,9.36228248793524
11,0.0404040404040404,6,9.27759263810824
11,0.0505050505050505,6,9.19372252584449
11,0.0606060606060606,6,9.11070129163871
11,0.0707070707070707,6,9.02856727586821
11,0.0808080808080808,6,8.94736393589046
11,0.0909090909090909,6,8.86713722765732
11,0.101010101010101,6,8.78793712872316
11,0.111111111111111,6,8.70981413619413
11,0.121212121212121,6,8.63281844150686
11,0.131313131313131,6,8.55699877198736
11,0.141414141414141,6,8.48240092666627
11,0.151515151515152,6,8.40906715888153
11,0.161616161616162,6,8.33703459859237
11,0.171717171717172,6,8.26633351969323
11,0.181818181818182,6,8.19698726048093
11,0.191919191919192,6,8.12901148822978
11,0.202020202020202,6,8.06241183024969
11,0.212121212121212,6,7.99718628428055
11,0.222222222222222,6,7.93332656864917
11,0.232323232323232,6,7.87081739587979
11,0.242424242424242,6,7.80963609112096
11,0.252525252525253,6,7.74975145207034
11,0.262626262626263,6,7.69112665149228
11,0.272727272727273,6,7.63372021660094
11,0.282828282828283,6,7.57748414378705
11,0.292929292929293,6,7.52236524534172
11,0.303030303030303,6,7.46830744909645
11,0.313131313131313,6,7.41525140977324
11,0.323232323232323,6,7.36313713775124
11,0.333333333333333,6,7.31190507081495
11,0.343434343434343,6,7.26149682263311
11,0.353535353535354,6,7.21185603991507
11,0.363636363636364,6,7.16292959396882
11,0.373737373737374,6,7.1146688448398
11,0.383838383838384,6,7.0670309916212
11,0.393939393939394,6,7.0199784878212
11,0.404040404040404,6,6.97347731607102
11,0.414141414141414,6,6.92749778264933
11,0.424242424242424,6,6.88201522237619
11,0.434343434343434,6,6.83701020637728
11,0.444444444444444,6,6.79246685970771
11,0.454545454545455,6,6.74837472555274
11,0.464646464646465,6,6.70472784762894
11,0.474747474747475,6,6.66152429825853
11,0.484848484848485,6,6.6187655068819
11,0.494949494949495,6,6.57645495183285
11,0.505050505050505,6,6.53459798484529
11,0.515151515151515,6,6.49320035579713
11,0.525252525252525,6,6.45226752162806
11,0.535353535353535,6,6.41180394383612
11,0.545454545454546,6,6.37181266993585
11,0.555555555555556,6,6.33229409183081
11,0.565656565656566,6,6.29324535534122
11,0.575757575757576,6,6.25466029106873
11,0.585858585858586,6,6.21652850472288
11,0.595959595959596,6,6.17883671499621
11,0.606060606060606,6,6.14156706113891
11,0.616161616161616,6,6.10469748123267
11,0.626262626262626,6,6.06820261628567
11,0.636363636363636,6,6.03205537889575
11,0.646464646464647,6,5.99622527656885
11,0.656565656565657,6,5.96067789908417
11,0.666666666666667,6,5.92537641714662
11,0.676767676767677,6,5.89028276487431
11,0.686868686868687,6,5.85535909272535
11,0.696969696969697,6,5.8205686539583
11,0.707070707070707,6,5.78587650666981
11,0.717171717171717,6,5.75125053748955
11,0.727272727272727,6,5.71666369448484
11,0.737373737373737,6,5.68209340072305
11,0.747474747474748,6,5.64752317198687
11,0.757575757575758,6,5.61294325094049
11,0.767676767676768,6,5.57834896732347
11,0.777777777777778,6,5.54374207870049
11,0.787878787878788,6,5.5091319386375
11,0.797979797979798,6,5.47453276886503
11,0.808080808080808,6,5.43996243127825
11,0.818181818181818,6,5.40544137949786
11,0.828282828282828,6,5.3709923007655
11,0.838383838383838,6,5.33664010871862
11,0.848484848484849,6,5.30241027089762
11,0.858585858585859,6,5.26832766555773
11,0.868686868686869,6,5.23441538660199
11,0.878787878787879,6,5.20069419802288
11,0.888888888888889,6,5.16718160014668
11,0.898989898989899,6,5.13389109350226
11,0.909090909090909,6,5.1008316733861
11,0.919191919191919,6,5.06800791693664
11,0.929292929292929,6,5.03542153981783
11,0.939393939393939,6,5.00307050836133
11,0.94949494949495,6,4.97095030239892
11,0.95959595959596,6,4.93905473644653
11,0.96969696969697,6,4.9073764620674
11,0.97979797979798,6,4.87590843425657
11,0.98989898989899,6,4.84464567774449
11,1,6,4.81358502575425
12,0,18,8.49730685356249
12,0.0101010101010101,18,8.4201975942969
12,0.0202020202020202,18,8.34379268613368
12,0.0303030303030303,18,8.26809095432109
12,0.0404040404040404,18,8.1931004519833
12,0.0505050505050505,18,8.11884203376135
12,0.0606060606060606,18,8.04534430214192
12,0.0707070707070707,18,7.97264458984477
12,0.0808080808080808,18,7.90078504537405
12,0.0909090909090909,18,7.82981008873872
12,0.101010101010101,18,7.7597677841578
12,0.111111111111111,18,7.69070656452298
12,0.121212121212121,18,7.6226743876382
12,0.131313131313131,18,7.55571763829635
12,0.141414141414141,18,7.4898797654601
12,0.151515151515152,18,7.42520075374084
12,0.161616161616162,18,7.36171564554416
12,0.171717171717172,18,7.29945289533351
12,0.181818181818182,18,7.23843434370479
12,0.191919191919192,18,7.17867455205603
12,0.202020202020202,18,7.12017857905935
12,0.212121212121212,18,7.06294428697377
12,0.222222222222222,18,7.00696363856667
12,0.232323232323232,18,6.95222201815093
12,0.242424242424242,18,6.89869787644153
12,0.252525252525253,18,6.84636165553196
12,0.262626262626263,18,6.79517852026806
12,0.272727272727273,18,6.74510927315213
12,0.282828282828283,18,6.69610856268342
12,0.292929292929293,18,6.64812614090365
12,0.303030303030303,18,6.60110901821289
12,0.313131313131313,18,6.5550010701074
12,0.323232323232323,18,6.50974552685563
12,0.333333333333333,18,6.46528596622125
12,0.343434343434343,18,6.42156703214125
12,0.353535353535354,18,6.37853525646106
12,0.363636363636364,18,6.33614016500384
12,0.373737373737374,18,6.29433546902514
12,0.383838383838384,18,6.25308035096241
12,0.393939393939394,18,6.21233893442311
12,0.404040404040404,18,6.17207867827747
12,0.414141414141414,18,6.13227114332726
12,0.424242424242424,18,6.09289267900088
12,0.434343434343434,18,6.05392463661722
12,0.444444444444444,18,6.0153517765696
12,0.454545454545455,18,5.97716407671831
12,0.464646464646465,18,5.93935586242669
12,0.474747474747475,18,5.90192536981553
12,0.484848484848485,18,5.86487410653513
12,0.494949494949495,18,5.82820559446983
12,0.505050505050505,18,5.79192521250474
12,0.515151515151515,18,5.75603874861616
12,0.525252525252525,18,5.72055173544488
12,0.535353535353535,18,5.68546880498532
12,0.545454545454546,18,5.65079327543587
12,0.555555555555556,18,5.61652596698929
12,0.565656565656566,18,5.58266463629738
12,0.575757575757576,18,5.54920390347573
12,0.585858585858586,18,5.5161343893762
12,0.595959595959596,18,5.48344397925231
12,0.606060606060606,18,5.45111622737794
12,0.616161616161616,18,5.41913071626595
12,0.626262626262626,18,5.38746391274217
12,0.636363636363636,18,5.35609064707542
12,0.646464646464647,18,5.32498255224193
12,0.656565656565657,18,5.2941075918777
12,0.666666666666667,18,5.26343147526304
12,0.676767676767677,18,5.23291876896169
12,0.686868686868687,18,5.20253424692659
12,0.696969696969697,18,5.17224374231853
12,0.707070707070707,18,5.14201482572571
12,0.717171717171717,18,5.11181775813891
12,0.727272727272727,18,5.08162761901393
12,0.737373737373737,18,5.05142373095021
12,0.747474747474748,18,5.02119118388193
12,0.757575757575758,18,4.99092143057674
12,0.767676767676768,18,4.96061072703664
12,0.777777777777778,18,4.93026139452009
12,0.787878787878788,18,4.89988292091061
12,0.797979797979798,18,4.86948938359968
12,0.808080808080808,18,4.83909828963147
12,0.818181818181818,18,4.80872958679657
12,0.828282828282828,18,4.7784053275782
12,0.838383838383838,18,4.74814966538398
12,0.848484848484849,18,4.71798727874901
12,0.858585858585859,18,4.68794229607406
12,0.868686868686869,18,4.6580371732924
12,0.878787878787879,18,4.62829217739362
12,0.888888888888889,18,4.59872450597924
12,0.898989898989899,18,4.56934759181258
12,0.909090909090909,18,4.54017062088347
12,0.919191919191919,18,4.5111986074687
12,0.929292929292929,18,4.48243385011948
12,0.939393939393939,18,4.45387507885454
12,0.94949494949495,18,4.4255186394848
