"banner.arg","banner.vd","value","se","x","Z"
0,0.0588235294117647,-9.35715331305709,5.40577160031844,0,-1.73095609746181
0.0588235294117647,0.0588235294117647,-4.01991691223341,4.4743522734756,0.00346020761245675,-0.898435497818058
0.117647058823529,0.0588235294117647,-0.346663403177047,4.24395855639522,0.0069204152249135,-0.0816839746596159
0.176470588235294,0.0588235294117647,0.178400987889201,6.18505590890656,0.0103806228373702,0.0288438763556368
0.235294117647059,0.0588235294117647,-0.477599697181279,9.21768064660233,0.013840830449827,-0.0518134350160335
0.294117647058824,0.0588235294117647,-1.13042449735727,12.4736560505927,0.0173010380622837,-0.0906249533234129
0.352941176470588,0.0588235294117647,-1.69443222467211,15.5728058808872,0.0207612456747405,-0.108807124267292
0.411764705882353,0.0588235294117647,-2.28038732032241,18.4788350069284,0.0242214532871972,-0.123405361835171
0.470588235294118,0.0588235294117647,-2.96319464758961,21.2331739777019,0.027681660899654,-0.139554955406168
0.529411764705882,0.0588235294117647,-3.7710617558191,23.8563007888065,0.0311418685121107,-0.158074036255801
0.588235294117647,0.0588235294117647,-4.70139861548791,26.3564748185874,0.0346020761245675,-0.178377368287975
0.647058823529412,0.0588235294117647,-5.7346150065706,28.7484256552069,0.0380622837370242,-0.19947579305206
0.705882352941176,0.0588235294117647,-6.84461541696782,31.0565289513409,0.041522491349481,-0.220392157400845
0.764705882352941,0.0588235294117647,-8.0056658089732,33.3091763711378,0.0449826989619377,-0.24034415380832
0.823529411764706,0.0588235294117647,-9.19571651452929,35.5329269549518,0.0484429065743945,-0.258794231226364
0.882352941176471,0.0588235294117647,-10.3971767018438,37.7494771723007,0.0519031141868512,-0.275425713961222
0.941176470588235,0.0588235294117647,-11.5964544982511,39.9749322712109,0.055363321799308,-0.290093161873913
0,0.117647058823529,-1.78264751524454,0.820511696940175,0,-2.17260463426948
0.0588235294117647,0.117647058823529,0.0313520293733589,0.384011505659784,0.0069204152249135,0.0816434635714673
0.117647058823529,0.117647058823529,1.31589062038767,1.98132934470872,0.013840830449827,0.664145324401443
0.176470588235294,0.117647058823529,-0.268545058020248,4.90923331887197,0.0207612456747405,-0.0547020360568141
0.235294117647059,0.117647058823529,-1.1847101283956,8.80389717220423,0.027681660899654,-0.134566556744436
0.294117647058824,0.117647058823529,-1.41538670746296,12.4532665622285,0.0346020761245675,-0.113655858917845
0.352941176470588,0.117647058823529,-1.53689775219406,15.6003838792359,0.041522491349481,-0.098516662416216
0.411764705882353,0.117647058823529,-1.79882012413469,18.4652019935426,0.0484429065743945,-0.0974167585474422
0.470588235294118,0.117647058823529,-2.26876503381633,21.1740812447875,0.055363321799308,-0.107148216141602
0.529411764705882,0.117647058823529,-2.94838749222216,23.7418784257446,0.0622837370242214,-0.124185097714302
0.588235294117647,0.117647058823529,-3.80810204117568,26.1666450181047,0.069204152249135,-0.145532682487222
0.647058823529412,0.117647058823529,-4.80512083467947,28.4681765496626,0.0761245674740484,-0.16878920314046
0.705882352941176,0.117647058823529,-5.89630159479193,30.6833575955128,0.0830449826989619,-0.192166114038779
0.764705882352941,0.117647058823529,-7.04543727231329,32.851396454084,0.0899653979238754,-0.214463859463649
0.823529411764706,0.117647058823529,-8.22512168796382,35.0048985601021,0.0968858131487889,-0.234970590582961
0.882352941176471,0.117647058823529,-9.41540610242505,37.167728975872,0.103806228373702,-0.253322071642774
0.941176470588235,0.117647058823529,-10.6016837328593,39.3559519964384,0.110726643598616,-0.269379425348896
0,0.176470588235294,6.78015456394263,4.66270601141484,0,1.45412439629349
0.0588235294117647,0.176470588235294,0.88556046291324,0.417338547014499,0.0103806228373702,2.12192348214236
0.117647058823529,0.176470588235294,-4.54772580765609,2.3781531457796,0.0207612456747405,-1.91229308159852
0.176470588235294,0.176470588235294,-5.5331968395475,3.59110655614474,0.0311418685121107,-1.54080552972722
0.235294117647059,0.176470588235294,-4.26758936086838,8.42116928788772,0.041522491349481,-0.506769216361261
0.294117647058824,0.176470588235294,-2.83859229018975,12.3762995193364,0.0519031141868512,-0.229357109995181
0.352941176470588,0.176470588235294,-2.03857178167874,15.4503729110926,0.0622837370242214,-0.13194320897039
0.411764705882353,0.176470588235294,-1.75803567130681,18.2862404842915,0.0726643598615917,-0.096139809208843
0.470588235294118,0.176470588235294,-1.90678313985454,20.9937470517559,0.0830449826989619,-0.0908262415067567
0.529411764705882,0.176470588235294,-2.40322580074063,23.5272187965002,0.0934256055363322,-0.102146616713495
0.588235294117647,0.176470588235294,-3.16220575077166,25.871961464172,0.103806228373702,-0.122225203340332
0.647058823529412,0.176470588235294,-4.10179765043624,28.0690592016661,0.114186851211073,-0.146132352387243
0.705882352941176,0.176470588235294,-5.15437180873071,30.1807995458503,0.124567474048443,-0.170783143133775
0.764705882352941,0.176470588235294,-6.27154368272821,32.2612597154793,0.134948096885813,-0.194398598754005
0.823529411764706,0.176470588235294,-7.42138803354407,34.3478915346141,0.145328719723183,-0.216065315859786
0.882352941176471,0.176470588235294,-8.58264646295975,36.464431267836,0.155709342560554,-0.235370364065713
0.941176470588235,0.176470588235294,-9.74008731594445,38.6252438803009,0.166089965397924,-0.25216895318846
0,0.235294117647059,11.4160254950911,7.96747123063186,0,1.43282920824375
0.0588235294117647,0.235294117647059,0.0991250368547565,3.76842765036045,0.013840830449827,0.0263040838385939
0.117647058823529,0.235294117647059,-10.4141155333515,6.15981363109348,0.027681660899654,-1.69065432122543
0.176470588235294,0.235294117647059,-11.7502841544183,4.7436568260622,0.041522491349481,-2.47705190009971
