"banner.arg","banner.vd","value","se","x","z1","z2","z_LDH"
"64",0.75,10.28,-0.444962290297586,0.417116775927139,7.71,-0.537827302838384,-0.720833492752393,-1.06675711929484
"65",1,10.28,1.94650749020668,1.53112173102831,10.28,0.664180787258247,1.71912005457467,1.27129505823119
"66",0,10.72,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.658481659838462,-1.209378568894
"67",0.25,10.72,0.161916283166627,0.258943341946937,2.68,-0.232796078543979,-0.115125805379764,0.625296182358716
"68",0.5,10.72,0.187514407340333,0.477015036248208,5.36,-0.219929868567617,-0.090301834224649,0.393099573579821
"69",0.75,10.72,-0.572545223244485,0.427602865496123,8.04,-0.601953439330099,-0.827375309521924,-1.33896488878809
"70",1,10.72,2.02466087814415,1.48437077373678,10.72,0.70346248980583,1.6912846089648,1.36398594877157
"71",0,11.16,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.647098239912895,-1.209378568894
"72",0.25,11.16,0.124059093598185,0.248304037808847,2.79,-0.251823978666553,-0.161001915135384,0.499625759987399
"73",0.5,11.16,0.356758601009287,0.477124719120166,5.58,-0.134863817701999,0.0555082983651106,0.747726090710962
"74",0.75,11.16,-0.672552822391561,0.436591900375188,8.37,-0.652219574501826,-0.902192207830213,-1.54046106172286
"75",1,11.16,2.07561831196868,1.42810595354546,11.16,0.729074876049212,1.65478406451338,1.45340638544058
"76",0,11.6,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.640701612392472,-1.209378568894
"77",0.25,11.6,0.0849626528872289,0.237638517269975,2.9,-0.271474755110253,-0.206309330284353,0.357528964005044
"78",0.5,11.6,0.510767739305049,0.47295840682179,5.8,-0.0574552584597064,0.176368916090361,1.0799421935162
"79",0.75,11.6,-0.739691490599643,0.438552622505822,8.7,-0.68596502384947,-0.947439982691683,-1.68666529998877
"80",1,11.6,2.11495813698293,1.36486960848606,11.6,0.74884798307971,1.61808200927815,1.54956790292143
"81",0,12.04,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.637398406344144,-1.209378568894
"82",0.25,12.04,0.0466314421239946,0.227894786929272,3.01,-0.29074090926207,-0.25129880484661,0.204618292293219
"83",0.5,12.04,0.645989429100409,0.465444615583003,6.02,0.010510294112021,0.268709255106243,1.38789752308395
"84",0.75,12.04,-0.779352129102621,0.43332514959507,9.03,-0.705899379168367,-0.967929138903348,-1.79853887970939
"85",1,12.04,2.16650000616077,1.30297940619548,12.04,0.774754120065225,1.58791709498786,1.66272774217257
"86",0,12.48,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.637956136870889,-1.209378568894
"87",0.25,12.48,0.00963242930139474,0.219299176721947,3.12,-0.30933746987969,-0.29714956210657,0.0439236911208648
"88",0.5,12.48,0.760226929246668,0.453382704661229,6.24,0.0679287070426936,0.329803680069737,1.67678855287326
"89",0.75,12.48,-0.78965781340196,0.418670034523454,9.36,-0.711079254742281,-0.964777168143241,-1.88611017815206
"90",1,12.48,2.24509679087369,1.23733570759819,12.48,0.814258684099729,1.57007918705096,1.81446051955591
"91",0,12.92,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.639178318472196,-1.209378568894
"92",0.25,12.92,-0.0249180581567658,0.212529648408616,3.23,-0.326703344949511,-0.339010468733342,-0.117245091888816
"93",0.5,12.92,0.856694543122912,0.440239038826534,6.46,0.11641556364312,0.369571949390338,1.9459758621281
"94",0.75,12.92,-0.787126896132841,0.400042381950134,9.69,-0.709807157115271,-0.951623968976396,-1.96760876259096
"95",1,12.92,2.33811525267967,1.17414620362547,12.92,0.861011916998855,1.5602408067916,1.99133229359356
"96",0,13.36,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.639665881629784,-1.209378568894
"97",0.25,13.36,-0.0565302514125845,0.207694462613096,3.34,-0.342592365312202,-0.375299537715822,-0.272179867972176
"98",0.5,13.36,0.9368801286852,0.427334553977443,6.68,0.156718695775813,0.392935072588619,2.19238093424725
"99",0.75,13.36,-0.779507850881262,0.379978736015672,10.02,-0.705977648540306,-0.934400213039939,-2.05145124449572
"100",1,13.36,2.44140554147755,1.11581284205701,13.36,0.912928008005154,1.55643055979693,2.18800631204137
"101",0,13.8,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.63873039356342,-1.209378568894
"102",0.25,13.8,-0.08497651262193,0.204591537292767,3.45,-0.356890114915973,-0.405624342035291,-0.41534715338851
"103",0.5,13.8,1.00129385160848,0.414829743749305,6.9,0.189094524522727,0.402319937313032,2.41374652299184
"104",0.75,13.8,-0.770925957961416,0.359497443989015,10.35,-0.701664190430949,-0.915818625644264,-2.14445462923784
"105",1,13.8,2.55489329339206,1.06208121277528,13.8,0.969969580112893,1.55785342392994,2.40555360801079
"106",0,14.24,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.635656852720196,-1.209378568894
"107",0.25,14.24,-0.110036953315769,0.20280345572521,3.56,-0.369486072724409,-0.429815013369599,-0.542579281611772
"108",0.5,14.24,1.04856944555129,0.401844748015577,7.12,0.212856332782498,0.397276008755197,2.60938944885909
"109",0.75,14.24,-0.764173373826735,0.33841619636406,10.68,-0.698270185277669,-0.89678150102107,-2.25808747346317
"110",1,14.24,2.68430991355587,1.01021290476372,14.24,1.03501737026187,1.56497735835567,2.65717246423783
"111",0,14.68,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.630742477781991,-1.209378568894
"112",0.25,14.68,-0.131864358262687,0.202013027326961,3.67,-0.380457031900184,-0.448271543408697,-0.65275175570367
"113",0.5,14.68,1.0810723790827,0.388698228809232,7.34,0.229193059834258,0.382156105413056,2.78126397023866
"114",0.75,14.68,-0.760756867455962,0.317795459185538,11.01,-0.696552970060896,-0.878837880210375,-2.39385694624356
"115",1,14.68,2.82437673585869,0.96148006799448,14.68,1.10541819862886,1.57569579598801,2.93753019940389
"116",0,15.12,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.624705884618401,-1.209378568894
"117",0.25,15.12,-0.150805508108946,0.202011463446299,3.78,-0.389977292426384,-0.461846241308448,-0.746519556545039
"118",0.5,15.12,1.10307385907971,0.376498871674738,7.56,0.240251513161205,0.362966638962366,2.92981982701046
"119",0.75,15.12,-0.761468219726007,0.299330606943784,11.34,-0.696910512184352,-0.863545546060681,-2.54390363718808
"120",1,15.12,2.96404682940769,0.919604827386414,15.12,1.17561962193727,1.58713103302516,3.22317449967258
"121",0,15.56,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.617778573041043,-1.209378568894
"122",0.25,15.56,-0.167051899180306,0.20253351591535,3.89,-0.39814310479075,-0.471194056692469,-0.824811135210462
"123",0.5,15.56,1.11653971283061,0.365556542009663,7.78,0.24701976308039,0.342157152527496,3.05435571387228
"124",0.75,15.56,-0.767100206631355,0.283699979599798,11.67,-0.699741279220898,-0.85141624877357,-2.70391350649184
"125",1,15.56,3.09881596479504,0.885758073243161,15.56,1.24335771018389,1.59823172597959,3.49849022933415
"126",0,16,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.610047719764147,-1.209378568894
"127",0.25,16,-0.180745258252678,0.203323623906556,4,-0.40502570415277,-0.476825409532806,-0.888953554830134
"128",0.5,16,1.1226999372256,0.355895918307305,8,0.250116034511438,0.321045295566566,3.1545737938365
"129",0.75,16,-0.77842604566713,0.271154033185396,12,-0.705433908188705,-0.842680447345682,-2.87078911024309
"130",1,16,3.22596984310524,0.859856632049936,16,1.30726819387974,1.60850828107607,3.75175316775122
"131",0,16.44,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.601498233787108,-1.209378568894
"132",0.25,16.44,-0.191984045546856,0.204147217170325,4.11,-0.410674578899424,-0.479088227775225,-0.940419606046743
"133",0.5,16.44,1.12233191843218,0.347373935752357,8.22,0.249931059743787,0.300393681122584,3.23090423005223
"134",0.75,16.44,-0.796351582403878,0.261665713254504,12.33,-0.714443698047873,-0.837520731234257,-3.04339293252885
"135",1,16.44,3.34351814892221,0.840950414746213,16.44,1.36635069440766,1.61771351167401,3.97588025440387
"136",0,16.88,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.591968861779382,-1.209378568894
"137",0.25,16.88,-0.20079518737893,0.204780006926085,4.22,-0.415103262820702,-0.478091699156764,-0.980540973667446
"138",0.5,16.88,1.11576382313449,0.339717427897351,8.44,0.246629782952119,0.280684157006739,3.28438793982518
"139",0.75,16.88,-0.822324364355752,0.255038100832816,12.66,-0.72749821969936,-0.836299215588006,-3.2243196670242
"140",1,16.88,3.44947095765681,0.827450615898592,16.88,1.41960502958918,1.62567561951741,4.16879375201234
"141",0,17.32,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.580895929497838,-1.209378568894
"142",0.25,17.32,-0.207002921246225,0.204947485671014,4.33,-0.41822341361269,-0.47336639506278,-1.01002908412602
"143",0.5,17.32,1.10242303295432,0.332447340160455,8.66,0.239924392879634,0.26234683084994,3.31608318003761
"144",0.75,17.32,-0.859866812358731,0.251047935131205,12.99,-0.746367923422773,-0.840184081753254,-3.42511007672434
"145",1,17.32,3.54031558600702,0.817025071098201,17.32,1.46526564345474,1.63209957546393,4.33317863948571
"146",0,17.76,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.568772339936673,-1.209378568894
"147",0.25,17.76,-0.210933600661396,0.204617373403434,4.44,-0.420199064108101,-0.465811393233894,-1.03086847980161
"148",0.5,17.76,1.08368623670748,0.325673989304409,8.88,0.230506845204645,0.245282979484576,3.32751853785461
"149",0.75,17.76,-0.906562433089145,0.249505748061251,13.32,-0.769838223715761,-0.847898654653748,-3.63343305768888
"150",1,17.76,3.61781207132293,0.809408754474929,17.76,1.50421717153307,1.63719940833974,4.46969723433476
"151",0,18.2,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.555860368389089,-1.209378568894
"152",0.25,18.2,-0.21279246268538,0.203754357432393,4.55,-0.421133371206362,-0.45595318493425,-1.04435785014309
"153",0.5,18.2,1.06053667552572,0.319453391601408,9.1,0.218871339688534,0.229500379851331,3.31984791336628
"154",0.75,18.2,-0.961014452828,0.250309735763943,13.65,-0.797207069762566,-0.858733122189715,-3.83930113583075
"155",1,18.2,3.68268737524012,0.804475274231898,18.2,1.53682500157619,1.64104629566172,4.5777508559928
"156",0,18.64,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.542470595246028,-1.209378568894
"157",0.25,18.64,-0.212856355757493,0.20238695564841,4.66,-0.421165485343955,-0.444381177648142,-1.05172961901394
"158",0.5,18.64,1.03396679398368,0.313890960588317,9.32,0.205516701956211,0.21481882152586,3.29403176200343
"159",0.75,18.64,-1.02123986889641,0.253355908462252,13.98,-0.82747775849709,-0.871776523414758,-4.03085081020941
"160",1,18.64,3.73678631685592,0.802627248378642,18.64,1.56401638238224,1.64380947478307,4.65569331766952
"161",0,19.08,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.529251720278845,-1.209378568894
"162",0.25,19.08,-0.21161053693553,0.200666571769617,4.77,-0.420539307955053,-0.432124276111313,-1.0545380581798
"163",0.5,19.08,1.00552064933527,0.309237882890719,9.54,0.191219010938661,0.200816394459093,3.25160889065653
"164",0.75,19.08,-1.08314274729247,0.258350049727607,14.31,-0.858591578641889,-0.885344264120312,-4.1925393412329
"165",1,19.08,3.78439252523968,0.804859491344455,19.08,1.58794436511595,1.64590386605138,4.7019294248716
"166",0,19.52,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.516469499306518,-1.209378568894
"167",0.25,19.52,-0.209305722128373,0.19866272282075,4.88,-0.419380854661199,-0.419645404725694,-1.05357320767835
"168",0.5,19.52,0.975998021512957,0.305519252743806,9.76,0.176380254550176,0.187328890971198,3.19455488565031
"169",0.75,19.52,-1.14488097947023,0.264939123521865,14.64,-0.889622643784717,-0.898737903963045,-4.32129828260621
"170",1,19.52,3.82747730671025,0.811257827818709,19.52,1.60959977398202,1.64752391702406,4.7179542378056
"171",0,19.96,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.504268311839243,-1.209378568894
"172",0.25,19.96,-0.206108893120135,0.196419547074001,4.99,-0.417774054373826,-0.407218471115895,-1.04932984619134
"173",0.5,19.96,0.94592775372839,0.302667722741381,9.98,0.161266241635156,0.174264387289772,3.1253010567521
"174",0.75,19.96,-1.20534893586889,0.272739856150954,14.97,-0.920015238905642,-0.911578256788011,-4.41940885677434
"175",1,19.96,3.86728612228502,0.821516562598814,19.96,1.62960860652849,1.64880065245338,4.70749623117898
"176",0,20.4,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.492729951058423,-1.209378568894
"177",0.25,20.4,-0.202134551994397,0.193965525981884,5.1,-0.415776458491626,-0.395014111352602,-1.04211586554446
"178",0.5,20.4,0.915680160682087,0.300559608593584,10.2,0.146063100937329,0.161562850602048,3.04658421990517
"179",0.75,20.4,-1.2638355356821,0.281375260470465,15.3,-0.949411958325157,-0.923651193423458,-4.49163701730189
"180",1,20.4,3.90468207472443,0.835108586686166,20.4,1.64840467818931,1.64983240523243,4.67565791679713
"181",0,20.84,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.481896291540119,-1.209378568894
"182",0.25,20.84,-0.197447870980598,0.191312460676403,5.21,-0.413420824086285,-0.383129365135588,-1.03207010292222
"183",0.5,20.84,0.885510053385142,0.299025658588268,10.42,0.13089890637144,0.149179865127802,2.96131796035742
"184",0.75,20.84,-1.31989427193402,0.290495284789732,15.63,-0.977588377297586,-0.934848472831632,-4.54359964186471
"185",1,20.84,3.9402700026243,0.851376146451389,20.84,1.66629199484877,1.65069426437954,4.62811886267626
"186",0,21.28,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.471772990558947,-1.209378568894
"187",0.25,21.28,-0.1920141989398,0.188430731860614,5.32,-0.410689734692969,-0.371569388916071,-1.01901742377054
"188",0.5,21.28,0.855543773791213,0.297807148952064,10.64,0.115837160329052,0.137074917528992,2.87281140429884
"189",0.75,21.28,-1.3733443271408,0.299765886120355,15.96,-1.00445361276844,-0.945167088883885,-4.58138964681727
"190",1,21.28,3.97438239509352,0.869502598768184,21.28,1.68343767323234,1.65143455082991,4.57086890910274
"191",0,21.72,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.46238228924063,-1.209378568894
"192",0.25,21.72,-0.185985767666264,0.185381586661606,5.43,-0.407659705536651,-0.360447790947456,-1.0032591209059
"193",0.5,21.72,0.826002789012786,0.296846807833205,10.86,0.100989177309336,0.125226213168834,2.78258942732814
"194",0.75,21.72,-1.42383203843818,0.308999717452955,16.29,-1.02982990559247,-0.954515530981082,-4.60787488795992
"195",1,21.72,4.00755752989763,0.889122346589588,21.72,1.70011226420969,1.65211939800034,4.507318419416
"196",0,22.16,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.453746612207886,-1.209378568894
"197",0.25,22.16,-0.179559632787504,0.182250576796956,5.54,-0.404429781338866,-0.349895224850875,-0.98523492184911
"198",0.5,22.16,0.79711135043263,0.296166757381015,11.08,0.0864676712501817,0.113619891259966,2.69142748322411
"199",0.75,22.16,-1.47099839502905,0.318070829609676,16.62,-1.05353680862959,-0.96279496090816,-4.62475102427405
"200",1,22.16,4.04034767691874,0.910019070098432,22.16,1.71659335141227,1.65281690670696,4.43984945994782
"201",0,22.6,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.445869525824311,-1.209378568894
"202",0.25,22.6,-0.172839948043524,0.179082230124806,5.65,-0.401052312181192,-0.339972719446315,-0.965142928603627
"203",0.5,22.6,0.769004456259895,0.295721991078545,11.3,0.072340495377613,0.102238413220858,2.60043040240333
"204",0.75,22.6,-1.51464842198498,0.326846454441042,16.95,-1.07547632296579,-0.969973431212401,-4.63412835416943
"205",1,22.6,4.07312709622431,0.93185460641433,22.6,1.7330690466166,1.65357726326217,4.37098992502407
"206",0,23.04,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.43874764663218,-1.209378568894
"207",0.25,23.04,-0.165898879065586,0.175907519704358,5.76,-0.397563570181015,-0.330716283651012,-0.943102826669416
"208",0.5,23.04,0.741778254324103,0.295453941019628,11.52,0.0586559758172083,0.0910628993623615,2.51063922777332
"209",0.75,23.04,-1.55465054821186,0.335210226058208,17.28,-1.09558231792243,-0.976041061453363,-4.63783747439108
"210",1,23.04,4.10620115963631,0.954293267131444,23.04,1.7496928367718,1.65444209237419,4.30287135104635
"211",0,23.48,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.432374855186802,-1.209378568894
"212",0.25,23.48,-0.158789060484981,0.172749289912417,5.87,-0.393990010722863,-0.322148348093933,-0.919187920051576
"213",0.5,23.48,0.715504263546116,0.295300099409614,11.74,0.0454500596347317,0.0800725664262268,2.42297332434566
"214",0.75,23.48,-1.5909045004152,0.343062345757796,17.61,-1.1138043938197,-0.980996775863335,-4.63736262544648
"215",1,23.48,4.13984064496579,0.977026001503474,23.48,1.76660082107599,1.65544741271784,4.23718574387508
"216",0,23.92,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.426745668319932,-1.209378568894
"217",0.25,23.92,-0.151548739599635,0.169624474999745,5.98,-0.390350857784352,-0.314284428773442,-0.893436749619194
"218",0.5,23.92,0.690238059761565,0.295196981751392,11.96,0.0327506805321213,0.0692434051435102,2.33822871652146
"219",0.75,23.92,-1.62331765431215,0.350315784042573,17.94,-1.13009599554819,-0.984839424782344,-4.6338695778403
"220",1,23.92,4.1743080384711,0.999776361720478,23.92,1.78392493120093,1.65662611673221,4.1752417823599
"221",0,24.36,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.421859488272581,-1.209378568894
"222",0.25,24.36,-0.144203814121271,0.166545014308546,6.09,-0.386659128155099,-0.307139129008729,-0.865854884458532
"223",0.5,24.36,0.666026843277745,0.295079483086553,12.18,0.0205815624768238,0.0585454214200726,2.2571099702055
"224",0.75,24.36,-1.65177728234693,0.35688947174902,18.27,-1.14440046362795,-0.987558119492558,-4.62826004435493
"225",1,24.36,4.20989081349363,1.02229662280857,24.36,1.80180965790492,1.6580113153538,4.11807172161809
"226",0,24.8,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.41772988837522,-1.209378568894
"227",0.25,24.8,-0.136766312052296,0.163517311376841,6.2,-0.382920867387642,-0.300735976125713,-0.836402646916724
"228",0.5,24.8,0.642920411191825,0.294873757118974,12.4,0.00896773464301027,0.0479347284682814,2.18032427664434
"229",0.75,24.8,-1.67609332230387,0.362693155481027,18.6,-1.1566222683882,-0.989112752674894,-4.62124332090282
"230",1,24.8,4.24697494577841,1.04434889631135,24.8,1.82044900153532,1.65964388870755,4.06662463165208
"231",0,25.24,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.414429390139911,-1.209378568894
"232",0.25,25.24,-0.129216298759222,0.160534821064371,6.31,-0.37912605587357,-0.295148845012559,-0.804911345105679
"233",0.5,25.24,0.621012419143108,0.294452748464629,12.62,-0.00204372947625519,0.0373112597630751,2.10903930216738
"234",0.75,25.24,-1.69573156275144,0.367557101908298,18.93,-1.1664929027929,-0.98934225079909,-4.61351869940063
"235",1,25.24,4.28639952375551,1.06560321246866,25.24,1.84026470736754,1.66160922618848,4.02250994891927
"236",0,25.68,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.411916923877466,-1.209378568894
"237",0.25,25.68,-0.121579711188832,0.157612069089691,6.42,-0.37528773012295,-0.290348231072142,-0.771385794825433
"238",0.5,25.68,0.600294961920674,0.293820298889221,12.84,-0.012456803223039,0.026688763831791,2.04306837951657
"239",0.75,25.68,-1.71081302105595,0.371502247008093,19.26,-1.17407319297272,-0.988316689490507,-4.60512159706717
"240",1,25.68,4.32811332376407,1.08606661498015,25.68,1.86123102920347,1.66389308060832,3.98512693794861
"241",0,26.12,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.410117755891708,-1.209378568894
"242",0.25,26.12,-0.113898367479997,0.154770234229315,6.53,-0.371426908900745,-0.286273905926341,-0.735919074149879
"243",0.5,26.12,0.580727907698711,0.293032162203731,13.06,-0.0222916577823135,0.0161140859742561,1.98178897268948
"244",0.75,26.12,-1.72166001818146,0.374615314230127,19.59,-1.17952514490805,-0.986172303644348,-4.59580789354449
"245",1,26.12,4.37177330549179,1.10587488790144,26.12,1.88317554703849,1.66644987948814,3.95322595107288
"246",0,26.56,-0.398384506180613,0.329412573058031,0,-0.514416229956012,-0.408991075775472,-1.209378568894
"247",0.25,26.56,-0.106193287844935,0.152021484024307,6.64,-0.367554157452374,-0.282892931398475,-0.698541318199182
"248",0.5,26.56,0.562294316205862,0.292115953208731,13.28,-0.0315568077267417,0.00559981280504767,1.92490108817876
