"FL.arg","FL.vd","value","se","x","z1","z2","z_LDH"
"1",0,5,1.69131430092094,0.54242317066081,0,0.881369382692547,NA,3.11807163189671
"2",0.0208333333333333,5,0.831146074201158,0.240726227767236,0.104166666666667,0.336275306763828,-3.88954229152488,3.45266106610042
"3",0.0416666666666667,5,-0.397471722439817,0.342549337594224,0.208333333333333,-0.442307604957422,-3.72226097896277,-1.1603342316506
"4",0.0625,5,-1.36553960873993,0.392472021630911,0.3125,-1.05577838140234,-3.396333033563,-3.47932982092699
"5",0.0833333333333333,5,-1.45286586437324,0.497612577631251,0.416666666666667,-1.11111758499077,-3.24883407754057,-2.91967271263361
"6",0.104166666666667,5,-0.720215345609122,0.384763079835522,0.520833333333333,-0.646832291604178,-3.70788697141501,-1.87184109742806
"7",0.125,5,-0.0487990621198713,0.260296992985353,0.625,-0.221351522560036,-4.10676054225442,-0.187474551896253
"8",0.145833333333333,5,-0.0620190679168965,0.23984770434922,0.729166666666667,-0.22972912431264,-4.01929163218809,-0.258576866871305
"9",0.166666666666667,5,-0.411906101917863,0.286673242208031,0.833333333333333,-0.451454763035086,-3.68268506805635,-1.43684879253207
"10",0.1875,5,-0.621393149098354,0.349173333621019,0.9375,-0.584208037167689,-3.58547738788645,-1.77961227065751
"11",0.208333333333333,5,-0.685477658381407,0.408604919069073,1.04166666666667,-0.62481879827683,-3.86052481284836,-1.67760500765173
"12",0.229166666666667,5,-0.708685151316451,0.43300763251644,1.14583333333333,-0.639525534149058,-3.67645866832822,-1.63665741224445
"13",0.25,5,-0.607574742190016,0.403077643903948,1.25,-0.575451224825025,-3.70772459862914,-1.50733922205519
"14",0.270833333333333,5,-0.414324514923778,0.391081906946312,1.35416666666667,-0.452987326738003,-4.01452558876796,-1.05943156040879
"15",0.291666666666667,5,-0.405230243501425,0.49539833241538,1.45833333333333,-0.447224229098235,-3.9599041058678,-0.81798871127739
"16",0.3125,5,-0.725207815591359,0.701127278223494,1.5625,-0.649996051583952,-3.76407220255168,-1.03434545783025
"17",0.333333333333333,5,-1.17775983264536,0.887470058913678,1.66666666666667,-0.936781143014781,-3.48170894616788,-1.32709810411746
"18",0.354166666666667,5,-1.50686296071297,1.01709458456846,1.77083333333333,-1.14533588836194,-3.16065229250446,-1.4815367061976
"19",0.375,5,-1.65114789712058,1.07255701335539,1.875,-1.23677017021338,-3.46527223007996,-1.53945000271372
"20",0.395833333333333,5,-1.71256225316787,1.08677142938526,1.97916666666667,-1.27568883823488,-3.81818136891914,-1.57582561232458
"21",0.416666666666667,5,-1.77588382170158,1.09214500725605,2.08333333333333,-1.31581611893887,-3.57883256583299,-1.626051311779
"22",0.4375,5,-1.80960337618201,1.094227679843,2.1875,-1.33718441506896,-3.28940336201826,-1.65377225372479
"23",0.458333333333333,5,-1.72516482880626,1.07066545650281,2.29166666666667,-1.28367517056911,-3.09571808915636,-1.61130147454396
"24",0.479166666666667,5,-1.48354017545276,1.02442380215993,2.39583333333333,-1.13055609101,-3.00720403387509,-1.44817034934645
"25",0.5,5,-1.11085094318223,0.978626506694739,2.5,-0.894380554222512,-2.96681471818696,-1.13511225741685
"26",0.520833333333333,5,-0.653491721608023,0.945727071291846,2.60416666666667,-0.604549106713483,-2.98965422205773,-0.690993989117141
"27",0.541666666666667,5,-0.167342907452969,0.953581110742107,2.70833333333333,-0.296473511284613,-3.14178732427274,-0.175488907621857
"28",0.5625,5,0.309986019571321,1.01192420711632,2.8125,0.00601286557514908,2.47951962697279,0.306333238587787
"29",0.583333333333333,5,0.7711564781587,1.08268220145148,2.91666666666667,0.298259518218835,3.1079191827579,0.712264852165169
"30",0.604166666666667,5,1.21948125419814,1.10488657622003,3.02083333333333,0.58236578013355,3.25145339288557,1.10371623698258
"31",0.625,5,1.63459859146123,1.04114499372305,3.125,0.845428276896906,3.08311900896394,1.57000091372099
"32",0.645833333333333,5,1.95294283986072,0.906282676750734,3.22916666666667,1.04716505177208,2.80959315964316,2.15489371027431
"33",0.666666666666667,5,2.08402123131113,0.758941350765501,3.33333333333333,1.13023026209071,2.63055544401937,2.74595820771802
"34",0.6875,5,1.95672224117801,0.679559237984877,3.4375,1.04956008242378,2.57754435517832,2.87939907487734
"35",0.708333333333333,5,1.56721646720549,0.726599279422452,3.54166666666667,0.802727796206797,2.65473994528021,2.15691993040678
"36",0.729166666666667,5,0.997106724314575,0.857125733794496,3.64583333333333,0.441445626247825,2.8892313641857,1.16331441817805
"37",0.75,5,0.387323921502503,0.986873578368372,3.75,0.0550223858967795,3.32536733806129,0.392475723327073
"38",0.770833333333333,5,-0.11934118324277,1.11060053956548,3.85416666666667,-0.266054513362398,3.97941423580781,-0.107456442700326
"39",0.791666666666667,5,-0.431210054494358,1.30381552887968,3.95833333333333,-0.463687800555646,4.81590554303334,-0.330729343947054
"40",0.8125,5,-0.521039781038928,1.60658354278229,4.0625,-0.520613469582588,5.70674802791782,-0.324315397963426
"41",0.833333333333333,5,-0.407038713760118,1.97284246706574,4.16666666666667,-0.448370268203011,4.66017567418778,-0.206320940751806
"42",0.854166666666667,5,-0.130804431080167,2.34420636868523,4.27083333333333,-0.273318846423032,0.69477850705592,-0.055799025558287
"43",0.875,5,0.259889993510237,2.69980199792616,4.375,-0.0257333047496974,-1.34802031614103,0.0962626124841268
"44",0.895833333333333,5,0.721957148063054,3.04942273673291,4.47916666666667,0.267081589830258,-2.24697706812649,0.236752070930167
"45",0.916666666666667,5,1.22136692522378,3.41042674338305,4.58333333333333,0.583560741855337,-2.71968897911553,0.35812730110491
