FL.arg,FL.vd,value,se,x,z,,
0.604166667,10,0.414975383,0.369935523,6.041666667,0.156125892,,
0.625,10,0.442540907,0.334757437,6.25,0.192976867,,
0.645833333,10,0.456615035,0.330348271,6.458333333,0.211791867,,
0.666666667,10,0.454217022,0.364705708,6.666666667,0.208586083,,
0.6875,10,0.438588521,0.423153294,6.875,0.187693119,,
0.708333333,10,0.419580093,0.492316456,7.083333333,0.162281699,,
0.729166667,10,0.411146109,0.562736313,7.291666667,0.151006726,,
0.75,10,0.427187891,0.621652372,7.5,0.172452186,,
0.770833333,10,0.477384442,0.654906857,7.708333333,0.239557452,,
0.791666667,10,0.564378388,0.654982734,7.916666667,0.35585532,,
0.8125,10,0.68283541,0.626785574,8.125,0.514214607,,
0.833333333,10,0.820519551,0.588121948,8.333333333,0.69827767,,
0.854166667,10,0.965715834,0.547094968,8.541666667,0.892383342,,
0.875,10,1.107922402,0.509711393,8.75,1.082492212,,
0.895833333,10,1.238639789,0.496716998,8.958333333,1.257241769,,
0.916666667,10,1.352121219,0.547794787,9.166666667,1.408949434,,
0.9375,10,1.445677798,0.685055613,9.375,1.534020561,,
0.958333333,10,1.519475406,0.887312493,9.583333333,1.632676903,,
0.979166667,10,1.575844971,1.117381029,9.791666667,1.708034565,,
1,10,1.618185757,1.34537185,10,1.76463785,,
