FL.arg,FL.vd,value,se,x,Z_Score
0,1,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,1,8.4707042468335,3.43215515747868,0.25,2.46804234021175
0.5,1,1.53316396427864,2.19768212738508,0.5,0.697627716571952
0.75,1,-2.27590237749736,4.14108754710779,0.75,-0.549590500468143
1,1,-43.7984469279227,15.4711796561593,1,-2.83097009415735
0,2,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,2,-0.466926976172138,0.333888323556018,0.5,-1.39845254604658
0.5,2,-1.31156882122678,0.723474458844899,1,-1.81287508521148
0.75,2,1.70751495159477,1.2560977941284,1.5,1.35938058292635
1,2,-6.47899098149533,3.96642396287129,2,-1.6334590155121
0,3,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,3,1.30100527874264,0.363988704123213,0.75,3.57430124617889
0.5,3,-2.03471225123848,0.600547295122434,1.5,-3.38809660415449
0.75,3,-2.50961841771199,0.807187036281587,2.25,-3.10909157965777
1,3,6.54841101209766,2.47230096363072,3,2.64871110290752
0,4,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,4,0.454984931242616,0.510762036773727,1,0.890796297462843
0.5,4,2.01992480240868,0.804161959133231,2,2.51183829260696
0.75,4,-4.75397969460529,1.37253635259373,3,-3.46364574287706
1,4,10.2076169908161,2.97795128627966,4,3.42773135270739
0,5,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,5,-0.0916234481068905,0.398744133138134,1.25,-0.229780053152908
0.5,5,2.50641933632569,0.736983653472495,2.5,3.40091577949663
0.75,5,-4.48361020389566,1.55286837955969,3.75,-2.88730858514035
1,5,10.997989683576,2.86361905641496,5,3.84059103774254
0,6,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,6,-0.351812267386264,0.437733006788701,1.5,-0.803714277722008
0.5,6,2.56705102022424,0.836734235048143,3,3.0679407064975
0.75,6,-3.85749497684858,1.5179789034642,4.5,-2.54120460307145
1,6,11.1514031034364,2.98245699903603,6,3.73899878759044
0,7,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,7,-0.430649060491502,0.551626630060263,1.75,-0.780689395732137
0.5,7,2.86482895274012,1.12946694413257,3.5,2.53644337943888
0.75,7,-3.27863364971769,1.1362097835721,5.25,-2.88558829286796
1,7,11.0413518450627,3.15952903900813,7,3.49461951725847
0,8,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,8,-0.427948557763343,0.717260716974907,2,-0.596642960691118
0.5,8,3.04744652239099,1.38412609332844,4,2.20171163384596
0.75,8,-3.18021781008849,1.16787203909605,6,-2.72308755037071
1,8,10.7229119066675,3.47158457917975,8,3.08876585377652
0,9,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,9,-0.404040057510917,0.870414683799187,2.25,-0.464192602711345
0.5,9,3.22945254927331,1.56156793609998,4.5,2.06808328642997
0.75,9,-2.89100713860933,1.35161746335164,6.75,-2.13892407948061
1,9,10.5444299751422,3.78260627360539,9,2.78760970940063
0,10,-0.180137264584765,0.292677741271209,0,-0.615479891987553
0.25,10,-0.383191334667424,0.99888543006026,2.5,-0.383618904766993
0.5,10,3.36951375151416,1.72549040731993,5,1.95278613965044
0.75,10,-2.58859267259136,1.67543866788477,7.5,-1.54502383298783
1,10,10.4357669657217,3.99902996686211,10,2.60957458488621
