"PlantID","pos_scaled","fit"
1,0,6.76604425272792
1,0.0101010101010101,6.7037151448447
1,0.0202020202020202,6.64132973156134
1,0.0303030303030303,6.57889060377759
1,0.0404040404040404,6.51640688414123
1,0.0505050505050505,6.45389805189944
1,0.0606060606060606,6.39138927944707
1,0.0707070707070707,6.32891615496963
1,0.0808080808080808,6.26652027824076
1,0.0909090909090909,6.20424782371148
1,0.101010101010101,6.14215378535979
1,0.111111111111111,6.08029624850667
1,0.121212121212121,6.01873805265928
1,0.131313131313131,5.95754554769471
1,0.141414141414141,5.89678605709201
1,0.151515151515152,5.83652789209077
1,0.161616161616162,5.77683730857906
1,0.171717171717172,5.71777715571601
1,0.181818181818182,5.65940620684609
1,0.191919191919192,5.60177704491438
1,0.202020202020202,5.54493362564677
1,0.212121212121212,5.48891272996144
1,0.222222222222222,5.43374465986727
1,0.232323232323232,5.3794521401967
1,0.242424242424242,5.32604955661011
1,0.252525252525253,5.27354106577391
1,0.262626262626263,5.22192359885498
1,0.272727272727273,5.17118810075766
1,0.282828282828283,5.12131647036729
1,0.292929292929293,5.07228387268782
1,0.303030303030303,5.02406082575763
1,0.313131313131313,4.97661244109191
1,0.323232323232323,4.92990251879447
1,0.333333333333333,4.88389321743209
1,0.343434343434343,4.83854692676296
1,0.353535353535354,4.79382743674425
1,0.363636363636364,4.74969956117535
1,0.373737373737374,4.70613309973594
1,0.383838383838384,4.66310226734862
1,0.393939393939394,4.62058528745343
1,0.404040404040404,4.57856439914787
1,0.414141414141414,4.53702308979942
1,0.424242424242424,4.49594972722081
1,0.434343434343434,4.45533650914716
1,0.444444444444444,4.41517640436875
1,0.454545454545455,4.37546789252229
1,0.464646464646465,4.33621028755232
1,0.474747474747475,4.29740555411084
1,0.484848484848485,4.25905889551272
1,0.494949494949495,4.22117381766831
1,0.505050505050505,4.18375717124639
1,0.515151515151515,4.14681499726712
1,0.525252525252525,4.11035222510215
1,0.535353535353535,4.0743758258438
1,0.545454545454546,4.03888855146571
1,0.555555555555556,4.00389334953659
1,0.565656565656566,3.96939140303577
1,0.575757575757576,3.9353787775142
1,0.585858585858586,3.90185171110031
1,0.595959595959596,3.86880119070894
1,0.606060606060606,3.83621438854486
1,0.616161616161616,3.80407674772599
1,0.626262626262626,3.77236577511094
1,0.636363636363636,3.74106016709411
1,0.646464646464647,3.71013265053892
1,0.656565656565657,3.67954852836861
1,0.666666666666667,3.64927258313458
1,0.676767676767677,3.61926159066567
1,0.686868686868687,3.58947334661567
1,0.696969696969697,3.55986562058066
1,0.707070707070707,3.53039151444996
1,0.717171717171717,3.50100966120065
1,0.727272727272727,3.47167788100626
1,0.737373737373737,3.44235708445575
1,0.747474747474748,3.41301676251682
1,0.757575757575758,3.38362685728137
1,0.767676767676768,3.35416694492949
1,0.777777777777778,3.32462245509074
1,0.787878787878788,3.29498535405873
1,0.797979797979798,3.2652592140272
1,0.808080808080808,3.23544723853266
1,0.818181818181818,3.20555967749603
1,0.828282828282828,3.17561277281265
1,0.838383838383838,3.1456225229281
1,0.848484848484849,3.11561352753783
1,0.858585858585859,3.0856078195159
1,0.868686868686869,3.05562727020685
1,0.878787878787879,3.02569741798588
1,0.888888888888889,2.99583439891046
1,0.898989898989899,2.96605618687361
1,0.909090909090909,2.93637519300212
1,0.919191919191919,2.9067957268025
1,0.929292929292929,2.87732522707366
1,0.939393939393939,2.84796018954701
1,0.94949494949495,2.81869679783527
1,0.95959595959596,2.78953129669084
1,0.96969696969697,2.76045173443161
1,0.97979797979798,2.73145285665486
1,0.98989898989899,2.70252730087209
1,1,2.67366870784226
2,0,7.82035979835556
2,0.0101010101010101,7.76214681389608
2,0.0202020202020202,7.70384690773703
2,0.0303030303030303,7.64546176882647
2,0.0404040404040404,7.58699384748693
2,0.0505050505050505,7.52845687341202
2,0.0606060606060606,7.46988043104556
2,0.0707070707070707,7.41129730670733
2,0.0808080808080808,7.35274069740589
2,0.0909090909090909,7.29425760262152
2,0.101010101010101,7.23590449225657
2,0.111111111111111,7.1777361648465
2,0.121212121212121,7.11980724405377
2,0.131313131313131,7.06218821244137
2,0.141414141414141,7.00494671940172
2,0.151515151515152,6.94814493469701
2,0.161616161616162,6.89184507217624
2,0.171717171717172,6.83611448422498
2,0.181818181818182,6.78101017045059
2,0.191919191919192,6.72657737347123
2,0.202020202020202,6.67286091285451
2,0.212121212121212,6.61990008500842
2,0.222222222222222,6.56772218511955
2,0.232323232323232,6.51634256072297
2,0.242424242424242,6.46578017604761
2,0.252525252525253,6.41603957540545
2,0.262626262626263,6.36711260483557
2,0.272727272727273,6.318986379281
2,0.282828282828283,6.27164762637665
2,0.292929292929293,6.22507021385677
2,0.303030303030303,6.17921776029417
2,0.313131313131313,6.13405691105168
2,0.323232323232323,6.08955370233029
2,0.333333333333333,6.04566806960115
2,0.343434343434343,6.00235578933185
2,0.353535353535354,5.95958476446975
2,0.363636363636364,5.91732112692315
2,0.373737373737374,5.87552958625452
2,0.383838383838384,5.83418136615764
2,0.393939393939394,5.79325966183844
2,0.404040404040404,5.7527449257311
2,0.414141414141414,5.71261557418043
2,0.424242424242424,5.67286097168433
2,0.434343434343434,5.6334756048198
2,0.444444444444444,5.59445135845063
2,0.454545454545455,5.55577972460612
