"pos_scaled","fit"
0,10.4726559277634
0.0101010101010101,10.410734235921
0.0202020202020202,10.3488480511115
0.0303030303030303,10.2870374278629
0.0404040404040404,10.225399597936
0.0505050505050505,10.1641084044051
0.0606060606060606,10.1033774579438
0.0707070707070707,10.0434512802347
0.0808080808080808,9.98458790750878
0.0909090909090909,9.92703953532022
0.101010101010101,9.87103925230615
0.111111111111111,9.81680159498918
0.121212121212121,9.76450489532514
0.131313131313131,9.71428612567211
0.141414141414141,9.66624057396844
0.151515151515152,9.62043113769924
0.161616161616162,9.57688666078511
0.171717171717172,9.53559502336639
0.181818181818182,9.49651312645263
0.191919191919192,9.45957201018639
0.202020202020202,9.4246769229236
0.212121212121212,9.39171772643809
0.222222222222222,9.36057702026885
0.232323232323232,9.33113280764722
0.242424242424242,9.30326216042627
0.252525252525253,9.27684449099847
0.262626262626263,9.25176270998895
0.272727272727273,9.22790494963718
0.282828282828283,9.20516814776395
0.292929292929293,9.1834577929058
0.303030303030303,9.16268610248072
0.313131313131313,9.14277366209534
0.323232323232323,9.12364547656787
0.333333333333333,9.10523007692421
0.343434343434343,9.08745801830895
0.353535353535354,9.07026042502835
0.363636363636364,9.05356891098952
0.373737373737374,9.03731549570204
0.383838383838384,9.02143301953231
0.393939393939394,9.00585550984968
0.404040404040404,8.99051843153197
0.414141414141414,8.97536020115455
0.424242424242424,8.96032421754106
0.434343434343434,8.94536042980236
0.444444444444444,8.9304243435534
0.454545454545455,8.91548231443224
0.464646464646465,8.90051092078477
0.474747474747475,8.88549757125949
0.484848484848485,8.87043967917032
0.494949494949495,8.85534174973581
0.505050505050505,8.84021552045915
0.515151515151515,8.82507501890796
0.525252525252525,8.80993448030832
0.535353535353535,8.7948068535133
0.545454545454546,8.7797022864544
0.555555555555556,8.76462474900099
0.565656565656566,8.74957048423502
0.575757575757576,8.73452811148736
0.585858585858586,8.71947692300345
0.595959595959596,8.70439023114503
0.606060606060606,8.68923322202491
0.616161616161616,8.67396435139598
0.626262626262626,8.65853761440064
0.636363636363636,8.64290503413166
0.646464646464647,8.62701734533432
0.656565656565657,8.61082506222799
0.666666666666667,8.5942808029368
0.676767676767677,8.57734035490551
0.686868686868687,8.55996187726907
0.696969696969697,8.5421083205357
0.707070707070707,8.52374964578846
0.717171717171717,8.50486185585647
0.727272727272727,8.48543041907178
0.737373737373737,8.46544708851455
0.747474747474748,8.44490985476408
0.757575757575758,8.42382237540873
0.767676767676768,8.40219148605954
0.777777777777778,8.38002669770883
0.787878787878788,8.35733990062731
0.797979797979798,8.33414405829305
0.808080808080808,8.31045263753489
0.818181818181818,8.28627941964803
0.828282828282828,8.26163868497116
0.838383838383838,8.23654567632413
0.848484848484849,8.21101690587824
0.858585858585859,8.18507080338869
0.868686868686869,8.15872880794809
0.878787878787879,8.13201539804801
0.888888888888889,8.10495864620039
0.898989898989899,8.0775906398644
0.909090909090909,8.04994738004074
0.919191919191919,8.02206818606177
0.929292929292929,7.99399369803174
0.939393939393939,7.96576497585342
0.94949494949495,7.93742219742973
0.95959595959596,7.90900181329474
0.96969696969697,7.88053408969376
0.97979797979798,7.85204384328212
0.98989898989899,7.8235444761079
1,7.79504087893639
